CNPJ_Fundo;Data_Referencia;Versao;Data_Entrega;Nome_Fundo;Data_Funcionamento;Publico_Alvo;Codigo_ISIN;Quantidade_Cotas_Emitidas;Fundo_Exclusivo;Cotistas_Vinculo_Familiar;Mandato;Segmento_Atuacao;Tipo_Gestao;Prazo_Duracao;Data_Prazo_Duracao;Encerramento_Exercicio_Social;Mercado_Negociacao_Bolsa;Mercado_Negociacao_MBO;Mercado_Negociacao_MB;Entidade_Administradora_BVMF;Entidade_Administradora_CETIP;Nome_Administrador;CNPJ_Administrador;Logradouro;Numero;Complemento;Bairro;Cidade;Estado;CEP;Telefone1;Telefone2;Telefone3;Site;Email
14.788.492/0001-36;2024-06-01;1;2024-09-26;FII - FII PATEO BANDEIRANTES;2013-01-21;INVESTIDORES EM GERAL;BRPATBCTF004;4007458;N;N;Renda;Híbrido;Ativa;Indeterminado;;30/06;S;N;N;S;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11)3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
16.706.958/0001-32;2024-06-01;1;2024-08-29;KINEA RENDIMENTOS IMOBILIÁRIOS FII;2012-10-15;INVESTIDORES EM GERAL;BRKNCRCTF000;64808913;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;30/06;S;N;N;S;N;INTRAG DISTR DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;62418140000131;AV BRIGADEIRO FARIA LIMA;3400;10º andar;ITAIM BIBI;SÃO PAULO;SP;04538-132;55-(11)30726012;;;www.intrag.com.br;produtosestruturados@itau-unibanco.com.br
16.802.360/0001-47;2024-06-01;1;2024-09-02;FUNDO DE INVESTIMENTO IMOBILIÁRIO SOFI;2017-04-03;INVESTIDOR QUALIFICADO;BRFSOFCTF009;12639.29917225;N;N;Renda;Híbrido;Ativa;Indeterminado;;30/06;N;N;S;N;N;PLANNER CORRETORA DE VALORES S.A.;00806535000154;Avenida Brigadeiro Faria Lima;3900;10º andar;Itaim Bibi;São Paulo;SP;04538-132;(11) 2172-2667;0800 179 444;(11) 2172-2600;www.planner.com.br;inforegulatorio@planner.com.br
16.924.913/0001-34;2024-06-01;1;2024-09-24;VISTA REAL ESTATE FUNDO DE INVESTIMENTO IMOBILIARIO;2016-09-06;INVESTIDOR QUALIFICADO;BRVREFCTF009;84100000;N;N;Desenvolvimento para Venda;Híbrido;Ativa;Determinado;2025-09-06;30/06;S;S;N;N;S;BANCO GENIAL S.A;45246410000155;PR DE BOTAFOGO;228;SALA 907;BOTAFOGO;RIO DE JANEIRO;RJ;22.250-040;113206-8000;213293-3000;;WWW.BANCOGENIAL.COM;MIDDLEADM@GENIAL.COM.VC
17.007.443/0001-07;2024-06-01;1;2024-09-27;TRANSINC FII - FII;2013-08-05;INVESTIDORES EM GERAL;BRTSNCCTF009;1086780;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;30/06;S;N;N;S;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11)3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
17.216.625/0001-98;2024-06-01;1;2024-09-10;JPP CAPITAL FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2013-05-03;INVESTIDORES EM GERAL;BRJPPCCTF001;55000;N;N;Híbrido;Híbrido;Ativa;Determinado;2024-12-31;30/06;S;N;N;S;N;BANCO FINAXIS S.A.;11758741000152;Rua Pasteur;463;11° andar;Água Verde;Curitiba;PR;80250 -104;(41) 3074-0909;(41) 3074-5817;;http://finaxis.com.br/;atendimento@finaxis.com.br
17.655.115/0001-17;2024-06-01;1;2024-09-27;SAFIRA - FUNDO DE INVESTIMENTO IMOBILIÁRIO;2015-05-21;INVESTIDOR QUALIFICADO;;154166.77454063;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;30/06;N;N;S;N;N;BRL TRUST DTVM S.A.;13486793000142;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;www.brltrust.com.br;infolegal@apexgroup.com
18.259.637/0001-62;2024-06-01;1;2024-08-21;ETR PROPERTIES FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2013-09-05;INVESTIDOR QUALIFICADO;BRETPPCTF006;185.8;N;S;Renda;Híbrido;Ativa;Determinado;2025-05-16;30/06;N;S;N;N;S;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM;18259637000162;Praia de Botafogo;501;Torre Corcovado, 5º andar - parte;Botafogo;Rio de Janeiro;RJ;RJ;(21) 3262-9600;;;https://www.btgpactual.com/;ol-reguladores@btgpactual.com
18.369.510/0001-04;2024-06-01;1;2024-09-25;FUNDO DE INVESTIMENTO IMOBILIÁRIO INFRA REAL ESTATE - FII;2013-10-04;INVESTIDOR QUALIFICADO;BRFINFCTF002;820112.7613235;N;N;Desenvolvimento para Renda;Logística;Ativa;Indeterminado;;30/06;S;S;N;S;S;TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;67030395000146;Avenida Brigadeiro Faria Lima;3477;11º andar;Itaim Bibi;São Paulo;SP;04538-133;0800 930 0930;;;www.trusteedtvm.com.br;ouvidoria@trusteedtvm.com.br
18.730.914/0001-73;2024-06-01;1;2024-09-25;FII EXCLUSIVO INFRA PATRIMONIAL II;2013-09-06;INVESTIDOR PROFISSIONAL;BR082SCTF007;55.1165906;N;N;Híbrido;Outros;Ativa;Indeterminado;;30/06;N;N;S;N;N;TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;67030395000146;Avenida Brigadeiro Faria Lima;3477;11º andar;Itaim Bibi;São Paulo;SP;04538-133;0800 930 0930;;;www.trusteedtvm.com.br;ouvidoria@trusteedtvm.com.br
18.979.895/0001-13;2024-06-01;1;2024-09-26;CAPITANIA SECURITIES II FII - FII;2014-08-07;INVESTIDORES EM GERAL;BRCPTSCTF004;31782814;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;30/06;S;N;N;S;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11)3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
19.249.956/0001-50;2024-06-01;1;2024-09-27;LA DEFÉNSE FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2013-10-11;INVESTIDORES EM GERAL;BRICTUCTF005;14350;N;N;Renda;Lajes Corporativas;Passiva;Indeterminado;;30/06;N;S;N;N;S;OLIVEIRA TRUST DTVM S.A.;19249956000150;Av. das Américas;3434;Bl. 07, Sala 201;Barra da Tijuca;Rio de Janeiro;RJ;22640-102;(21) 3514-0000;;;www.oliveiratrust.com.br;ger2.fundos@oliveiratrust.com.br
19.249.989/0001-08;2024-06-01;1;2024-09-27;RB CAPITAL DESENVOLVIMENTO RESIDENCIAL III - FII;2019-04-30;INVESTIDOR QUALIFICADO;BRRSPDCTF006;149011;S;N;Desenvolvimento para Venda;Residencial;Ativa;Determinado;2025-04-30;30/06;S;N;N;S;N;OLIVEIRA TRUST DTVM S.A.;19249989000108;Avenida das Américas;3434;Bl. 07 Sala 201;Barra da Tijuca;Rio de Janeiro;RJ;22640-102;(21) 3514-0000;;;www.oliveiratrust.com.br;ger2.fundos@oliveiratrust.com.br
19.872.887/0001-36;2024-06-01;1;2024-09-26;FII MINT EDUCACIONAL;2020-03-20;INVESTIDORES EM GERAL;BRMINTCTF009;520000;N;N;Híbrido;Outros;Ativa;Indeterminado;;30/06;S;N;N;S;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11)3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
20.019.120/0001-48;2024-06-01;1;2024-09-27;FII 4KIDS;2014-11-13;INVESTIDOR QUALIFICADO;BR00GECTF009;1644908;S;N;Renda;Outros;Ativa;Determinado;2064-11-11;30/06;N;N;S;N;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11)3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
20.132.453/0001-89;2024-06-01;1;2024-09-30;BTOWERS FUNDO DE INVESTIMENTO IMOBILIÁRIO;2023-07-03;INVESTIDORES EM GERAL;BRBTWRCTF004;809269.71;N;N;Renda;Lajes Corporativas;Ativa;Indeterminado;;30/06;S;N;N;S;N;VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;22610500000188;Rua Gilberto Sabino;215;4º andar;Pinheiros;São Paulo;SP;5425020;11 30307177;;;www.vortx.com.br;fundos@vortx.com.br
20.173.064/0001-00;2024-06-01;1;2024-09-26;RESIDENCIAIS ONE FII;2014-08-21;INVESTIDOR QUALIFICADO;BRBKOICTF009;519599;N;N;Desenvolvimento para Venda;Híbrido;Ativa;Indeterminado;;30/06;N;N;S;N;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11)3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
20.990.694/0001-69;2024-06-01;1;2024-09-02;FGRP FUNDO DE INVESTIMENTO IMOBILIÁRIO;2018-03-01;INVESTIDOR QUALIFICADO;BRGBXPCTF003;184225.83003927;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;30/06;N;N;S;N;N;PLANNER CORRETORA DE VALORES S.A.;00806535000154;Avenida Brigadeiro Faria Lima;3900;10º andar;Itaim Bibi;São Paulo;SP;04538-132;(11) 2172-2667;0800 179 444;(11) 2172-2600;www.planner.com.br;inforegulatorio@planner.com.br
21.500.500/0001-62;2024-06-01;1;2024-09-27;SHOPPING INTERNACIONAL GUARULHOS FII - FII;2014-11-17;INVESTIDOR QUALIFICADO;BRIRBLCTF000;1788306;N;N;Renda;Shoppings;Ativa;Indeterminado;;30/06;N;N;S;N;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11)3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
21.500.514/0001-86;2024-06-01;1;2024-09-24;PARKING PARTNERS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2016-06-11;INVESTIDOR PROFISSIONAL;BRVTVICTF003;1780984;S;S;Renda;Outros;Ativa;Indeterminado;;30/06;N;S;N;N;S;TIVIO CAPITAL DTVM S.A.;21500514000186;Avenida Faria Lima;4300;7º andar;Vila Olímpia;São Paulo;SP;04538-132;(11) 5171-5359;;;www.tivio.com;ri.asset@bv.com.br
22.103.617/0001-75;2024-06-01;1;2024-09-30;TC ALMAVI FUNDO DE INVESTIMENTO IMOBILIARIO - FII;2015-09-23;INVESTIDOR PROFISSIONAL;BR028KCTF007;84969815.7571862;N;N;Híbrido;Outros;Ativa;Indeterminado;;30/06;N;N;S;N;N;VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;22610500000188;Rua Gilberto Sabino;215;4º andar;Pinheiros;São Paulo;SP;5425020;11 30307177;;;www.vortx.com.br;fundos@vortx.com.br
22.459.737/0001-00;2024-06-01;1;2024-09-27;MULTI SHOPPINGS FII FII;2016-03-24;INVESTIDORES EM GERAL;BRSHOPCTF004;1481266;N;N;Renda;Híbrido;Ativa;Indeterminado;;30/06;S;N;N;S;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11)3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
23.648.935/0001-84;2024-06-01;1;2024-09-27;FII MAUA CAPITAL RECEBIVEIS IMOBILIARIOS  FII;2019-08-21;INVESTIDORES EM GERAL;BRMCCICTF008;16960024;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;30/06;S;N;N;S;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11)3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
23.740.595/0001-17;2024-06-01;1;2024-09-24;FUNDO DE INVESTIMENTO IMOBILIÁRIO VOTORANTIM SHOPPING;2018-08-30;INVESTIDORES EM GERAL;BRVSHOCTF002;2098800;N;N;Renda;Shoppings;Ativa;Indeterminado;;30/06;S;N;N;S;N;TIVIO CAPITAL DTVM S.A.;23740595000117;Avenida Faria Lima;4300;7º andar;Vila Olímpia;São Paulo;SP;04538-132;(11) 5171-5359;;;www.tivio.com;ri.asset@bv.com.br
23.876.086/0001-16;2024-06-01;1;2024-09-02;JT PREV FUNDO DE INVESTIMENTO IMOBILIÁRIO D. HAB;2021-11-16;INVESTIDORES EM GERAL;BRJTPRCTF001;214674.89786655;N;S;Desenvolvimento para Venda;Residencial;Ativa;Determinado;2021-11-16;30/06;S;N;N;S;N;PLANNER CORRETORA DE VALORES S.A.;00806535000154;Avenida Brigadeiro Faria Lima;3900;10º andar;Itaim Bibi;São Paulo;SP;04538-132;(11) 2172-2667;0800 179 444;(11) 2172-2600;www.planner.com.br;inforegulatorio@planner.com.br
23.964.843/0001-03;2024-06-01;1;2024-09-27;BRIO REAL ESTATE II;2018-07-06;INVESTIDORES EM GERAL;BRBRIMCTF008;124137.31422842;N;N;Híbrido;Residencial;Ativa;Determinado;2025-07-23;Junho;S;N;N;S;N;BRL TRUST DTVM S.A.;13486793000142;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;www.brltrust.com.br;infolegal@apexgroup.com
24.960.430/0001-13;2024-06-01;1;2024-08-29;KINEA INDICES DE PREÇOS FII;2016-09-16;INVESTIDOR QUALIFICADO;BRKNIPCTF001;80078186;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;30/06;S;N;N;S;N;INTRAG DISTR DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;62418140000131;AV BRIGADEIRO FARIA LIMA;3400;10º andar;ITAIM BIBI;SÃO PAULO;SP;04538-132;55-(11)30726012;;;www.intrag.com.br;produtosestruturados@itau-unibanco.com.br
26.091.656/0001-50;2024-06-01;1;2024-09-20;OURINVEST JPP FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2016-11-30;INVESTIDORES EM GERAL;BROUJPCTF006;3252384;N;N;Títulos e Valores Mobiliários;Híbrido;Ativa;Indeterminado;;30/06;S;N;N;S;N;FINAXIS CORRETORA;03317692000194;Avenida Paulista;1842;Torre Norte 1º andar cj. 17;Cerqueira Cesar;São Paulo;SP;01310-923;(11) 3526 9001;;;https://corretora.finaxis.com.br/;atendimento@finaxis.com.br
26.269.251/0001-60;2024-06-01;1;2024-09-25;WHITE BEAR FUNDO DE INVESTIMENTO IMOBILIÁRIO;2018-10-21;INVESTIDOR QUALIFICADO;00000;31977.3176153;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Determinado;2023-10-21;30/06;S;N;N;S;N;SEFER INVESTIMENTOS DTVM LTDA;26269251000160;AV BRIGADEIRO FARIA LIMA;3900;6º ANDAR;ITAIM BIBI;SÃO PAULO;SP;01451-010;11 3113-0060;11 3113-0069;;www.seferinvestimentos.com.br;informeslegais@seferinvestimentos.com.br
26.314.437/0001-93;2024-06-01;1;2024-09-26;FII  FII RBR DESENVOLVIMENTO;2017-01-27;INVESTIDOR QUALIFICADO;BRRBRMCTF009;539;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;30/06;S;N;N;S;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11)3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
26.452.179/0001-01;2024-06-01;1;2024-10-07;VIRACONDO FUNDO DE INVESTIMENTO IMOBILIÁRIO;2023-12-18;INVESTIDOR QUALIFICADO;0;54686.34342044;N;N;Híbrido;Outros;Ativa;Indeterminado;;30/06;N;N;S;N;N;REAG DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A;34829992000186;AV. BRIGADEIRO FARIA LIMA;2277;17º;Vila Olímpia;São Paulo;SP;01452000;3504-6800;;;www.reag.com.br;ramon.dantas@reag.com.br
26.614.291/0001-00;2024-06-01;2;2024-10-01;GGR COVEPI RENDA FUNDO DE INVESTIMENTO IMOBILIÁRIO;2017-01-11;INVESTIDORES EM GERAL;BRGGRCCTF002;105802729;N;N;Híbrido;Logística;Ativa;Indeterminado;;30/06;S;N;N;S;N;BANVOX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;02671743000119;Avenida Brigadeiro Faria Lima;3477;Torre B, 8º andar;Itaim Bibi;São Paulo;SP;04538-133;(11) 2197-4645;;;www.banvox.com.br;informesregulatorios@banvox.com.br
26.846.134/0001-11;2024-06-01;1;2024-09-27;FUNDO DE INVESTIMENTO IMOBILIÁRIO BRASIL LAND;2018-08-07;INVESTIDOR PROFISSIONAL;BR01M9CTF002;75807.90839415;N;N;Desenvolvimento para Renda;Lajes Corporativas;Ativa;Indeterminado;;30/06;N;S;N;N;S;BANCO DAYCOVAL S/A;62232889000190;AV. PAULISTA;1793;2° andar;Bela Vista;São Paulo;SP;01311200;0300 111 0500;(11) 4090-2223;(11) 3138-4061;www.daycoval.com.br;middlesmc@bancodaycoval.com.br
26.846.280/0001-47;2024-06-01;1;2024-09-30;FUNDO DE INVESTIMENTO IMOBILIÁRIO FUTURO;2023-09-22;INVESTIDOR QUALIFICADO;BR00MQCTF001;22634.504187;N;N;Títulos e Valores Mobiliários;Híbrido;Ativa;Indeterminado;;30/06;N;N;S;N;N;VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;22610500000188;Rua Gilberto Sabino;215;4º andar;Pinheiros;São Paulo;SP;5425020;11 30307177;;;www.vortx.com.br;fundos@vortx.com.br
27.445.482/0001-40;2024-06-01;1;2024-09-26;HEDGE AAA FUNDO DE INVESTIMENTO IMOBILIÁRIO;2020-11-26;INVESTIDORES EM GERAL;BRHAAACTF003;3455000;N;N;Renda;Lajes Corporativas;Ativa;Indeterminado;;30/06;S;N;N;S;N;HEDGE INVESTMENTS DTVM LTDA;07253654000176;AVENIDA BRIGADEIRO FARIA LIMA;3600;11º ANDAR CJ 112;ITAIM BIBI;SÃO PAULO;SP;04538-132;(11) 5412-5400;;;www.hedgeinvest.com.br;dtvm@hedgeinvest.com.br
27.539.651/0001-00;2024-06-01;1;2024-10-07;TRADE INVEST CARE II FUNDO DE INVESTIMENTO IMOBILIÁRIO;2020-06-25;INVESTIDOR PROFISSIONAL;0;30677.4859573;S;N;Renda;Híbrido;Ativa;Indeterminado;;30/06;N;N;S;N;N;REAG DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A;34829992000186;Av Faria Lima;2277;17º andar;Jardim Paulistano;São Paulo;SP;01452000;11 3504-1300;;;www.reag.com.br;dtvm@reag.com.br
