CNPJ_Fundo;Data_Referencia;Versao;Ativo_Negociado;Natureza_Transacao;Data_Transacao;Valor_Envolvido;Data_Assembleia;Contraparte
04.722.883/0001-02;2020-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;ALIENAÇÃO;2020-01-28;226322.18;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2020-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;ALIENAÇÃO;2020-01-30;4402.1;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2020-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;ALIENAÇÃO;2020-01-31;4068.72;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2020-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;AQUISIÇÃO;2020-02-04;22900;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2020-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;AQUISIÇÃO;2020-02-05;103176;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2020-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;AQUISIÇÃO;2020-02-06;1246860;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2020-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;AQUISIÇÃO;2020-02-07;576913;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2020-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;ALIENAÇÃO;2020-02-07;53060.42;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2020-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;AQUISIÇÃO;2020-02-10;749333;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2020-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;AQUISIÇÃO;2020-02-11;406500;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2020-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;AQUISIÇÃO;2020-02-12;135900;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2020-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;ALIENAÇÃO;2020-02-14;10643.1;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2020-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;AQUISIÇÃO;2020-02-17;168.2;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2020-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;ALIENAÇÃO;2020-02-19;819798.73;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2020-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;ALIENAÇÃO;2020-02-20;2649981.5;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2020-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;ALIENAÇÃO;2020-02-21;276854.16;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2020-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;AQUISIÇÃO;2020-02-26;1369.2;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2020-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;ALIENAÇÃO;2020-02-27;48813.53;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2020-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;ALIENAÇÃO;2020-02-28;3320.47;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2020-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;ALIENAÇÃO;2020-03-03;189.25;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2020-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;AQUISIÇÃO;2020-03-04;22800;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2020-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;AQUISIÇÃO;2020-03-05;227800;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2020-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;AQUISIÇÃO;2020-03-06;55500;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2020-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;ALIENAÇÃO;2020-03-06;50498.74;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2020-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;AQUISIÇÃO;2020-03-09;1089051;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2020-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;AQUISIÇÃO;2020-03-10;470880.37;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2020-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;ALIENAÇÃO;2020-03-10;68803.82;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2020-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;AQUISIÇÃO;2020-03-12;196323;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2020-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;AQUISIÇÃO;2020-03-13;594233.3;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2020-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;ALIENAÇÃO;2020-03-18;439.21;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2020-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;ALIENAÇÃO;2020-03-19;67831.8;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2020-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;ALIENAÇÃO;2020-03-20;2000;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2020-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;ALIENAÇÃO;2020-03-20;2176047.08;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2020-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;AQUISIÇÃO;2020-03-23;138263;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2020-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;ALIENAÇÃO;2020-03-24;276011.37;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2020-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;ALIENAÇÃO;2020-03-25;10030.95;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2020-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;ALIENAÇÃO;2020-03-26;1476.3;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2020-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;ALIENAÇÃO;2020-03-27;115974.06;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2020-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;ALIENAÇÃO;2020-03-30;30890.14;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2020-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;AQUISIÇÃO;2020-03-31;910;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2020-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;ALIENAÇÃO;2020-03-31;1000;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2020-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;ALIENAÇÃO;2020-03-31;3016.2;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2020-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;AQUISIÇÃO;2020-04-03;69286;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2020-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;AQUISIÇÃO;2020-04-06;11325;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2020-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;AQUISIÇÃO;2020-04-07;187600;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2020-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;ALIENAÇÃO;2020-04-07;47759.72;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2020-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;AQUISIÇÃO;2020-04-08;1066586;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2020-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;AQUISIÇÃO;2020-04-09;872331.91;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2020-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;ALIENAÇÃO;2020-04-13;471645.27;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2020-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;ALIENAÇÃO;2020-04-14;225290.49;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2020-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;AQUISIÇÃO;2020-04-15;137200;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2020-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;AQUISIÇÃO;2020-04-16;811200;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2020-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;ALIENAÇÃO;2020-04-17;22610.6;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2020-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;AQUISIÇÃO;2020-04-20;190;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2020-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;ALIENAÇÃO;2020-04-20;100;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2020-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;ALIENAÇÃO;2020-04-20;785326.32;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2020-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;ALIENAÇÃO;2020-04-22;371640.7;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2020-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;AQUISIÇÃO;2020-04-23;168411.54;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2020-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;ALIENAÇÃO;2020-04-24;11437.79;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2020-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;AQUISIÇÃO;2020-04-28;1000;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2020-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;ALIENAÇÃO;2020-04-28;1175;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2020-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;ALIENAÇÃO;2020-04-29;30890.14;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2020-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;AQUISIÇÃO;2020-04-30;526411;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2020-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;ALIENAÇÃO;2020-04-30;24333.5;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2020-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;AQUISIÇÃO;2020-05-05;11934;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2020-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;AQUISIÇÃO;2020-05-06;97916;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2020-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;AQUISIÇÃO;2020-05-07;144264;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2020-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;AQUISIÇÃO;2020-05-08;133419.64;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2020-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;AQUISIÇÃO;2020-05-11;1078511;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2020-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;AQUISIÇÃO;2020-05-12;407954.53;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2020-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;AQUISIÇÃO;2020-05-13;20024;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2020-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;AQUISIÇÃO;2020-05-14;64387;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2020-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;AQUISIÇÃO;2020-05-14;1735.62;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2020-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;AQUISIÇÃO;2020-05-15;8336.91;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2020-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;ALIENAÇÃO;2020-05-15;220066.93;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2020-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;ALIENAÇÃO;2020-05-18;172730.32;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2020-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;ALIENAÇÃO;2020-05-19;257292.27;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2020-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;AQUISIÇÃO;2020-05-20;1000;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2020-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;ALIENAÇÃO;2020-05-20;1275;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2020-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;ALIENAÇÃO;2020-05-20;1975017;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2020-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;ALIENAÇÃO;2020-05-21;144.37;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2020-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;AQUISIÇÃO;2020-05-22;48234;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2020-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;AQUISIÇÃO;2020-05-22;1577;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2020-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;ALIENAÇÃO;2020-05-25;10347.79;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2020-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;ALIENAÇÃO;2020-05-26;154428.97;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2020-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;AQUISIÇÃO;2020-05-27;68085.58;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2020-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;ALIENAÇÃO;2020-05-27;1223.18;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2020-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;ALIENAÇÃO;2020-05-28;18272.01;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2020-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;AQUISIÇÃO;2020-05-29;69735.73;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2020-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;AQUISIÇÃO;2020-06-01;253126;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2020-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;AQUISIÇÃO;2020-06-04;1032410;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2020-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;AQUISIÇÃO;2020-06-05;10578;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2020-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;ALIENAÇÃO;2020-06-05;57906.7;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2020-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;AQUISIÇÃO;2020-06-08;1211790;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2020-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;AQUISIÇÃO;2020-06-08;129421.61;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2020-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;AQUISIÇÃO;2020-06-09;157260;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2020-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;AQUISIÇÃO;2020-06-09;107175.55;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2020-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;ALIENAÇÃO;2020-06-10;475698.17;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2020-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;AQUISIÇÃO;2020-06-12;1334674;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2020-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;ALIENAÇÃO;2020-06-15;5001.11;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2020-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;AQUISIÇÃO;2020-06-17;87303.03;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2020-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;ALIENAÇÃO;2020-06-18;190951.95;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2020-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;ALIENAÇÃO;2020-06-19;2299582.8;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2020-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;AQUISIÇÃO;2020-06-23;61124;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2020-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;AQUISIÇÃO;2020-06-24;487;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2020-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;ALIENAÇÃO;2020-06-25;10347.79;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2020-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;AQUISIÇÃO;2020-06-26;1000;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2020-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;ALIENAÇÃO;2020-06-26;1175;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
