CNPJ_Fundo;Data_Referencia;Versao;Nome_Prestador;CNPJ_Prestador;Endereco;Telefone
14.376.247/0001-11;2016-12-01;1;CONDOMINIO DO EDIFICIO RIO SUL CENTER;28.128.791/0001-59;Rua Lauro Müller, 116 - Botafogo, Rio de Janeiro - RJ, 22290-160;(21) 2295-7694
14.788.458/0001-61;2016-12-01;1;CVM;29.507.878/0002-80;Condomínio Edifício Delta Plaza - R. Cincinato Braga, 340 - Bela Vista, São Paulo - SP, 01333-010;(11) 2146-2000
14.788.458/0001-61;2016-12-01;1;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. DTVM;59.281.253/0001-23;Cidade do Rio de Janeiro, Estado do Rio de Janeiro, na Praia de Botafogo, nº 501 - 5º andar parte;(11) 3383-2000
14.788.458/0001-61;2016-12-01;1;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTE;61.562.112/0002-01;Francisco Matarazzo, 1400 - 15º - Água Branca, São Paulo - SP, 05001-903;(11) 3674-2500
14.788.458/0001-61;2016-12-01;1;CETIP;09.358.105/0001-91;Alameda Xingu, 350 - Alphaville Industrial, Barueri - SP, 06455-000;(11) 3105-2463
14.879.856/0001-93;2016-12-01;1;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. DTVM;59.281.253/0001-23;Praia de Botafogo, nº 501 - 5º andar parte - Cidade do Rio de Janeiro, Estado do Rio de Janeiro;(11) 3383-2000
14.879.856/0001-93;2016-12-01;1;Br Malls Administração e Comercialização Sul Ltda;12.531.515/0001-05;Av. Afrânio de Melo Franco 290 Sl 102 a 104 Leblon 22430060 Rio de Janeiro/RJ;(21) 3138-9901
15.461.076/0001-91;2016-12-01;1;BSH BRASIL SERVICE & HOLDING LTDA;59.944.710/0001-12;AV.BRIGADEIRO LIMA E SILVA,1768 1A SP;(11)3813-6188
15.461.076/0001-91;2016-12-01;1;COLLIES INTERNATIONAL DO BRASIL CONSULTORIA;02.636.857/0001-28;RUA DAS OLIMPÍADAS Nº 205 1º ANDAR;(11)3323-0001
15.799.397/0001-09;2016-12-01;1;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. DTVM;59.281.253/0001-23;Praia de Botafogo, nº 501 - 5º andar parte - Cidade do Rio de Janeiro, Estado do Rio de Janeiro;(11) 3383-2000
15.799.397/0001-09;2016-12-01;1;SECRETARIA DA RECEITA FEDERAL DO BRASIL;00.394.460/0058-87;Esp Dos Ministerios Bloco, 05, 7 Andar - Eixo Monumental, Brasilia-DF;(11) 3003 0146
17.098.794/0001-70;2016-12-01;1;Rio Bravo Investimentos LTDA.;3864607000108;Av. Chedid Jafet, nº 222, Bloco B, 3º andar - Vila Olímpia - São Paulo/SP - Cep nº 04551-065;(11) 3509 6600
17.161.979/0001-82;2016-12-31;1;Solarium Compra e Venda de Imoveis Ltda;15599914000198;Rua Josias Machado, 103 - Itauna - MG;37-3421.1263
17.161.979/0001-82;2016-12-31;1;JJ Chaves Contadores Sociedade Simples Ltda;94154119000162;Roa Dona Laura, 414 - Porto Alegre - RS;51-3388.3677
17.161.979/0001-82;2016-12-31;1;Itaú Corretora de Valores S/A;61194353000164;Av Brig Faria Lima 3400 10º and. São Paulo - SP;11-2740.2575
17.282.011/0001-04;2016-12-01;1;CIBRASEC - COMPANHIA BRASILEIRA DE SECURITIZAÇÃO;02.105.040/0001-23;Av. Paulista, 1439 - Jardim Paulista, São Paulo - SP, 01311-200;(11) 4949-3000
17.365.105/0001-47;2016-12-01;1;Prefeitura Municapal de São Paulo;49.269.236/0019-46;Viaduto do Chá, 15 - Centro, São Paulo - SP, 01020-900;(11) 3397-5700
17.365.105/0001-47;2016-12-01;1;CONDOMINIO TOWER BRIDGE CORPORATE;19.777.368/0001-99;Av. Jorn. Roberto Marinho, 85 - Cidade Monções, São Paulo - SP, 04575-000;
18.085.673/0001-57;2016-12-01;1;NCH BRASIL GESTORA DE RECURSOS LTDA;15.040.228/0001-82;Av. Afranio de Melo Franco, 290 Sala 204 Rio de Janeiro/RJ 22430060;(21) 2254-5454
18.085.673/0001-57;2016-12-01;1;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. DTVM;59.281.253/0001-23;Praia de Botafogo, nº 501 - 5º andar parte - Cidade do Rio de Janeiro, Estado do Rio de Janeiro;(11) 3383-2000
19.442.626/0001-86;2016-12-01;1;CBRE CONSULTORIA DO BRASIL LTDA;51.718.575/0001-85;Avenida das Nações Unidas, 14.171, Crystal Tower - 18º and - São Paulo/SP - CEP: 04794-000;(11) 3186 3900
20.680.775/0001-62;2016-12-01;1;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. DTVM;59.281.253/0001-23;Cidade do Rio de Janeiro, Estado do Rio de Janeiro, na Praia de Botafogo, nº 501 - 5º andar parte;(11) 3383-2000
20.680.775/0001-62;2016-12-01;1;Condomínio Ed. Praça Faria Lima;21.322.255/0001-40;Av. Brg. Faria Lima, 905 - Pinheiros, São Paulo - SP, 05426-100;
20.680.775/0001-62;2016-12-01;1;CONDOMINIO VERA CRUZ II;22.504.901/0001-53;Rua Caropá, 43 - Vila Madalena, São Paulo - SP;(11) 3021-8028
20.680.775/0001-62;2016-12-01;1;Prefeitura Municapal de São Paulo;49.269.236/0019-46;Viaduto do Chá, 15 - Centro, São Paulo - SP, 01020-900;(11) 3397-5700
22.340.978/0001-35;2016-12-01;1;Saito Serviços Ltda;45408531000156;Av. Álvaro Ramos, 1912/1924, Mooca, CEP 03330-000, São Paulo -SP;(11) 2605-2628
22.888.670/0001-29;2016-12-01;1;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. DTVM;59.281.253/0001-23;Praia de Botafogo, nº 501 - 5º andar parte - Cidade do Rio de Janeiro, Estado do Rio de Janeiro;(11) 3383-2000
26.195.121/0001-20;2016-12-31;1;Souza Cescon Barrieu FB. Soc Advogados;10687865000121;Rua Funchal, 418 - 11º na. S.Paulo - SP;11-3089.6500
26.195.121/0001-20;2016-12-31;1;JJ Chaves Contadores Sociedade Simples Ltda;94154119000162;Roa Dona Laura, 414 - Porto Alegre - RS;51-3388.3677
26.195.121/0001-20;2016-12-31;1;Itaú Corretora de Valores S/A;61194353000164;Av Brig Faria Lima 3400 10º and. São Paulo - SP;11-2740.2575
