CNPJ_Fundo;Data_Referencia;Versao;Nome_Prestador;CNPJ_Prestador;Endereco;Telefone
12.804.013/0001-00;2021-12-01;1;JJ CHAVES CONTADORES SOCIEDADE SIMPLES LTDA.;94154119000162;RUA DONA LAURA, 414 - PORTO ALEGRE/RS;(51) 3388-3677
12.804.013/0001-00;2021-12-01;1;JURERE SC 401 INCORPORAÇÃO IMOBILIÁRIA LTDA.;14630884000172;ROD. JOSE CARLOS MAUX, 5000;
12.969.125/0001-03;2021-12-01;1;Almeida, Rotenberg e Boscoli - Sociedade de Advogados;61.074.555/0001-72;Av. Pedroso de Moraes, 1.201;11 3356-1800
12.969.125/0001-03;2021-12-01;1;VNP Advogados;03.042.181/0001-07;Rua Prof. Atílio Innocenti, 474 - Vila Nova Conceição, São Paulo - SP;11 3043-8400
12.969.125/0001-03;2021-12-01;1;PriceWaterHouseCoopers Auditores Independentes;61.562.112/0001-20;Av. Eusébio Matoso, 891;11 3031-7657
12.969.125/0001-03;2021-12-01;1;JP Leal Advogados SS;03.042.181/0001-07;Rua Eng. Ildefonso Simões Lopes, 390, Porto Alegre/RS;(51) 3223-7650
12.969.125/0001-03;2021-12-01;1;Negrão Ferrari Sociedade de Advogados;10.336.302/0001-99;Rua Olimpíadas, 134, 9º andar, São Paulo/SP;(11) 3047-0777
12.969.125/0001-03;2021-12-01;1;Diaz Rosa Sociedade de Advogados;30.686.676/0001-41;Rua Coronel Adriano Machado, 104, São Paulo/SP;(11) 5641-1995
12.989.974/0001-29;2021-12-01;1;Vinci Real Estate Gestora de Recursos LTDA.;13.838.015/0001-75;Av. Bartolomeu Mitre 336, 701, Leblon, Rio de Janeiro - RJ CEP 22431-002;(21) 2159-6223
12.989.974/0001-29;2021-12-01;1;Líder Serviços Gerais Ltda;23.211.179/0001-21;Avenida Embaixador Abelardo Bueno, 01, BL 01, sala 311E - Jacarepaguá - CEP 22775-022 - Rio de Janeiro;(21)3298-9002
13.974.819/0001-00;2021-12-01;1;N/A;0;N/A;N/A
14.217.108/0001-45;2021-12-01;2;Perville Engenharia e Empreendimentos Ltda.;75.491.613/0003-05;Rua Dona Francisca, 8300 - Distrito Industrial - Joinville - SC;
15.461.076/0001-91;2021-12-01;1;BSH BRASIL SERVICE & HOLDING LTDA;59.944.710/0001-12;AV.BRIGADEIRO LIMA E SILVA,1768 1A SP;(11)3813-6188
15.461.076/0001-91;2021-12-01;1;COLLIES INTERNATIONAL DO BRASIL CONSULTORIA;02.636.857/0001-28;RUA DAS OLIMPÍADAS Nº 205 1º ANDAR;(11)3323-0001
17.007.443/0001-07;2021-06-01;1;ISHIKAWA ADVOGADOS;33.260.262/0001-44;Av. Analice Sakatauskas, 620 - Bela Vista, Osasco - SP, 06060-003;(11) 4625-3901
17.098.794/0001-70;2021-12-01;2;Rio Bravo Investimentos LTDA.;3864607000108;Av. Chedid Jafet, nº 222, Bloco B, 3º andar - Vila Olímpia - São Paulo/SP - Cep nº 04551-065;(11) 3509 6600
17.161.979/0001-82;2021-12-01;1;Godinho e Gontijo Advogados- ME;3514812000162;Rua Paraíba, 1352, Savassi- Belo Horizonte - MG;31-3281.9699
17.161.979/0001-82;2021-12-01;1;JJ Chaves Contadores Sociedade Simples Ltda;94154119000162;Roa Dona Laura, 414 - Porto Alegre - RS;51-3388.3677
17.161.979/0001-82;2021-12-01;1;Itaú Corretora de Valores S/A;61194353000164;Av Brig Faria Lima 3400 10º and. São Paulo - SP;11-2740.2575
20.680.775/0001-62;2021-12-01;1;CBRE CONSULTORIA DO BRASIL LTDA;51718575000185;AV DAS NACOES UNIDAS, 14171, Andar 18, Vila Gertrudes, São Paulo, SP - 04.794-000;(11) 5185-4688
22.211.522/0001-75;2021-12-01;1;Virtus BR Partnes Assessoria Corporativa Ltda;10793363000175;Rua Joaquim Floriano 1120 - Itaim Bibi - CEP: 04534-004;(11) 3576-1500
22.459.737/0001-00;2021-06-01;1;NANNINI E QUINTERO ADVOGADOS ASSOCIADOS;2378425000164;Rua Francisco Leitão, 469 Conjunto 911 e 912 - Pinheiros - São Paulo, SP;(11) 2821-1150
24.796.967/0001-90;2021-12-01;1;PASCHOAL & MOREIRA SOCIEDADE DE ADVOGADOS;33.752.573/0001-20;Avenida Professor Alfonso Bovero, nº 1201, sala 12-B, CEP 05019-011;(11) 2657-4184
24.796.967/0001-90;2021-12-01;1;Arbex, Linhares e Marin Sociedade de Advogados;26.257.504/0001-85;Rua Iguatemi, 192 - conjunto 24;(11) 3078-9448
24.796.967/0001-90;2021-12-01;1;JARDINS SOLUÇÕES EIRELI;29.202.442/0001-00;Rua Augusta, n. 2840, 17º Andar, bairro Cerqueira César;
26.091.636/0001-80;2021-06-01;1;CM CAPITAL MARKETS DTVM LTDA;2671743000119;Rua Gomes de Carvalho, nº 1195, 4º andar, São Paulo - SP;551138421122
26.195.121/0001-20;2021-12-01;1;Souza Cescon Barrieu FB. Soc Advogados;10687865000121;Rua Funchal, 418 - 11º na. S.Paulo - SP;11-3089.6500
26.195.121/0001-20;2021-12-01;1;JJ Chaves Contadores Sociedade Simples Ltda;94154119000162;Roa Dona Laura, 414 - Porto Alegre - RS;51-3388.3677
26.195.121/0001-20;2021-12-01;1;Itaú Corretora de Valores S/A;61194353000164;Av Brig Faria Lima 3400 10º and. São Paulo - SP;11-2740.2575
26.195.121/0001-20;2021-12-01;1;Advocacia Cunha Ferraz;87906000195;Av. Brig Faria Lima, 1461 - 6º andar São Paulo-SP;11-3104.7183
26.614.291/0001-00;2021-06-01;1;VÓRTX DTVM;22061500000188;Av. Brig. Faria Lima, 2277 - 2º andar;
26.614.291/0001-00;2021-06-01;1;CM Capital Markets DTVM Ltda;2671743000119;Rua Gomes de Carvalho, 1195 - 4º andar;(11) 3842-1122
26.990.011/0001-50;2021-12-01;2;JJ Chaves Contadores Sociedade Simples Ltda;94154119000162;Roa Dona Laura, 414 - Porto Alegre - RS;51-3388.3677
26.990.011/0001-50;2021-12-01;2;Itaú Corretora de Valores S/A;61194353000164;Av Brig Faria Lima 3400 10º and. São Paulo - SP;11-2740.2575
28.693.595/0001-27;2021-12-01;1;N/A;0;N/A;N/A
30.248.158/0001-46;2021-12-01;1;Binswanger  - Avaliador;03.234.049/0001-05;Rua Líbero Badaró 377, São Paulo, SP,;(11) 3101-2333
30.567.216/0001-02;2021-12-01;1;JJ Chaves Contadores Sociedade Simples Ltda;94154119000162;Roa Dona Laura, 414 - Porto Alegre - RS;51-3388.3677
30.982.923/0001-57;2021-12-01;1;N/A;N/A;N/A;N/A
31.887.401/0001-39;2021-12-01;2;Rio Bravo Investimentos LTDA.;3864607000108;Av. Chedid Jafet, nº 222, Bloco B, 3º andar - Vila Olímpia - São Paulo/SP - Cep nº 04551-065;(11) 3509 6600
32.667.306/0001-92;2021-06-01;1;WONGTSCHOWSKI  ZANOTTA ADVOGADOS;8226883000164;Rua Butanta, 153  - São Paulo - SP;(11) 3818-5555
32.892.018/0001-31;2021-06-01;1;Itaú Corretora de Valores S.A. (Escriturador);61194353000164;Avenida Brigadeiro Faria Lima, 3500, 3º Andar, São Paulo -SP;+ 55 (11)2740-2535
32.903.521/0001-45;2021-12-01;1;ITAU CORRETORA DE VALORES S/A ( Escriturador );61.194.353/0001-64;Rua Santa Virginia, 299,CEP: 03084-010 São Paulo - SP;(11) 2740-2906
32.903.702/0001-71;2021-12-01;1;ITAU CORRETORA DE VALORES S/A ( Escriturador );61.194.353/0001-64;Rua Santa Virginia, 299,CEP: 03084-010 São Paulo - SP;(11) 2740-2906
33.354.650/0001-94;2021-12-01;1;GOTBLI Advogados;30221528000151;Av Almirante Barroso 63, sala 1101, Centro, Rio de Janeiro CEP 20031003;(31) 9659-4926
35.360.651/0001-77;2021-12-01;1;OPPORTUNITY MÉTRICA LTDA;29839743000131;Avenida Presidente Wilson, nº 231, 28º andar, parte, Centro, Rio de Janeiro /RJ;(11) 3039-1200
35.765.826/0001-26;2021-12-01;1;CEPAR CONTROLE PRAGAS URBANA EIRELI;27.168.173/0001-70;Paracambi/RJ, Estrada do Saudoso, S/N, Bairro Saudoso, CEP 26.600-000;(71) 3321-1510
35.765.907/0001-26;2021-12-01;1;DP CONSULTORIA LTDA.;40.355.846/0001-69;Rua Sócrates, nº 409, apartamento 151, Vila Sofia, CEP: 04671-071São Paulo, Estado de São Paulo;+55 11 99975-9579
39.347.413/0001-82;2021-12-01;1;Banco Daycoval S.A;62232889000190;Avenida Paulista,1793;(11) 3138-8871
39.714.024/0001-48;2021-12-01;1;JJ CHAVES CONTADORES S/S;94154119000162;Roa Dona Laura, 414 - Porto Alegre - RS;51-3388.3677
40.225.262/0001-79;2021-12-01;1;JJ CHAVES CONTADORES S/S;94154119000162;Roa Dona Laura, 414 - Porto Alegre - RS;51-3388.3677
41.076.607/0001-32;2021-12-01;1;FUNCHAL INVESTIMENTOS LTDA;03858737000138;Av. Nove de Julho, 5593 13o andar, Conjuntos 132, Itaim Bibi, São Paulo/SP, CEP 01407-200;(11) 3061-2333
41.076.748/0001-55;2021-12-01;1;CATUAÍ GESTORA DE RECURSOS LTDA;29976481000157;Avenida Brigadeiro Faria Lima, 2277 - Cj. 2103, Jd. Paulistano, São Paulo/SP, CEP: 01452-000;(11) 2161-1800
41.114.606/0001-35;2021-12-01;2;Banco Daycoval;62232889000190;Av. Paulista, 1793 - 2º andar - Bela Vista - São Paulo - SP.;(11) 3138-0500
41.114.606/0001-35;2021-12-01;2;Freitas Leite Advogados;61.197.;Rua Elvira Ferraz,250;(11) 3728-8100
43.862.625/0001-75;2021-12-01;1;JJ CHAVES CONTADORES S/S;94154119000162;Roa Dona Laura, 414 - Porto Alegre - RS;51-3388.3677
