CNPJ_Fundo;Data_Referencia;Versao;Numero_Processo;Valores;Causa_Contingencia
14.879.856/0001-93;2019-12-01;1;0057942-88.2017.8.26.0100 (0160217-70.2007.8.26.0002);0.00;Valores devidos pelo Shopping, pagos. Houve excesso de execução, tendo sido devolvidos ao Shopping cerca de R$ 27.000,00 (vinte e sete mil reais). Demanda segue ativa (entre vencedores da demanda principal e terceiros que são são seus credores), todavia, sem impactos ao Shopping, s.m.j.
15.333.306/0001-37;2019-12-01;1;0197121-72.2016.8.19.0001;3900601.55;O ERJ insurge-se, apenas, contra a sua condenação no pagamento de juros, multa e correção monetária, motivo pelo qual o risco da demanda limita-se, salvo melhor juízo, na impossibilidade de cobrança das verbas acima referidas, não havendo, pois, valores a provisionar, salvo melhor juízo.
15.333.306/0001-37;2019-12-01;1;0066115-68.2018.8.19.0001;0;Eventual perda implicaria na condenação do FII no pagamento de custas processuais (já adiantadas) e honorários advocatícios no percentual de 10% a 20% sobre o valor da causa, acima mencionado, não havendo, pois, valores a provisionar, salvo melhor juízo.
15.333.306/0001-37;2019-12-01;1;1016422-34.2017.8.26.0100;4751757.6;Recuperação Judicial - Em princípio, sem contingência passiva, na medida em que Fundo busca habilitação de crédito em autos de recuperação judicial.Não há risco de perda, exceto eventuais honorários de sucumbência, caso o valor do crédito impugnado seja indeferido.
15.333.306/0001-37;2019-12-01;1;0012062-39.2018.8.26.0100;0;Não há risco de perda, exceto eventuais honorários de sucumbência, caso o valor do crédito impugnado seja indeferido.
18.330.535/0001-96;2019-12-01;1;1032897-65.2017.8.26.0100;9.886.932,87;Trata-se de embargos opostos à execução de título extrajudicial (conexo ao Processo 1004974-64.2017.8.26.0100), movida pelo RB Capital Petros FII para cobrar os valores devidos a título de Prêmio de Locação,  conforme previsto na Escritura de Compra e Venda de Imóvel de fração ideal de 52% do imóvel localizado na cidade de Rio Grande/RS.
18.330.535/0001-96;2019-12-01;1;1005551-97.2017.8.26.0405;1.626.958,90;Trata-se de pedido de revisão judicial do cláusula contratual (conexos aos Processos n.º 1032897-65.2017.8.26.0100 e 1004974-64.2017.8.26.0100) que estabelece a obrigação das autoras pagarem o "Prêmio de Locação" em favor do RB Capital Petros FII, conforme previsto na Escritura de Compra e Venda de Imóvel de fração ideal de 52% do imóvel localizado na cidade de Rio Grande/RS.
22.957.521/0001-74;2019-12-01;2;não se aplica;não se aplica;não se aplica
23.964.908/0001-10;2019-12-01;1;N/A;0;N/A
28.516.650/0001-03;2019-12-01;1;N/A;0;N/A
28.693.595/0001-27;2019-12-01;1;N/A;0;N/A
28.757.546/0001-00;2019-06-01;2;1110781-44.2015.8.26.0100;230273.76;DESPEJO POR FALTA DE PAGAMENTO.
28.757.546/0001-00;2019-06-01;2;1132577-57.2016.8.26.0100;39638.49;EXECUÇÃO DE VALORES DECORRENTES DO CONTRATO DE LOCAÇÃO.
28.757.546/0001-00;2019-06-01;2;1119609-58.2017.8.26.0100;223893.36;AÇÃO DE DESPEJO POR FALTA DE PAGAMENTO CUMULADA COM COBRANÇA.
28.757.546/0001-00;2019-06-01;2;1046969-23.2018.8.26.0100;238162.68;AÇÃO RENOVATÓRIA DE CONTRATO DE LOCAÇÃO.
28.757.546/0001-00;2019-06-01;2;1058626-59.2018.8.26.0100;323764.36;AÇÃO DE EXECUÇÃO DE VALORES DECORRENTES DO CONTRATO DE LOCAÇÃO - PERÍODO DE 05/02/2018 A 05/05/2018 E CONFISSÃO DE DÍVIDA VENCIDA EM 05/01/2018.
28.757.546/0001-00;2019-06-01;2;1063613-41.2018.8.26.0100;164776.68;AÇÃO DE DESPEJO POR FALTA DE PAGAMENTO NÃO CUMULADA COM COBRANÇA
28.757.546/0001-00;2019-06-01;2;1078121-89.2018.8.26.0100;177306.84;AÇÃO DE DESPEJO CUMULADA COM COBRANÇA DOS ALUGUEIS E DEMAIS ENCARGOS LOCATÍCIOS VENCIDOS DESDE DEZEMBRO DE 2017, TOTALIZANDO UM DÉBITO ATÉ MAIO DE 2018, DEVIDAMENTE CORRIGIDO.
28.757.546/0001-00;2019-06-01;2;1033134-02.2017.8.26.0100;32715.29;AÇÃO DE EXECUÇÃO DE TÍTULO EXTRAJUDICIAL PARA COBRANÇA DOS ALUGUEIS VENCIDOS EM JANEIRO, FEVEREIRO E MARÇO DE 2017, NO VALOR DE R$ 32.715,29
28.757.546/0001-00;2019-06-01;2;1024182-34.2017.8.26.0100;234971.76;AÇÃO PARA RESCISÃO DE CONTRATO DE LOCAÇÃO E INSTRUMENTOS DE CESSÃO DE DIREITO DE USO COM DEPÓSITO JUDICIAL DAS CHAVES CUMULADA COM INEXIGIBILIDADE  DE VALORES E PEDIDO DE LIMINAR
28.757.546/0001-00;2019-06-01;2;1000100-45.2017.5.02.0006;70000;O RECLAMANTE FOI ADMITIDO PELA 1ª RECLAMADA ( TECFAC MANUTENÇÕES TÉCNICAS DE FACHADAS E SUPERFÍCIES LTDA), PARA EXERCER A FUNÇÃO DE AJUDANTE OPERADOR DE BALANCINHO E DISPENSADO EM 03/01/2017, PERCEBENDO COMO ÚLTIMA REMUNERAÇÃO Á IMPORTÂNCIA DE R$ 1.361,80 MENSAL (R$6,19 POR HORA).
28.757.546/0001-00;2019-06-01;2;1000160-22.2018.5.02.0058;15275;O RECLAMANTE FOI ADMITIDO AOS PRÉSTIMOS DA PRIMEIRA RECLAMADA (MPM PARKING) EM 28/06/2016 PARA EXERCER A FUNÇÃO DE LÍDER PRESTANDO SERVIÇO EXCLUSIVAMENTE PARA A SEGUNDA RECLAMADA (CIDADE SÃO PAULO). FOI DISPENSADO EM 15/02/2018.
28.757.546/0001-00;2019-06-01;2;1001284-91.2017.5.02.0020;39000;O RECLAMANTE FORA ADMITIDO AOS PRÉSTIMOS DA 1ª RECLAMADA (SC2 ENGENHARIA E SERVIÇOS LTDA) EM 29/07/13 PARA EXERCER A FUNÇÃO DE AJUDANTE, EM FAVOR DA 2ª RECLAMADA (SHOPPING CIDADE SÃO PAULO). RECEBEU COMO ÚLTIMO SALÁRIO A QUANTIA FIXA DE R$ 1.509,18 (MIL QUINHENTOS E NOVE REAIS E DEZOITO CENTAVOS). FOI DEMITIDO SEM JUSTA CAUSA, EM 16/01/16.
28.757.546/0001-00;2019-06-01;2;1000790-80.2018.5.02.0025;21872.87;O RECLAMANTE ALEGA QUE FOI CONTRATADA PELA 1ª RECLAMADA EM 01/09/2017, TENDO PRESTADO SERVIÇOS PARA A 2ª E 3ª (DE 03/10/2017 AO FIM - EM 02/05/2018). PROSSEGUE INFORMANDO QUE, EMBORA TENHA SIDO CONTRATADO COMO ATENDENTE, SEMPRE ATIVOU-SE COMO SEGURANÇA, EXECUTANDO O TRABALHO EM EQUIPARAÇÃO AO SR. EDSON.
28.757.546/0001-00;2019-06-01;2;1000666-45.2018.5.02.0010;99424.79;ALEGA A RECLAMANTE QUE FOI ADMITIDA PELA PRIMEIRA RECLAMADA EM 01.11.2013, PARA EXERCER A FUNÇÃO DE AGENTE DE CONSERVAÇÃO E ASSEIO, PERCEBENDO COMO ÚLTIMO SALÁRIO A QUANTIA DE R$ 900,00, SENDO DEMITIDO EM 09/2017, COM JUSTA CAUSA.
28.757.546/0001-00;2019-06-01;2;1001468-40.2017.5.02.0087;25145.86;PEDIDOS: RESPONSABILIDADE SUBSIDIÁRIA RECONHECIMENTO DE VÍNCULO DE EMPREGO HORAS EXTRAS INTERVALO INTRAJORNADA FERIADOS LABORADOS EM DOBRO REFLEXOS ADICIONAL DE INSALUBRIDADE ACUMULO DE FUNÇÃO VERBAS RESCISÓRIAS E CONTRATUAIS MULTAS DOS ARTIGOS 467 E 477 DA CLT INDENIZAÇÃO POR DANOS MORAIS EXPEDIÇÃO DE OFÍCIOS HONORÁRIOS ADVOCATÍCIOS.
28.757.546/0001-00;2019-06-01;2;1001480-28.2016.5.02.0010;40000;TRATA-SE DE AÇÃO COLETIVA MOVIDA PELO SINDICATO DOS VIGILANTES COMO SUBSTITUTO PROCESSUAL DOS EMPREGADOS, OBJETIVANDO QUE A 1ª RECLAMADA CONCEDA 10 MINUTOS DE DESCANSO EM ASSENTO A CADA 01 HORA DE TRABALHO, CUJA PRESTAÇÃO DE SERVIÇOS É REALIZADA NA 2ª RECLAMADA.
28.757.546/0001-00;2019-06-01;2;0002279-72.2015.5.02.0059;40000;AÇÃO PROPOSTA EM FACE DE VERZANI & SANDRINI (1ª RECLAMADA) SHOPPING IBIRAPUERA (2ª RECLAMADA) SHOPPING LIGHT (3ª RECLAMADA) E SUBCOMDOMÍNIO SHOPPING CIDADE SÃO PAULO (4ª RECLAMADA). HÁ PEDIDO DE RESPONSABILIDADE SUBSIDIÁRIA EM RAZÃO DA PRESTAÇÃO DE SERVIÇOS TERCEIRIZADOS, QUE FOI RECONHECIDA NA SENTENÇA.
28.757.546/0001-00;2019-06-01;2;1002149-54.2016.5.02.0019;40000;1ª RECLAMADA: VERZANI E SANDRINI ADMINISTRAÇÃO DE MÃO DE OBRA 2ª RECLAMADA: SHOPPING CIDADE SÃO PAULO 3ª RECLAMADA: SHOPPING FREI CANECAO RECLAMANTE FOI ADMITIDO AOS PRÉSTIMOS DA PRIMEIRA RECLAMADA EM 09/04/2015 PARA EXERCER A FUNÇÃO DE ATENDENTE.
28.757.546/0001-00;2019-06-01;2;1000806-33.2018.5.02.0090;47481.15;A RECLAMANTE INGRESSOU COM A RECLAMAÇÃO TRABALHISTA, ALEGANDO QUE FOI   ADMITIDO   AOS   SERVIÇOS   DA   PRIMEIRA RECLAMADA  EM 13 DE FEVEREIRO DE 2007,   PARA  EXERCER  A  FUNÇÃO  DE  AUXILIAR DE LIMPEZA, TENDO SIDO PROMOVIDA A LÍDER, E APÓS, A ENCARREGADA, PERMANECENDO  A TRABALHAR  ATÉ  A PRESENTE DATA, PERCEBENDO  COMO  ÚLTIMA  REMUNERAÇÃO  O IMPORTE DE RR$ 1.690,28 (UM MIL, SEISCENTOS E NOVENTA REAIS E VINTE E OITO CENTAVOS).
28.757.546/0001-00;2019-06-01;2;1000860-44.2017.5.02.0054;38000;O RECLAMANTE ALEGA QUE FIRMOU CONTRATO TEMPORÁRIO COM A 2ª RECLAMADA, PARA TRABALHAR NA 1ª RECLAMADA (SHOPPING). 
28.757.546/0001-00;2019-06-01;2;1002232-52.2016.5.02.0025;100000;GODOY SERVIÇOS MÉDICOS EM GERAL S/S LTDA, (1ª RECLAMADA), GOHY SOLUÇÕES EM FACILITIES EIRLEI ¿ME¸ (2ª RECLAMADA), CONDOMÍNIO CIVIL VOLUNTÁRIO DO SANTANA PARQUE SHOPPING, (3ª RECLAMADA), MICONIA EMPREENDIMENTOS IMOBILIÁRIOS LTDA (SHOPPING CIDADE SÃO PAULO), (4ª RECLAMADA), COMPACTA CEBTRAL DE RESTAURAÇÃO E REVESTIMENTO LTDA, (5ª RECLAMADA).
28.757.546/0001-00;2019-06-01;2;1002145-17.2017.5.02.0040;500000;O RECLAMANTE ALEGA QUE FOI CONTRATADO PELA 1ª RECLAMADA EM 01.06.2011 PARA EXERCER A FUNÇÃO DE INSPETOR DE SEGURANÇA. FOI DISPENSADO EM 13.10.2016.
28.757.546/0001-00;2019-06-01;2;1000674-38.2018.5.02.0037;37225.7;O RECLAMANTE ALEGA TER SIDO ADMITIDO PELA 1ª RECLAMADA EM 25 DE JUNHO DE 2012, PARA EXERCER A FUNÇÃO DE ATENDENTE, TENDO PRESTADO SERVIÇOS NAS DEPENDÊNCIA DO SHOPPING CIDADE SÃO PAULO.
28.757.546/0001-00;2019-06-01;2;1001929-22.2017.5.02.0019;100000;A RECLAMANTE FOI ADMITIDA AOS SERVIÇOS DA RECLAMADA EM 02/02/2015 PARA EXERCER A FUNÇÃO DE GERENTE DE MARKETING. FOI DEMITIDA POR JUSTA CAUSA EM 17/04/2017.
28.757.546/0001-00;2019-07-01;1;1110781-44.2015.8.26.0100;230273.76;DESPEJO POR FALTA DE PAGAMENTO.
28.757.546/0001-00;2019-07-01;1;1132577-57.2016.8.26.0100;39638.49;EXECUÇÃO DE VALORES DECORRENTES DO CONTRATO DE LOCAÇÃO.
28.757.546/0001-00;2019-07-01;1;1119609-58.2017.8.26.0100;223893.36;AÇÃO DE DESPEJO POR FALTA DE PAGAMENTO CUMULADA COM COBRANÇA.
28.757.546/0001-00;2019-07-01;1;1046969-23.2018.8.26.0100;238162.68;AÇÃO RENOVATÓRIA DE CONTRATO DE LOCAÇÃO.
28.757.546/0001-00;2019-07-01;1;1058626-59.2018.8.26.0100;323764.36;AÇÃO DE EXECUÇÃO DE VALORES DECORRENTES DO CONTRATO DE LOCAÇÃO - PERÍODO DE 05/02/2018 A 05/05/2018 E CONFISSÃO DE DÍVIDA VENCIDA EM 05/01/2018.
28.757.546/0001-00;2019-07-01;1;1063613-41.2018.8.26.0100;164776.68;AÇÃO DE DESPEJO POR FALTA DE PAGAMENTO NÃO CUMULADA COM COBRANÇA
28.757.546/0001-00;2019-07-01;1;1078121-89.2018.8.26.0100;177306.84;AÇÃO DE DESPEJO CUMULADA COM COBRANÇA DOS ALUGUEIS E DEMAIS ENCARGOS LOCATÍCIOS VENCIDOS DESDE DEZEMBRO DE 2017, TOTALIZANDO UM DÉBITO ATÉ MAIO DE 2018, DEVIDAMENTE CORRIGIDO.
28.757.546/0001-00;2019-07-01;1;1033134-02.2017.8.26.0100;32715.29;AÇÃO DE EXECUÇÃO DE TÍTULO EXTRAJUDICIAL PARA COBRANÇA DOS ALUGUEIS VENCIDOS EM JANEIRO, FEVEREIRO E MARÇO DE 2017, NO VALOR DE R$ 32.715,29
28.757.546/0001-00;2019-07-01;1;1024182-34.2017.8.26.0100;234971.76;AÇÃO PARA RESCISÃO DE CONTRATO DE LOCAÇÃO E INSTRUMENTOS DE CESSÃO DE DIREITO DE USO COM DEPÓSITO JUDICIAL DAS CHAVES CUMULADA COM INEXIGIBILIDADE  DE VALORES E PEDIDO DE LIMINAR
28.757.546/0001-00;2019-07-01;1;1000100-45.2017.5.02.0006;70000;O RECLAMANTE FOI ADMITIDO PELA 1ª RECLAMADA ( TECFAC MANUTENÇÕES TÉCNICAS DE FACHADAS E SUPERFÍCIES LTDA), PARA EXERCER A FUNÇÃO DE AJUDANTE OPERADOR DE BALANCINHO E DISPENSADO EM 03/01/2017, PERCEBENDO COMO ÚLTIMA REMUNERAÇÃO Á IMPORTÂNCIA DE R$ 1.361,80 MENSAL (R$6,19 POR HORA).
28.757.546/0001-00;2019-07-01;1;1000160-22.2018.5.02.0058;15275;O RECLAMANTE FOI ADMITIDO AOS PRÉSTIMOS DA PRIMEIRA RECLAMADA (MPM PARKING) EM 28/06/2016 PARA EXERCER A FUNÇÃO DE LÍDER PRESTANDO SERVIÇO EXCLUSIVAMENTE PARA A SEGUNDA RECLAMADA (CIDADE SÃO PAULO). FOI DISPENSADO EM 15/02/2018.
28.757.546/0001-00;2019-07-01;1;1001284-91.2017.5.02.0020;39000;O RECLAMANTE FORA ADMITIDO AOS PRÉSTIMOS DA 1ª RECLAMADA (SC2 ENGENHARIA E SERVIÇOS LTDA) EM 29/07/13 PARA EXERCER A FUNÇÃO DE AJUDANTE, EM FAVOR DA 2ª RECLAMADA (SHOPPING CIDADE SÃO PAULO). RECEBEU COMO ÚLTIMO SALÁRIO A QUANTIA FIXA DE R$ 1.509,18 (MIL QUINHENTOS E NOVE REAIS E DEZOITO CENTAVOS). FOI DEMITIDO SEM JUSTA CAUSA, EM 16/01/16.
28.757.546/0001-00;2019-07-01;1;1000790-80.2018.5.02.0025;21872.87;O RECLAMANTE ALEGA QUE FOI CONTRATADA PELA 1ª RECLAMADA EM 01/09/2017, TENDO PRESTADO SERVIÇOS PARA A 2ª E 3ª (DE 03/10/2017 AO FIM - EM 02/05/2018). PROSSEGUE INFORMANDO QUE, EMBORA TENHA SIDO CONTRATADO COMO ATENDENTE, SEMPRE ATIVOU-SE COMO SEGURANÇA, EXECUTANDO O TRABALHO EM EQUIPARAÇÃO AO SR. EDSON.
28.757.546/0001-00;2019-07-01;1;1000666-45.2018.5.02.0010;99424.79;ALEGA A RECLAMANTE QUE FOI ADMITIDA PELA PRIMEIRA RECLAMADA EM 01.11.2013, PARA EXERCER A FUNÇÃO DE AGENTE DE CONSERVAÇÃO E ASSEIO, PERCEBENDO COMO ÚLTIMO SALÁRIO A QUANTIA DE R$ 900,00, SENDO DEMITIDO EM 09/2017, COM JUSTA CAUSA.
28.757.546/0001-00;2019-07-01;1;1001468-40.2017.5.02.0087;25145.86;PEDIDOS: RESPONSABILIDADE SUBSIDIÁRIA RECONHECIMENTO DE VÍNCULO DE EMPREGO HORAS EXTRAS INTERVALO INTRAJORNADA FERIADOS LABORADOS EM DOBRO REFLEXOS ADICIONAL DE INSALUBRIDADE ACUMULO DE FUNÇÃO VERBAS RESCISÓRIAS E CONTRATUAIS MULTAS DOS ARTIGOS 467 E 477 DA CLT INDENIZAÇÃO POR DANOS MORAIS EXPEDIÇÃO DE OFÍCIOS HONORÁRIOS ADVOCATÍCIOS.
28.757.546/0001-00;2019-07-01;1;1001480-28.2016.5.02.0010;40000;TRATA-SE DE AÇÃO COLETIVA MOVIDA PELO SINDICATO DOS VIGILANTES COMO SUBSTITUTO PROCESSUAL DOS EMPREGADOS, OBJETIVANDO QUE A 1ª RECLAMADA CONCEDA 10 MINUTOS DE DESCANSO EM ASSENTO A CADA 01 HORA DE TRABALHO, CUJA PRESTAÇÃO DE SERVIÇOS É REALIZADA NA 2ª RECLAMADA.
28.757.546/0001-00;2019-07-01;1;0002279-72.2015.5.02.0059;40000;AÇÃO PROPOSTA EM FACE DE VERZANI & SANDRINI (1ª RECLAMADA) SHOPPING IBIRAPUERA (2ª RECLAMADA) SHOPPING LIGHT (3ª RECLAMADA) E SUBCOMDOMÍNIO SHOPPING CIDADE SÃO PAULO (4ª RECLAMADA). HÁ PEDIDO DE RESPONSABILIDADE SUBSIDIÁRIA EM RAZÃO DA PRESTAÇÃO DE SERVIÇOS TERCEIRIZADOS, QUE FOI RECONHECIDA NA SENTENÇA.
28.757.546/0001-00;2019-07-01;1;1002149-54.2016.5.02.0019;40000;1ª RECLAMADA: VERZANI E SANDRINI ADMINISTRAÇÃO DE MÃO DE OBRA 2ª RECLAMADA: SHOPPING CIDADE SÃO PAULO 3ª RECLAMADA: SHOPPING FREI CANECAO RECLAMANTE FOI ADMITIDO AOS PRÉSTIMOS DA PRIMEIRA RECLAMADA EM 09/04/2015 PARA EXERCER A FUNÇÃO DE ATENDENTE.
28.757.546/0001-00;2019-07-01;1;1000806-33.2018.5.02.0090;47481.15;A RECLAMANTE INGRESSOU COM A RECLAMAÇÃO TRABALHISTA, ALEGANDO QUE FOI   ADMITIDO   AOS   SERVIÇOS   DA   PRIMEIRA RECLAMADA  EM 13 DE FEVEREIRO DE 2007,   PARA  EXERCER  A  FUNÇÃO  DE  AUXILIAR DE LIMPEZA, TENDO SIDO PROMOVIDA A LÍDER, E APÓS, A ENCARREGADA, PERMANECENDO  A TRABALHAR  ATÉ  A PRESENTE DATA, PERCEBENDO  COMO  ÚLTIMA  REMUNERAÇÃO  O IMPORTE DE RR$ 1.690,28 (UM MIL, SEISCENTOS E NOVENTA REAIS E VINTE E OITO CENTAVOS).
28.757.546/0001-00;2019-07-01;1;1000860-44.2017.5.02.0054;38000;O RECLAMANTE ALEGA QUE FIRMOU CONTRATO TEMPORÁRIO COM A 2ª RECLAMADA, PARA TRABALHAR NA 1ª RECLAMADA (SHOPPING). 
28.757.546/0001-00;2019-07-01;1;1002232-52.2016.5.02.0025;100000;GODOY SERVIÇOS MÉDICOS EM GERAL S/S LTDA, (1ª RECLAMADA), GOHY SOLUÇÕES EM FACILITIES EIRLEI ¿ME¸ (2ª RECLAMADA), CONDOMÍNIO CIVIL VOLUNTÁRIO DO SANTANA PARQUE SHOPPING, (3ª RECLAMADA), MICONIA EMPREENDIMENTOS IMOBILIÁRIOS LTDA (SHOPPING CIDADE SÃO PAULO), (4ª RECLAMADA), COMPACTA CEBTRAL DE RESTAURAÇÃO E REVESTIMENTO LTDA, (5ª RECLAMADA).
28.757.546/0001-00;2019-07-01;1;1002145-17.2017.5.02.0040;500000;O RECLAMANTE ALEGA QUE FOI CONTRATADO PELA 1ª RECLAMADA EM 01.06.2011 PARA EXERCER A FUNÇÃO DE INSPETOR DE SEGURANÇA. FOI DISPENSADO EM 13.10.2016.
28.757.546/0001-00;2019-07-01;1;1000674-38.2018.5.02.0037;37225.7;O RECLAMANTE ALEGA TER SIDO ADMITIDO PELA 1ª RECLAMADA EM 25 DE JUNHO DE 2012, PARA EXERCER A FUNÇÃO DE ATENDENTE, TENDO PRESTADO SERVIÇOS NAS DEPENDÊNCIA DO SHOPPING CIDADE SÃO PAULO.
28.757.546/0001-00;2019-07-01;1;1001929-22.2017.5.02.0019;100000;A RECLAMANTE FOI ADMITIDA AOS SERVIÇOS DA RECLAMADA EM 02/02/2015 PARA EXERCER A FUNÇÃO DE GERENTE DE MARKETING. FOI DEMITIDA POR JUSTA CAUSA EM 17/04/2017.
30.791.386/0001-68;2019-12-01;2;N/A;0;N/A
