CNPJ_Fundo;Data_Referencia;Versao;Nome_Prestador;CNPJ_Prestador;Endereco;Telefone
32.892.018/0001-31;2022-06-01;2;Itaú Corretora de Valores S.A. (Escriturador);61194353000164;Avenida Brigadeiro Faria Lima, 3500, 3º Andar, São Paulo -SP;+ 55 (11)2740-2535
32.903.521/0001-45;2022-12-01;1;ITAU CORRETORA DE VALORES S/A ( Escriturador );61.194.353/0001-64;Rua Santa Virginia, 299,CEP: 03084-010 São Paulo - SP;(11) 2740-2906
32.903.702/0001-71;2022-12-01;1;ITAU CORRETORA DE VALORES S/A ( Escriturador );61.194.353/0001-64;Rua Santa Virginia, 299,CEP: 03084-010 São Paulo - SP;(11) 2740-2906
33.046.142/0001-49;2022-06-01;1;SOULMALLS ADMINISTRACAO E COMERCIALIZACAO DE CENTR;34631451000149;Av. Ataulfo de Paiva, 226, Sala 101 - Leblon, Rio de Janeiro, RJ - 22.440-033;(21) 3150-2733
33.354.650/0001-94;2022-12-01;3;GOTLIB MASSARA ROCHA SOCIEDADE DE ADVOGADOS;30221528000151;Av Getulio Vargas, 258, sala 1302 - Funcionários, Belo Horizonte, MG, CEP 30112020;(31) 9659-4926
35.360.651/0001-77;2022-12-01;1;OPPORTUNITY MÉTRICA LTDA;29839743000131;Avenida Presidente Wilson, nº 231, 28º andar, parte, Centro, Rio de Janeiro /RJ;(11) 3039-1200
35.765.826/0001-26;2022-12-01;1;MAF DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;36.864.992/0001-42;PRAIA DE BOTAFOGO, 501/ 5º ANDAR PARTE, TORRE PÃO DE AÇUCAR, BOTAFOGO, RIO DE JANEIRO / RJ;(21) 4560-1000
35.765.907/0001-26;2022-12-01;1;MAF DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;36.864.992/0001-42;PRAIA DE BOTAFOGO, 501/ 5º ANDAR PARTE, TORRE PÃO DE AÇUCAR, BOTAFOGO, RIO DE JANEIRO / RJ;(21) 4560-1000
35.819.314/0001-03;2022-12-01;1;BANCO MODAL S.A.;30.723.886/0001-62;Praia de Botafogo, 501 - Torre, Rio de Janeiro - RJ, 22250-040;(21) 3223-7700
35.880.201/0001-05;2022-12-01;1;BANCO MODAL S.A.;30.723.886/0001-62;Praia de Botafogo, 501 - Torre, Rio de Janeiro - RJ, 22250-040;(21) 3223-7700
36.420.742/0001-13;2022-12-01;1;N/A;0;N/A;N/A
36.501.249/0001-28;2022-12-01;1;PRISMA REAL ESTATE GESTORA DE RECURSOS LTDA.;36358004000193;Av. Brg. Faria Lima, 2.601 - 11 andar - Jardim Paulistano;(11) 4858-3744
36.642.293/0001-58;2022-06-01;2;n/a;n/a;n/a;n/a
37.467.733/0001-40;2022-12-01;1;JJ CHAVES CONTADORES S/S;94154119000162;Roa Dona Laura, 414 - Porto Alegre - RS;51-3388.3677
37.532.662/0001-12;2022-12-01;1;JJ CHAVES CONTADORES S/S;94154119000162;Roa Dona Laura, 414 - Porto Alegre - RS;51-3388.3677
38.293.862/0001-22;2022-06-01;1;n/a;n/a;n/a;n/a
38.294.086/0001-85;2022-12-01;1;COND. ROCHAVERA CORPORATE TOWERS;11523063000149;Av. das Nações Unidas, 14171 - Vila Gertrudes, São Paulo - SP, 04794-000;(11) 35242500
38.498.758/0001-74;2022-12-01;1;R CAPITAL ASSET MANAGEMENT INVESTIMENTOS S.A.;33962328000149;R. Fidêncio Ramos, 195, 3º andar, conj 31, Edifício Atrium V, Vila Olímpia, CEP: 04551-010;(11) 5039-3397
39.347.413/0001-82;2022-12-01;1;Banco Daycoval S.A;62232889000190;Avenida Paulista,1793;(11) 3138-8871
39.714.024/0001-48;2022-12-01;1;JJ CHAVES CONTADORES S/S;94154119000162;Roa Dona Laura, 414 - Porto Alegre - RS;51-3388.3677
40.054.838/0001-82;2022-12-01;1;JARDINS SOLUÇÕES EIRELI;29.202.442/0001-00;Rua Augusta, n. 2840, 17º Andar, bairro Cerqueira César;
40.054.838/0001-82;2022-12-01;1;MAF DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;36.864.992/0001-42;PRAIA DE BOTAFOGO, 501/ 5º ANDAR PARTE, TORRE PÃO DE AÇUCAR, BOTAFOGO, RIO DE JANEIRO / RJ;(21) 4560-1000
40.054.913/0001-05;2022-12-01;1;MAF DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;36.864.992/0001-42;PRAIA DE BOTAFOGO, 501/ 5º ANDAR PARTE, TORRE PÃO DE AÇUCAR, BOTAFOGO, RIO DE JANEIRO / RJ;(21) 4560-1000
40.102.445/0001-05;2022-12-01;1;n/a;n/a;n/a;n/a
40.225.262/0001-79;2022-12-01;1;JJ CHAVES CONTADORES S/S;94154119000162;Roa Dona Laura, 414 - Porto Alegre - RS;51-3388.3677
40.346.049/0001-15;2022-12-01;1;Novaes & Roselli Sociedade de Advogados;05.048.507/0001-39;Av Brigadeiro Faria Lima, 2954 - 6º andar;11 3079 5111
40.346.049/0001-15;2022-12-01;1;Colliers Technical Services Ltda;43.262.770/0001-15;Av. das Nações Unidas, 14.171 - 8º Andar - Conj. 803;11 3323 0000
41.076.748/0001-55;2022-12-01;1;CATUAÍ GESTORA DE RECURSOS LTDA;29.976.481/0001-57;Avenida Brigadeiro Faria Lima, 2277 - Cj. 2103, Jd. Paulistano, São Paulo/SP, CEP: 01452-000;(11) 2161-1800
41.081.088/0001-09;2022-06-01;1;n/a;n/a;n/a;n/a
41.114.606/0001-35;2022-12-01;1;Banco Daycoval;62232889000190;Av. Paulista, 1793 - 2º andar - Bela Vista - São Paulo - SP.;(11) 3138-0500
41.114.606/0001-35;2022-12-01;1;Freitas Leite Advogados;61.197.;Rua Elvira Ferraz,250;(11) 3728-8100
41.114.606/0001-35;2022-12-01;1;Guide Investimentos S/A Corretora de Valores;65.913.4;Av. Brg. Faria Lima, 3064 - 12 andar;(11) 3003-4557
42.592.476/0001-09;2022-06-01;1;LESTE FINANCIAL SERVICES GESTÃO DE RECURSOS LTDA;17.036.001/0001-99;Rua Dias Ferreira, n° 190, 6° andar, Leblon, Rio de Janeiro/RJ;(21) 3544-4739
42.869.869/0001-17;2022-12-01;1;N/A;0;N/A;N/A
43.010.485/0001-07;2022-12-01;1;n/a;n/a;n/a;n/a
43.010.601/0001-98;2022-12-01;1;LEFOSSE ADVOGADOS;57756694000109;RUA PAES LEME,, 524, 6º ANDAR - , SAO PAULO - SP - 10000--000;()
43.011.068/0001-89;2022-12-01;1;NOVA MILANO INVESTIMENTOS LTDA.;12263316000155;AV PEDRO GRENDENE, 131, SL 4 - VOLTA GRANDE, FARROUPILHA - RS - 95180-052;(11) 30711012
43.164.799/0001-64;2022-12-01;1;MAF DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;36.864.992/0001-42;PRAIA DE BOTAFOGO, 501/ 5º ANDAR PARTE, TORRE PÃO DE AÇUCAR, BOTAFOGO, RIO DE JANEIRO / RJ;(21) 4560-1000
43.619.218/0001-31;2022-12-01;1;N/A;0;N/A;N/A
43.741.150/0001-69;2022-12-01;1;FINVEST DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;36.266.751/0001-00;R DR EDUARDO DE SOUZA ARANHA 99, ANDAR 10 CONJ 101, VILA NOVA CONCEICAO, SAO PAULO - SPCEP: 04543-120;(11) 3330-6300
43.862.625/0001-75;2022-12-01;1;JJ CHAVES CONTADORES S/S;94154119000162;Roa Dona Laura, 414 - Porto Alegre - RS;51-3388.3677
44.395.062/0001-15;2022-12-01;1;MAF DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;36.864.992/0001-42;PRAIA DE BOTAFOGO, 501/ 5º ANDAR PARTE, TORRE PÃO DE AÇUCAR, BOTAFOGO, RIO DE JANEIRO / RJ;(21) 4560-1000
44.428.541/0001-90;2022-12-01;1;MAF DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;36.864.992/0001-42;PRAIA DE BOTAFOGO, 501/ 5º ANDAR PARTE, TORRE PÃO DE AÇUCAR, BOTAFOGO, RIO DE JANEIRO / RJ;(21) 4560-1000
44.625.657/0001-10;2022-12-01;1;TRINUS CAPITAL DTVM S.A.;02.276.653/0001-23;R 72, nº 325, QUADRAC14 LOTE 10-13 EDIF TREND OFFICE HOME ANDAR 12, JD GOIAS, GOIANIA - GOCEP: 74805-480;(62) 3773-1500
47.136.369/0001-90;2022-12-01;1;VITRA CONSULTORIA CONTABIL LTDA;47293710000110;AL. RIO NEGRO 503, SALA 320- ALPHAVILLE - SÃO PAULO/SP;(11) 2664-6400
