CNPJ_Fundo;Data_Referencia;Versao;Nome_Ativo;Objetivos;Montante_Investido;Origem_Recursos
24.960.430/0001-13;2024-06-01;1;CRI - OPEA SECURITIZADORA S/A - Série nº 3 da 263ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;Emissão de Cotas;100000000
24.960.430/0001-13;2024-06-01;1;CRI - OPEA SECURITIZADORA S/A - Série nº 1 da 181ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;Emissão de Cotas;90000000
24.960.430/0001-13;2024-06-01;1;CRI - OPEA SECURITIZADORA S/A - Série nº 472 da 1ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;Emissão de Cotas;55601355.7132
24.960.430/0001-13;2024-06-01;1;CRI - HABITASEC SECURITIZADORA S/A - Série nº 132 da 1ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;Emissão de Cotas;54279881.1228
24.960.430/0001-13;2024-06-01;1;CRI - VIRGO COMPANHIA DE SECURITIZACAO - Série nº 280 da 4ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;Emissão de Cotas;53588285
24.960.430/0001-13;2024-06-01;1;CRI - OPEA SECURITIZADORA S/A - Série nº 2 da 146ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;Emissão de Cotas;43330000
24.960.430/0001-13;2024-06-01;1;CRI - TRUE  SECURITIZADORA S/A - Série nº 238 da 1ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;Emissão de Cotas;35709007.4
24.960.430/0001-13;2024-06-01;1;CRI - BARI SECURITIZADORA S.A. - Série nº 82 da 1ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;Emissão de Cotas;30379520
24.960.430/0001-13;2024-06-01;1;CRI - TRUE  SECURITIZADORA S/A - Série nº 340 da 1ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;Emissão de Cotas;26764675.8405
24.960.430/0001-13;2024-06-01;1;CRI - OPEA SECURITIZADORA S/A - Série nº 1 da 158ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;Emissão de Cotas;25562636.58
24.960.430/0001-13;2024-06-01;1;CRI - OPEA SECURITIZADORA S/A - Série nº 466 da 1ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;Emissão de Cotas;24309554.4836
24.960.430/0001-13;2024-06-01;1;CRI - VERT COMPANHIA  SECURITIZADORA - Série nº 7 da 55ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;Emissão de Cotas;23103600
24.960.430/0001-13;2024-06-01;1;CRI - VIRGO COMPANHIA DE SECURITIZACAO - Série nº 99 da 4ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;Emissão de Cotas;20116345.642
24.960.430/0001-13;2024-06-01;1;CRI - VERT COMPANHIA  SECURITIZADORA - Série nº 7 da 62ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;Emissão de Cotas;19721200
24.960.430/0001-13;2024-06-01;1;CRI - TRUE  SECURITIZADORA S/A - Série nº 240 da 1ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;Emissão de Cotas;14919870
24.960.430/0001-13;2024-06-01;1;CRI - VERT COMPANHIA  SECURITIZADORA - Série nº 1 da 29ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;Emissão de Cotas;7530285.75
24.960.430/0001-13;2024-06-01;1;CRI - BARI SECURITIZADORA S.A. - Série nº 83 da 1ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;Emissão de Cotas;5346878.6
24.960.430/0001-13;2024-06-01;1;CRI - VERT COMPANHIA  SECURITIZADORA - Série nº 1 da 53ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;Emissão de Cotas;3674385.984
24.960.430/0001-13;2024-06-01;1;CRI - VERT COMPANHIA  SECURITIZADORA - Série nº 5 da 55ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;Emissão de Cotas;3656000
24.960.430/0001-13;2024-06-01;1;CRI - VERT COMPANHIA  SECURITIZADORA - Série nº 1 da 62ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;Emissão de Cotas;3308339.55
24.960.430/0001-13;2024-06-01;1;CRI - TRUE  SECURITIZADORA S/A - Série nº 214 da 1ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;Emissão de Cotas;3107401
24.960.430/0001-13;2024-06-01;1;CRI - VERT COMPANHIA  SECURITIZADORA - Série nº 4 da 62ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;Emissão de Cotas;2903670
24.960.430/0001-13;2024-06-01;1;CRI - VERT COMPANHIA  SECURITIZADORA - Série nº 5 da 62ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;Emissão de Cotas;2475640
24.960.430/0001-13;2024-06-01;1;CRI - VERT COMPANHIA  SECURITIZADORA - Série nº 3 da 62ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;Emissão de Cotas;2246720
24.960.430/0001-13;2024-06-01;1;CRI - VERT COMPANHIA  SECURITIZADORA - Série nº 2 da 62ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;Emissão de Cotas;2168280
24.960.430/0001-13;2024-06-01;1;CRI - OPEA SECURITIZADORA S/A - Série nº 245 da 1ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;Emissão de Cotas;2034876.5
24.960.430/0001-13;2024-06-01;1;CRI - VERT COMPANHIA  SECURITIZADORA - Série nº 1 da 59ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;Emissão de Cotas;1967391.72
24.960.430/0001-13;2024-06-01;1;CRI - VERT COMPANHIA  SECURITIZADORA - Série nº 4 da 55ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;Emissão de Cotas;1493254.5
24.960.430/0001-13;2024-06-01;1;CRI - BARI SECURITIZADORA S.A. - Série nº 79 da 1ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;Emissão de Cotas;1123097.7
26.091.656/0001-50;2024-06-01;1;Certificados de Recebiveis Imobiliarios;Ativo Alvo do Fundo - busca de rentabilidade;72879821.24;Patrimonio Liquido do Fundo
26.091.656/0001-50;2024-06-01;1;Títulos Públicos;Ativo de Liquidez;6920472779.29;Patrimonio Liquido do Fundo
26.614.291/0001-00;2024-06-01;2;Rizobacter do Brasil Ltda Londrina - PR;Aluguel;62048000;Fluxo de Caixa
26.846.134/0001-11;2024-06-01;1;Participação em SPE - AFPM400;Rentabilizar carteira;2001000;Captação por oferta
26.846.134/0001-11;2024-06-01;1;Participação em SPE - LGO EDIFICA;Rentabilizar carteira;12500000;Captação por oferta
26.846.280/0001-47;2024-06-01;1;FUTURO I;Aplicação em ativos-alvo do Fundo;11997000;Caixa
26.846.280/0001-47;2024-06-01;1;PREA FUTURO III EMPREENDIMENTOS IMOBILIÁRIOS;Aplicação em ativos-alvo do Fundo;507351;Caixa
28.267.696/0001-36;2024-06-01;1;CRI 23D1515671;Lucro na Venda;24301985.15;Capital
28.267.696/0001-36;2024-06-01;1;Total Ville Planaltina;Renda;31000000.00;Capital
28.516.325/0001-40;2024-06-01;1;FII CSHG LOG;Aplicação em ativos-alvo do Fundo;2849357;Caixa
28.737.771/0001-85;2024-06-01;1;GGR COVEPI RENDA FUNDO DE INVESTIMENTO IMOBILIARIO - RESPONSABILIDADE LIMITADA;Lucro na Venda;9999990.00;Capital
28.737.771/0001-85;2024-06-01;1;FII FATOR RENDA;Lucro na Venda;15000000.00;Capital
28.737.771/0001-85;2024-06-01;1;FATOR VERITA MULTIESTRATEGIA FUNDO DE INVESTIMENTO IMOBILIARIO;Lucro na Venda;35000000.00;Capital
28.737.771/0001-85;2024-06-01;1;CRI 20C1008009;Lucro na Venda;3008100.78;Capital
28.737.771/0001-85;2024-06-01;1;CRI 21C0711012;Lucro na Venda;1874734.25;Capital
28.737.771/0001-85;2024-06-01;1;CRI 22F0783752;Lucro na Venda;2703363.49;Capital
28.737.771/0001-85;2024-06-01;1;Emprendimento Pueri Domus;Renda;95000000.00;Capital
28.757.546/0001-00;2024-06-01;3;FII CAPITÂNIA SHOPP;Lucro na Venda;54105000.00;Capital
28.757.546/0001-00;2024-06-01;3;AJ Malls Fundo de Investimento Imobiliario;Lucro na Venda;12700000.00;Capital
28.757.546/0001-00;2024-06-01;3;FOF JHSF CAPITAL INSTITUCIONAL FII;Lucro na Venda;39043500.00;Capital
28.757.546/0001-00;2024-06-01;3;GRAND PLAZA II FII;Lucro na Venda;752515000.02;Capital
28.757.546/0001-00;2024-06-01;3;Shopping da Bahia;Renda e Lucro na Venda;115159351.66;Capital
28.757.546/0001-00;2024-06-01;3;Plaza Sul Shopping;Renda e Lucro na Venda;90000000.00;Capital
28.757.546/0001-00;2024-06-01;3;Shopping Praia de Bela;Renda e Lucro na Venda;60350548.57;Capital
28.757.546/0001-00;2024-06-01;3;Shopping Estação Curitiba;Renda e Lucro na Venda;156256344.53;Capital
28.757.546/0001-00;2024-06-01;3;Uberlândia Shopping;Renda e Lucro na Venda;152128844.11;Capital
28.757.546/0001-00;2024-06-01;3;Shopping Cidade São Paulo;Renda e Lucro na Venda;375448000.00;Capital
28.757.546/0001-00;2024-06-01;3;Tietê Plaza Shopping;Renda e Lucro na Venda;643685297.13;Capital
28.757.546/0001-00;2024-06-01;3;Shopping Metropolitano Barra;Renda e Lucro na Venda;300662000.00;Capital
28.757.546/0001-00;2024-06-01;3;Shopping Cerrado;Renda e Lucro na Venda;30000000.00;Capital
28.757.546/0001-00;2024-06-01;3;Shopping D;Renda e Lucro na Venda;16000000.00;Capital
28.830.325/0001-10;2024-06-01;1;VBI REITS MULT FII;Lucro na Venda;266052781.93;Capital
28.830.325/0001-10;2024-06-01;1;CRI 19L0909950;Lucro na Venda;10221227.49;Capital
28.830.325/0001-10;2024-06-01;1;CRI 19L0917227;Lucro na Venda;10800613.01;Capital
28.830.325/0001-10;2024-06-01;1;CRI 21F0927708;Lucro na Venda;25021180.99;Capital
28.830.325/0001-10;2024-06-01;1;CRI 22A0699149;Lucro na Venda;19000426.92;Capital
28.830.325/0001-10;2024-06-01;1;CRI 22C0509641;Lucro na Venda;622620.62;Capital
28.830.325/0001-10;2024-06-01;1;CRI 22E1313951;Lucro na Venda;4478896.95;Capital
28.830.325/0001-10;2024-06-01;1;CRI 22E1314511;Lucro na Venda;7633600.65;Capital
28.830.325/0001-10;2024-06-01;1;CRI 22G0859034;Lucro na Venda;8565548.38;Capital
28.830.325/0001-10;2024-06-01;1;CRI 22H1575011;Lucro na Venda;12650000.00;Capital
28.830.325/0001-10;2024-06-01;1;CRI 22I0020348;Lucro na Venda;1864721.24;Capital
28.830.325/0001-10;2024-06-01;1;CRI 22K1397969;Lucro na Venda;20141416.27;Capital
28.830.325/0001-10;2024-06-01;1;CRI 23C2831403;Lucro na Venda;18222992.64;Capital
28.830.325/0001-10;2024-06-01;1;CRI 23E2185848;Lucro na Venda;2543150.40;Capital
28.830.325/0001-10;2024-06-01;1;CRI 23F0012002;Lucro na Venda;10268587.29;Capital
28.830.325/0001-10;2024-06-01;1;CRI 23F0046476;Lucro na Venda;33945154.84;Capital
28.830.325/0001-10;2024-06-01;1;CRI 23F1241818;Lucro na Venda;8500044.30;Capital
28.830.325/0001-10;2024-06-01;1;CRI 23F2354249;Lucro na Venda;17500000.00;Capital
28.830.325/0001-10;2024-06-01;1;CRI 23F2356215;Lucro na Venda;16500000.00;Capital
28.830.325/0001-10;2024-06-01;1;CRI 23F2356518;Lucro na Venda;6500000.00;Capital
28.830.325/0001-10;2024-06-01;1;CRI 23F2356527;Lucro na Venda;7500000.00;Capital
28.830.325/0001-10;2024-06-01;1;CRI 23G1452079;Lucro na Venda;9854943.04;Capital
28.830.325/0001-10;2024-06-01;1;CRI 23H0025201;Lucro na Venda;15000000.00;Capital
28.830.325/0001-10;2024-06-01;1;CRI 23H0025401;Lucro na Venda;2228334.00;Capital
28.830.325/0001-10;2024-06-01;1;CRI 23H1378919;Lucro na Venda;8500000.00;Capital
28.830.325/0001-10;2024-06-01;1;CRI 23I1275811;Lucro na Venda;20046749.26;Capital
28.830.325/0001-10;2024-06-01;1;CRI 23I1696564;Lucro na Venda;12998322.26;Capital
28.830.325/0001-10;2024-06-01;1;CRI 23J1255114;Lucro na Venda;50727293.33;Capital
28.830.325/0001-10;2024-06-01;1;CRI 23L0034761;Lucro na Venda;9322367.34;Capital
28.830.325/0001-10;2024-06-01;1;CRI 23L2243696;Lucro na Venda;24000000.00;Capital
28.830.325/0001-10;2024-06-01;1;CRI 24A1588305;Lucro na Venda;23000000.00;Capital
28.830.325/0001-10;2024-06-01;1;CRI 24B1404723;Lucro na Venda;35193147.64;Capital
28.830.325/0001-10;2024-06-01;1;CRI 24B1618082;Lucro na Venda;4550000.00;Capital
28.830.325/0001-10;2024-06-01;1;CRI 24C0006003;Lucro na Venda;14000000.00;Capital
28.830.325/0001-10;2024-06-01;1;CRI 24C1693601;Lucro na Venda;9501481.50;Capital
28.830.325/0001-10;2024-06-01;1;CRI 24D3313888;Lucro na Venda;9500000.00;Capital
28.830.325/0001-10;2024-06-01;1;CRI 24E1318751;Lucro na Venda;19060800.00;Capital
28.830.325/0001-10;2024-06-01;1;CRI 24E2267941;Lucro na Venda;2500000.00;Capital
28.830.325/0001-10;2024-06-01;1;CRI 24E2453531;Lucro na Venda;27000000.00;Capital
28.830.325/0001-10;2024-06-01;1;CRI 24F1278543;Lucro na Venda;14671447.95;Capital
29.467.977/0001-03;2024-06-01;1;RBR PREMIUM RECEBIVEIS IMOBILIARIOS FUNDO DE INVESTIMENTO IMOBILIARIO;Lucro na Venda;23725127.33;Capital
29.467.977/0001-03;2024-06-01;1;CRI 21H0012919;Lucro na Venda;8644745.38;Capital
29.467.977/0001-03;2024-06-01;1;CRI 21H1011071;Lucro na Venda;264739.12;Capital
29.467.977/0001-03;2024-06-01;1;CRI 21H1029266;Lucro na Venda;288955.49;Capital
29.467.977/0001-03;2024-06-01;1;CRI 21L0354209;Lucro na Venda;4488729.47;Capital
29.467.977/0001-03;2024-06-01;1;CRI 21L0355069;Lucro na Venda;10786418.35;Capital
29.467.977/0001-03;2024-06-01;1;CRI 21L0355178;Lucro na Venda;9726848.77;Capital
29.467.977/0001-03;2024-06-01;1;CRI 21L0640489;Lucro na Venda;55151511.73;Capital
29.467.977/0001-03;2024-06-01;1;CRI 22A0699149;Lucro na Venda;46921084.19;Capital
29.467.977/0001-03;2024-06-01;1;CRI 22I0089753;Lucro na Venda;5199392.41;Capital
29.467.977/0001-03;2024-06-01;1;CRI 22I0089805;Lucro na Venda;4151493.28;Capital
29.467.977/0001-03;2024-06-01;1;CRI 22I0089914;Lucro na Venda;4174371.32;Capital
