CNPJ_Fundo;Data_Referencia;Versao;Numero_Cotistas_Faixa_Ate_5;Numero_Cotas_Detidas_Faixa_Ate_5;Percentual_Cotas_Detidas_Faixa_Ate_5;Percentual_Detido_PF_Faixa_Ate_5;Percentual_Detido_PJ_Faixa_Ate_5;Numero_Cotistas_Faixa_5a10;Numero_Cotas_Detidas_Faixa_5a10;Percentual_Cotas_Detidas_Faixa_5a10;Percentual_Detido_PF_Faixa_5a10;Percentual_Detido_PJ_Faixa_5a10;Numero_Cotistas_Faixa_10a15;Numero_Cotas_Detidas_Faixa_10a15;Percentual_Cotas_Detidas_Faixa_10a15;Percentual_Detido_PF_Faixa_10a15;Percentual_Detido_PJ_Faixa_10a15;Numero_Cotistas_Faixa_15a20;Numero_Cotas_Detidas_Faixa_15a20;Percentual_Cotas_Detidas_Faixa_15a20;Percentual_Detido_PF_Faixa_15a20;Percentual_Detido_PJ_Faixa_15a20;Numero_Cotistas_Faixa_20a30;Numero_Cotas_Detidas_Faixa_20a30;Percentual_Cotas_Detidas_Faixa_20a30;Percentual_Detido_PF_Faixa_20a30;Percentual_Detido_PJ_Faixa_20a30;Numero_Cotistas_Faixa_30a40;Numero_Cotas_Detidas_Faixa_30a40;Percentual_Cotas_Detidas_Faixa_30a40;Percentual_Detido_PF_Faixa_30a40;Percentual_Detido_PJ_Faixa_30a40;Numero_Cotistas_Faixa_40a50;Numero_Cotas_Detidas_Faixa_40a50;Percentual_Cotas_Detidas_Faixa_40a50;Percentual_Detido_PF_Faixa_40a50;Percentual_Detido_PJ_Faixa_40a50;Numero_Cotistas_Faixa_Acima_50;Numero_Cotas_Detidas_Faixa_Acima_50;Percentual_Cotas_Detidas_Faixa_Acima_50;Percentual_Detido_PF_Faixa_Acima_50;Percentual_Detido_PJ_Faixa_Acima_50
01.657.856/0001-05;2021-12-01;1;4495;2494684;0.594;0.5702;0.0238;3;1705316;0.406;0.2514;0.1546;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.964.775/0001-40;2021-12-01;1;;;;;;1;744200;0.0591;0;0.0591;;;;;;5;11838800;0.9408;0;0.9408;;;;;;;;;;;;;;;;;;;;
02.027.437/0001-44;2021-12-01;1;7;5115;0.036536;1;0;2;27545;0.19675;1;0;2;37340;0.266714;0.4376;0.5624;;;;;;;;;;;;;;;;1;70000;0.5;0;1;;;;;
02.508.235/0001-14;2021-12-01;1;2;890;0.052;1;0;2;4240;0.248;1;0;1;11970;0.7;1;0;;;;;;;;;;;;;;;;;;;;;;;;;
03.251.720/0001-18;2021-12-01;2;941;171647;0.2289;0.2046;0.0243;4;232794;0.3104;0.1578;0.1526;2;195559;0.2607;;0.2607;1;150000;0.2;;0.2;;;;;;;;;;;;;;;;;;;;
03.507.519/0001-59;2021-12-01;1;2922;608950;1;0.946469;0.053531;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03.683.056/0001-86;2021-12-01;1;29826;3346691;0.9068;0.5838;0.323;1;344004;0.0932;0;0.0932;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03.855.441/0001-63;2021-12-01;1;1;1219857;0.00845885450868296;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;142990804;0.991541145491317;0;1
04.066.582/0001-60;2021-12-01;1;3205;200000;1;0.9651;0.0349;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04.141.645/0001-03;2021-12-01;1;20520;1139187;0.8251;0.8106;0.0145;1;87814;0.0636;0.0636;;1;153669;0.1113;;0.1113;;;;;;;;;;;;;;;;;;;;;;;;;
04.644.612/0001-78;2021-12-01;1;1;1306216.4796358;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04.722.883/0001-02;2021-12-01;1;815;645615;0.164046456389202;0.113376183630191;0.0506702727590113;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3289947;0.835953543610798;0;0.835953543610798
04.782.236/0001-88;2021-12-01;2;;;;;;;;;;;;;;;;1;650379;0.187133;;0.1871;;;;;;;;;;;;;;;;1;2825105;0.812867;;0.8129
05.437.916/0001-27;2021-12-01;2;2566;253435;0.6601;0.6549;0.0052;4;130501;0.3399;0.283;0.0569;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05.562.312/0001-02;2021-12-01;1;132528;73581;0.702108778625954;0.653778625954198;0.0483301526717557;2;20669;0.197223282442748;0.197223282442748;0;1;10550;0.100667938931298;0.100667938931298;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
06.175.262/0001-73;2021-12-01;1;566;158919;0.6734;0.9902;0.0098;1;15360;0.0651;1;0;0;0;0;0;0;0;0;0;0;0;1;61721;0.2615;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
07.000.400/0001-46;2021-12-01;1;8731;130000;1;0.976338461538461;0.0236615384615385;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
07.122.725/0001-00;2021-12-01;1;117641;80613;0.725087023395127;0.557552371443734;0.167534651951393;2;13531;0.121706827851084;0;0.121706827851084;0;0;0;0;0;1;17033;0.153206148753789;0;0.153206148753789;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
07.224.019/0001-60;2021-12-01;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2022;1;290525;0.2022;0;0.3152;1;452759;0.3152;0;0.4826;1;693319;0.4826;0;0;0;0;0;0;
07.583.627/0001-61;2021-12-01;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;224952;1;0;1
07.789.135/0001-27;2021-12-01;1;61;70147;0.1555;0.8169;0.1831;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;380966;0.8445;0;1
08.014.513/0001-63;2021-12-01;1;7566;1144800;1;0.956506813417191;0.0434931865828092;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.098.114/0001-28;2021-06-01;1;41;887428;0.1042;0.0118;0.0923;1;713431;0.0838;0;0.0838;1;873818;0.1026;0;0.1026;;;;;;;;;;;;;;;;;;;;;1;6043387;0.7095;0;0.7095
08.417.532/0001-30;2021-12-01;1;1;465;0.01;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;46506;0.99;;1
08.431.747/0001-06;2021-12-01;1;80450;8744290;0.8744;0.8259;0.1741;2;1255710;0.1256;0.4516;0.5484;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08.693.497/0001-82;2021-12-01;1;48;1948;0.00355;1;0;4;206700;0.37576;1;0;0;0;0;0;0;1;108355;0.197;1;0;0;0;0;0;0;0;0;0;0;0;1;233081;0.4237;0;1;0;0;0;0;0
08.696.175/0001-97;2021-06-01;1;9086;927162;1;0.9596;0.0404;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08.706.065/0001-69;2021-12-01;1;24124;1106448;0.880213711454533;0.872034856987388;0.00817885446714536;0;0;0;0;0;1;150574;0.119786288545467;0;0.119786288545467;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.924.783/0001-01;2021-12-01;2;132529;23537225;0.883589102597841;0.6538771272926;0.22971197530524;2;3100977;0.116410897402159;0.0516475173512086;0.0647633800509509;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09.006.914/0001-34;2021-12-01;1;10803;1608937;0.8689;0.77362182069283;0.2264;2;242849;0.1311;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09.072.017/0001-29;2021-12-01;1;113050;11817767;1;0.8878;0.1122;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09.150.967/0001-24;2021-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;72499.289165;1;0;1
09.276.964/0001-31;2021-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1206204.15662318;1;;1
09.326.861/0001-39;2021-12-01;1;1882;291587;0.2857;0.9999;0.0001;1;85573;0.0838;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;1;643587;0.6305;0;1
09.350.920/0001-04;2021-12-01;1;41;120150;0.1224;0.1224;0;13;861322;0.8776;0.8776;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09.517.273/0001-82;2021-12-01;1;1745;1481830.272;0.92122;0.799973;0.121203;1;126722;0.07878;0.07878;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09.552.812/0001-14;2021-12-01;1;132529;4565166;0.747957609303107;0.1336970257601;0.614260583543008;0;0;0;0;0;1;613777;0.100561332833293;0.100561332833293;0;1;924566;0.151481057863599;0.151481057863599;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.347.505/0001-80;2021-12-01;1;72;6391;0.1019;0.998037291462218;0.00196270853778214;3;21716;0.3462;1;0;1;9532;0.1519;1;0;1;25096;0.4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.347.985/0001-80;2021-12-01;1;1399;1202550;0.419;0.8628;0.1372;2;358543;0.1249;0;1;1;383670;0.1637;0;1;2;925237;0.3224;0;1;;;;;;;;;;;;;;;;;;;;
10.375.382/0001-91;2021-12-01;1;123112;21274;0.326128280598479;0.325775692911455;0.000352587687024773;1;4450;0.0682180524895757;0;0.0682180524895757;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;39508;0.605653666911945;0;0.605653666911945
10.427.246/0001-06;2021-12-01;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;6196274.000016;1;0;1
10.456.799/0001-89;2021-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;31824;1;0;1;;;;;
10.456.810/0001-00;2021-12-01;1;317;12334;0.0266;0.0266;0;4;136045;0.2937;0.2937;0;;;;;;;;;;;;;;;;;;;;;;;;;;1;314898;0.6797;0;0.6797
10.522.648/0001-81;2021-12-01;1;50;10486;0.1683;0.1683;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;51792;0.8316;0;0.8316
10.869.155/0001-12;2021-12-01;1;4066;100000;0.419327650045916;0.390314369939239;0.029013280106677;1;19000;0.0796722535087241;0;0.0796722535087241;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;119477;0.501000096445359;0;0.501000096445359
10.991.914/0001-15;2021-12-01;1;4522;1046825;0.6111;0.5652;0.0459;2;237899.9999975;0.1389;0.0732;0.0657;0;0;0;0;0;0;0;0;0;0;1;428225;0.25;0;0.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.026.627/0001-38;2021-12-01;1;284472;25186378;1;0.94400246831839;0.0559975316816098;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.044.355/0001-07;2021-12-01;1;45;627099;0.3886;1;0;8;986460;0.6114;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.160.521/0001-22;2021-12-01;1;59291;10848640;0.8768;0.7508;0.126;2;1523810;0.1232;0;0.1232;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.179.118/0001-45;2021-12-01;1;5009;580129;0.903391324388633;0.893295835357726;0.0100954890309078;1;62039;0.0966086756113665;0;0.0966086756113665;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
11.233.841/0001-65;2021-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1529229.79;1;0;1
11.260.134/0001-68;2021-12-01;1;10161;1297231;0.74;0.6585;0.0815;1;102798;0.0586;0;0.0586;0;0;0;0;0;0;0;0;0;0;1;353028;0.2014;0;0.2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.268.335/0001-01;2021-12-01;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;162.6091152;1;0;1
11.274.415/0001-70;2021-12-01;2;4199;1125655;1;0.8989;0.1011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.281.322/0001-72;2021-12-01;1;1149;61445;0.3151;0.9058;0.0942;2;30844;0.1582;0.6315;0.3685;;;;;;;;;;;;;;;;;;;;;;;;;;1;102711;0.5267;0;1
11.326.746/0001-06;2021-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;17450;1;0;1
11.425.077/0001-20;2021-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;44260.099084;1;0;1
11.602.654/0001-01;2021-12-01;1;4359;3474010;1;0.904071663581855;0.095928336418145;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.664.201/0001-00;2021-12-01;2;93790;10900157;1;0.9477;0.0523;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11.728.688/0001-47;2021-12-01;1;300134;21313413;1;0.8972;0.1028;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.769.604/0001-13;2021-12-01;1;5368;17083089;0.2495;0.2188;0.7812;1;3441400;0.0502;0;1;;;;;;;;;;;3;47957707;0.7003;0;1;;;;;;;;;;;;;;;
11.839.593/0001-09;2021-06-01;1;123113;13942073;0.915497381305092;0.734987944022441;0.180509437282651;1;1286887;0.0845026186949076;0;0.0845026186949076;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.945.604/0001-27;2021-06-01;1;999;94023;0.743129707642091;0.9367;0.0633;2;17500;0.138314772808106;0;1;1;15000;0.118555519549805;0;1;;;;;;;;;;;;;;;;;;;;;;;;;
12.005.956/0001-65;2021-06-01;2;236956;24157121;1;0.97;0.03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12.323.955/0001-69;2021-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;3720768;1;0;1
12.358.507/0001-09;2021-12-01;1;48;24417;0.6107;1;0;6;155818;0.3893;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12.401.858/0001-47;2021-06-01;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;10;1;0;1
12.516.185/0001-70;2021-12-01;1;100857;12673868;1;0.8769;0.1231;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12.681.340/0001-04;2021-12-01;1;9137;1590000;1;0.9382;0.0618;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12.804.013/0001-00;2021-12-01;1;62;735011;0.4474;0.4474;0;7;907905;0.5526;0.5526;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12.809.972/0001-00;2021-12-01;1;259;720725;0.4116;0.9542;0.0458;5;632696;0.3613;0.8011;0.1989;2;397720;0.2271;0.4455;0.5545;;;;;;;;;;;;;;;;;;;;;;;;;
12.811.222/0001-73;2021-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;125512.222;1;0;1
12.887.506/0001-43;2021-12-01;1;673;35190;0.6565;0.6182;0.0383;2;5541;0.1034;0;0.1034;0;0;0;0;0;0;0;0;0;0;1;12866;0.2401;0;0.2401;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.927.767/0001-40;2021-12-01;1;1;100000;0.0003;0;0.0003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;290822157.28;0.9997;0;0.9997
12.948.291/0001-23;2021-12-01;1;3928;654424;0.7184;0.6785;0.0399;4;256576;0.2816;0.0659;0.2157;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12.969.125/0001-03;2021-12-01;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;467;1;0;1
12.978.943/0001-72;2021-06-01;1;387;4511729;0.3224;0.6803;0.3197;6;7142438;0.5105;0.6943;0.3057;0;0;0;0;0;1;2337723;0.1671;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.989.974/0001-29;2021-12-01;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4735662339.00747;1;0;1
13.000.836/0001-38;2021-06-01;1;26;5.55915207;0.231875;0;0;2;4.51590778;0.188361;0;0;1;2.46374267;0.102764;0;0;1;4.19733492;0.175073;0;0;;;;;;1;7.23861778;0.301927;0;0;;;;;;;;;;
13.012.312/0001-67;2021-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;3370;1;0;1
13.020.465/0001-56;2021-12-01;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;297.7;1;0;1
13.022.994/0001-99;2021-12-01;1;54;112436;0.14282;0.92297;0.07703;4;237331;0.301466;0.713396;0.286604;;;;;;;;;;;1;200274;0.254395;0;1;1;237215;0.301319;0;1;;;;;;;;;;
13.125.823/0001-95;2021-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;716.29489;1;0;1
13.320.290/0001-00;2021-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;105231.0301;1;0;1
13.371.132/0001-71;2021-12-01;1;52260;19190416;0.92407;0.7835;0.2165;1;1576912;0.07593;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13.500.306/0001-59;2021-12-01;1;2767;101664;1;0.93581;0.06419;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13.551.286/0001-45;2021-12-01;1;2243;465966;0.158009156383171;0.142596374815572;0.0154127815675991;1;181475;0.061538205909092;0;0.061538205909092;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2301540;0.780452637707737;0;0.780452637707737
13.555.918/0001-49;2021-12-01;1;32;35143.83;0.3578;0.0502;0.3076;3;23337.54;0.2376;0;0.2376;;;;;;1;18112.13;0.1844;0;0.1844;1;21628.48;0.2202;0;0.2202;;;;;;;;;;;;;;;
13.568.181/0001-07;2021-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;90868.01216867;1;0;1
13.584.584/0001-31;2021-12-01;1;9427;24230623;0.6773;0.1405;0.5368;1;2784636;0.0778;;0.0778;;;;;;;;;;;1;8758110;0.2448;;0.2448;;;;;;;;;;;;;;;
13.598.226/0001-88;2021-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;84198.4;1;0;0
13.703.596/0001-38;2021-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1064.38551926;1;0;1
13.726.079/0001-84;2021-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;214819.58348255;1;0;0;;;;;
13.842.683/0001-76;2021-12-01;1;3;1807.1943014;0.069324;0;0;2;2947.6682247;0.113073;0;0;2;6641.8186308;0.254782;0;0;1;4763.1607067;0.182716;0;0;;;;;;1;9908.8020553;0.380104;0;0;;;;;;;;;;
13.873.457/0001-52;2021-12-01;1;12111;1870250;0.925124;0.619474;0.380526;1;151371;0.074876;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13.920.018/0001-53;2021-12-01;1;22;17076;0.4216;0.2494;0.1721;2;4373.75;0.1079;0.1079;;1;4987.67;0.1231;0.1231;;2;14063.69;0.3472;0.182;0.1651;;;;;;;;;;;;;;;;;;;;
13.974.819/0001-00;2021-12-01;1;6685;1940601;0.7821;0.5507;0.2314;3;540683;0.2179;0;0.2179;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.056.001/0001-62;2021-06-01;1;71;22544804;0.4361;1;0;8;29155175;0.5639;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14.074.706/0001-02;2021-12-01;1;24;6146695.96;0.1547;0.0073;0.1474;;;;;;1;5255000;0.1322;;0.1322;;;;;;;;;;;1;12148021.83;0.3057;;0.3057;1;16194212;0.4075;;0.4075;;;;;
14.080.689/0001-16;2021-06-01;1;780;263977;0.2766;0.2454;0.0312;8;690327;0.7234;0.65;0.0734;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.088.246/0001-71;2021-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;230.69976;1;0;1
14.149.745/0001-21;2021-12-01;1;1;1000;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;1;623046661.029232;0.4757;;0.4757;1;686690000;0.5243;;0.5243
14.217.108/0001-45;2021-12-01;2;16730;577158;0.8426;0.7966;0.046;;;;;;1;107842;0.1574;;0.1574;;;;;;;;;;;;;;;;;;;;;;;;;
14.365.190/0001-55;2021-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;53594.5379;1;;1
14.376.247/0001-11;2021-12-01;1;1498;764377;0.76559812901578;0.589148692164002;0.176449436851779;1;78767;0.0788928340703422;0;0.0788928340703422;0;0;0;0;0;1;155261;0.155509036913878;0;0.155509036913878;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.410.722/0001-29;2021-06-01;1;65691;14170398;0.8901;0.9454;0.0546;;;;;;1;1749292;0.1099;0;1;;;;;;;;;;;;;;;;;;;;;;;;;
14.413.342/0001-48;2021-12-01;1;;;;;;;;;;;;;;;;;;;;;2;12972;0.5;0;0.5;;;;;;1;12972;0.5;0;0.5;;;;;
14.423.780/0001-97;2021-06-01;1;6767;16195895.2;0.87;0.84;0.03;2;2351266;0.13;0;0.13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14.609.653/0001-87;2021-12-01;1;19;24570.2;0.300003;0;0;7;32887.98;0.401562;0;0;1;8230;0.100488;0;0;1;16211.82;0.197947;0;0;;;;;;;;;;;;;;;;;;;;
14.631.148/0001-39;2021-06-01;1;29;44575458.51;0.633;0;1;3;13720261.97;0.1948;0;1;0;0;0;0;0;1;12128083.22;0.1722;0;1;;;;;;;;;;;;;;;;;;;;
14.721.889/0001-00;2021-12-01;1;48;4320872;0.5353;1;0;8;3751025;0.4647;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
