CNPJ_Fundo;Data_Referencia;Versao;Data_Entrega;Nome_Fundo;Data_Funcionamento;Publico_Alvo;Codigo_ISIN;Quantidade_Cotas_Emitidas;Fundo_Exclusivo;Cotistas_Vinculo_Familiar;Mandato;Segmento_Atuacao;Tipo_Gestao;Prazo_Duracao;Data_Prazo_Duracao;Encerramento_Exercicio_Social;Mercado_Negociacao_Bolsa;Mercado_Negociacao_MBO;Mercado_Negociacao_MB;Entidade_Administradora_BVMF;Entidade_Administradora_CETIP;Nome_Administrador;CNPJ_Administrador;Logradouro;Numero;Complemento;Bairro;Cidade;Estado;CEP;Telefone1;Telefone2;Telefone3;Site;Email
01.657.856/0001-05;2018-12-01;1;2019-03-19;SCP - FUNDO DE INVESTIMENTO IMOBILIÁRIO;1996-10-31;INVESTIDORES EM GERAL;BRSCPFCTF003;4200000;N;N;Renda;Shoppings;Ativa;Indeterminado;;31/12;S;N;N;S;N;BR-CAPITAL DISTRIB. TITULOS E VALORES MOBILIÁRIOS S.A.;01657856000105;AV. DAS NAÇÕES UNIDAS;11.857;CONJ. 111;BROOKLIN PAULISTA;SÃO PAULO;SP;04578-908;(11) 5508-3500;;;www.brcapital.com.br;brcapital@brcapital.com.br
02.027.437/0001-44;2018-12-01;1;2019-03-28;FUNDO BRASÍLIO MACHADO DE INVESTIMENTO IMOBILIÁRIO;1997-07-10;INVESTIDORES EM GERAL;BRBMIICTF007;140000;N;N;Desenvolvimento para Renda;Lajes Corporativas;Ativa;Indeterminado;;31/12;S;N;N;S;N;RIO BRAVO INVESTIMENTOS DTVM LTDA;02.027.437/000;AV. CHEDID JAFET;222;BLOCO B - 3ª ANDAR;VILA OLÍMPIA;SÃO PAULO;SP;045551-065;(11) 3509-6600;;;www.riobravo.com.br;fundosimobiliarios@riobravo.com.br
02.508.235/0001-14;2018-12-01;1;2019-03-29;LOGINVEST FUNDO DE INVESTIMENTO IMOBILIÁRIO INDUSTRIAL;1998-06-10;INVESTIDORES EM GERAL;BRLGVTCTF016;17100;N;S;Renda;Logística;Ativa;Indeterminado;;31/12;N;N;S;N;N;RIO BRAVO INVESTIMENTOS DTVM LTDA;02.508.235/000;AV. CHEDID JAFET;222;BLOCO B - 3ª ANDAR;VILA OLÍMPIA;SÃO PAULO;SP;045551-065;(11) 3509-6600;;;www.riobravo.com.br;fundosimobiliarios@riobravo.com.br
03.251.720/0001-18;2018-12-01;1;2019-03-26;FUNDO DE INVESTIMENTO IMOBILIÁRIO PROJETO  ÁGUA BRANCA;1999-06-30;INVESTIDORES EM GERAL;BRFPABCTF011;750000;N;N;Renda;Lajes Corporativas;Passiva;Indeterminado;;31/12;S;N;N;S;N;COIN DTVM LTDA;03251720000118;Avenida Brigadeiro Faria Lima;1461;10º andar Torre Sul;Jardim Paulistano;São Paulo;SP;01452-921;(11)3035-4143;(11)3035-4141;;www.coinvalores.com.br;admfundoimobiliario@coinvalores.com.br
03.507.519/0001-59;2018-12-01;1;2019-03-28;FUNDO DE INV. IMOBILIÁRIO SHOPPING PÁTIO HIGIENÓPOLIS;1999-10-15;INVESTIDORES EM GERAL;BRSHPHCTF008;578353;N;N;Renda;Shoppings;Passiva;Indeterminado;;31/12;N;N;S;N;N;RIO BRAVO INVESTIMENTOS DTVM LTDA;03.507.519/000;AV. CHEDID JAFET;222;BLOCO B - 3ª ANDAR;VILA OLÍMPIA;SÃO PAULO;SP;045551-065;(11) 3509-6600;;;www.riobravo.com.br;fundosimobiliarios@riobravo.com.br
03.683.056/0001-86;2018-12-01;1;2019-03-29;FUNDO DE INV. IMOBILIÁRIO RIO BRAVO RENDA CORPORATIVA;2000-01-12;INVESTIDORES EM GERAL;BRFFCICTF005;2170000;N;N;Renda;Lajes Corporativas;Ativa;Indeterminado;;31/12;S;N;N;S;N;RIO BRAVO INVESTIMENTOS DTVM LTDA;03683056000186;AV. CHEDID JAFET;222;BLOCO B - 3ª ANDAR;VILA OLÍMPIA;SÃO PAULO;SP;045551-065;(11) 3509-6600;;;www.riobravo.com.br;fundosimobiliarios@riobravo.com.br
03.855.441/0001-63;2018-12-01;1;2019-03-29;FUNDO DE INVESTIMENTO IMOBILIÁRIO RB LOGÍSTICA;2000-05-02;INVESTIDORES EM GERAL;BRRBRVCTF000;144210661;N;N;Desenvolvimento para Renda;Logística;Passiva;Indeterminado;;31/12;N;N;S;N;N;RIO BRAVO INVESTIMENTOS DTVM LTDA;03.855.441/000;AV. CHEDID JAFET;222;BLOCO B - 3ª ANDAR;VILA OLÍMPIA;SÃO PAULO;SP;045551-065;(11) 3509-6600;;;www.riobravo.com.br;fundosimobiliarios@riobravo.com.br
04.066.582/0001-60;2018-12-01;1;2019-03-29;FUNDO DE INVESTIMENTO IMOBILIARIO - FII HOSPITAL DA CRIANCA;2012-10-23;INVESTIDORES EM GERAL;BRHCRICTF006;200000;N;N;Renda;Hospital;Passiva;Indeterminado;;Dezembro;S;N;N;S;N;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. - DTVM;04066582000160;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11) 3383-3441;;;www.btgpactual.com;sh-contato-fundoimobiliario@btgpactual.com
04.141.645/0001-03;2018-12-01;1;2019-03-22;F I I CONTINENTAL SQUARE FARIA LIMA;2000-08-29;INVESTIDORES EM GERAL;BRFLMACTF009;69033500;N;N;Renda;Híbrido;Ativa;Indeterminado;;31/12;S;N;N;S;N;BR-CAPITAL DISTRIB. TÍTULOS E VALORES MOBILIÁRIOS S.A.;04141645000103;AVENIDA NAÇÕES UNIDAS;11857;CJ. 111;BROOKLIN NOVO;SÃO PAULO;SP;04578908;11-5508.3500;;;WWW.BRCAPITAL.COM.BR;brcapital@brcapital.com.br
04.722.883/0001-02;2018-12-01;1;2019-03-29;FUNDO DE INVESTIMENTO IMOBILIARIO - FII TORRE NORTE;2012-10-26;INVESTIDORES EM GERAL;BRTRNTCTF013;3935562;N;N;Renda;Lajes Corporativas;Passiva;Indeterminado;;Dezembro;S;N;N;S;N;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. - DTVM;04722883000102;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11) 3383-3441;;;www.btgpactual.com;sh-contato-fundoimobiliario@btgpactual.com
04.782.236/0001-88;2018-12-01;1;2019-03-26;FP. F ANDROMEDA FUNDO DE INVESTIMENTO IMOBILIÁRIO;2001-08-24;INVESTIDOR QUALIFICADO E PROFISSIONAL;;2855484;N;N;Híbrido;Híbrido;Passiva;Indeterminado;;31/12;N;N;S;N;N;COINVALORES C.C.V.M. LTDA;04782236000188;Avenida Brigadeiro Faria Lima;1461;10º andar - Torre Sul;Jardim Paulistano;São Paulo;SP;01452-921;(11) 3035-4141;(11) 3035-4143;;www.coinvalores.com.br;admfundoimobiliario@coinvalores.com.br
05.437.916/0001-27;2018-12-01;1;2019-03-26;FUNDO DE INVESTIMENTO IMOBILIÁRIO EUROPAR;2002-12-10;INVESTIDORES EM GERAL;BREUROCTF011;383936;N;N;Híbrido;Logística;Passiva;Indeterminado;;31/12;S;N;N;S;N;COINVALORES CCVM LTDA;05437916000127;Avenida Brigadeiro Faria Lima;1461;10º andar Torre Sul;Jardim Paulistano;São Paulo;SP;01452-921;(11)3035-4143;(11)3035-4141;;www.coinvalores.com.br;admfundoimobiliario@coinvalores.com.br
05.562.312/0001-02;2018-12-01;1;2019-03-29;FII EDIFICIO ALMIRANTE BARROSO;2012-10-30;INVESTIDORES EM GERAL;BRFAMBCTF018;104800;N;N;Renda;Lajes Corporativas;Passiva;Indeterminado;;Dezembro;S;N;N;S;N;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. - DTVM;05562312000102;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11) 3383-3441;;;www.btgpactual.com;sh-contato-fundoimobiliario@btgpactual.com
06.175.262/0001-73;2018-12-01;1;2019-02-18;FUNDO DE INVESTIMENTO IMOBILIÁRIO EDIFÍCIO OURINVEST;2004-05-04;INVESTIDORES EM GERAL;BREDFOCTF004;236000;N;N;Renda;Lajes Corporativas;Passiva;Indeterminado;;31/12;S;N;N;S;N;OLIVEIRA TRUST DTVM S.A.;06175262000173;Avenida das Americas;3434;Bloco 07, Sala 201;Barra da Tijuca;Rio de Janeiro;RJ;22640-102;21 3514-0000;;;www.oliveiratrust.com.br;ger2.fundos@oliveiratrust.com.br
07.000.400/0001-46;2018-12-01;1;2019-03-29;BB FUNDO DE INVESTIMENTO IMOBILIARIO PROGRESSIVO;2004-12-06;INVESTIDORES EM GERAL;BRBBFICTF006;130000;N;N;Renda;Lajes Corporativas;Passiva;Indeterminado;;31/12;N;S;N;S;N;CAIXA ECONOMICA FEDERAL;07000400000146;Avenida Paulista;2300;11º Andar;Cerqueira Cesar;São Paulo;SP;01310300;(11) 3572-4210;;;www.caixa.gov.br;supot02@caixa.gov.br
07.122.725/0001-00;2018-12-01;1;2019-03-29;FII TORRE ALMIRANTE;2012-10-15;INVESTIDORES EM GERAL;BRALMICTF003;111177;N;N;Renda;Lajes Corporativas;Passiva;Indeterminado;;Dezembro;S;N;N;S;N;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. - DTVM;07122725000100;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11) 3383-3441;;;www.btgpactual.com;sh-contato-fundoimobiliario@btgpactual.com
07.224.019/0001-60;2018-12-01;1;2019-03-12;FII SHOPPING PARQUE D. PEDRO;2012-11-01;INVESTIDORES EM GERAL;BRSHDPCTF007;1629280;N;N;Renda;Shoppings;Passiva;Indeterminado;;Dezembro;S;N;N;S;N;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. - DTVM;07224019000160;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11) 3383-3441;;;www.btgpactual.com;sh-contato-fundoimobiliario@btgpactual.com
07.352.632/0001-63;2018-12-01;1;2019-03-29;FUNDO DE INVESTIMENTO IMOBILIARIO - FII RODOBENS;2012-10-25;INVESTIDORES EM GERAL;BRRDBSCTF006;40000;N;N;Renda;Logística;Passiva;Indeterminado;;Dezembro;S;N;N;S;N;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. - DTVM;07352632000163;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11) 3383-3441;;;www.btgpactual.com;sh-contato-fundoimobiliario@btgpactual.com
07.583.627/0001-61;2018-12-01;1;2019-03-27;FUNDO DE INVESTIMENTO IMOBILIARIO PENINSULA;2005-06-23;INVESTIDOR QUALIFICADO;0;224952;S;N;Renda;Outros;Passiva;Indeterminado;;31/12;N;N;S;N;N;BANCO OURINVEST S.A.;07583627000161;Av. Paulista;1728;SL, 1º, 2º, 4º e 11º andares;Bela Vista;São Paulo;SP;01310-919;4081-4402;4081-4444;4081-4576;ourinvest.com.br;fundos.imobiliarios@ourinvest.com.br
07.789.135/0001-27;2018-12-01;1;2019-04-01;FII ANCAR IC;2005-12-21;INVESTIDORES EM GERAL;BRANCRCTF001;451113;N;N;Desenvolvimento para Renda;Shoppings;Ativa;Indeterminado;;31/12;N;N;S;N;N;GENIAL INVESTIMENTOS CORRETORA DE VALORES MOBILIÁRIOS S.A.;07789135000127;Rua Candelária;65;Salas 1701 e 1702;Centro;Rio de Janeiro;RJ;20091-020;(11) 3206-8340;(11) 3206-8888;;www.gerafuturo.com.br;middleadmint@genialinvestimentos.com.br
08.014.513/0001-63;2018-12-01;1;2019-03-29;FII HOSPITAL NOSSA SENHORA DE LOURDES;2012-10-18;INVESTIDORES EM GERAL;BRNSLUCTF008;1144800;N;N;Renda;Hospital;Passiva;Indeterminado;;Dezembro;S;N;N;S;N;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. - DTVM;08014513000163;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11) 3383-3441;;;www.btgpactual.com;sh-contato-fundoimobiliario@btgpactual.com
08.098.114/0001-28;2018-06-01;1;2018-09-28;FUNDO DE INVESTIMENTO IMOBILIARIO COMERCIAL PROGRESSIVO II;2006-06-09;INVESTIDORES EM GERAL;BRPRGDCTF001;3568083;N;N;Renda;Híbrido;Ativa;Indeterminado;;Junho;N;N;S;N;N;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. - DTVM;08098114000128;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11) 3383-3441;;;www.btgpactual.com;sh-contato-fundoimobiliario@btgpactual.com
08.417.532/0001-30;2018-12-01;1;2019-03-29;FUNDO DE INVESTIMENTO IMOBILIÁRIO FCM;2006-08-14;INVESTIDORES EM GERAL;0;46971;N;N;Renda;Outros;Ativa;Indeterminado;;31/12;S;S;N;S;N;RIO BRAVO INVESTIMENTOS DTVM LTDA;08.417.532/000;AV. CHEDID JAFET;222;BLOCO B - 3ª ANDAR;VILA OLÍMPIA;SÃO PAULO;SP;045551-065;(11) 3509-6600;;;www.riobravo.com.br;fundosimobiliarios@riobravo.com.br
08.431.747/0001-06;2018-12-01;1;2019-03-29;HEDGE BRASIL SHOPPING FUNDO DE INVESTIMENTO IMOBILIÁRIO;2006-12-28;INVESTIDORES EM GERAL;BRHGBSCTF000;5374920;N;N;Renda;Shoppings;Ativa;Indeterminado;;31/12;S;N;N;S;N;HEDGE INVESTMENTS DTVM LTDA;08431747000106;AVENIDA HORÁCIO LAFER;160;9º ANDAR (PARTE);ITAIM BIBI;SÃO PAULO;SP;04538-080;(11) 3124-4100;;;www.hedgeinvest.com.br;dtvm@hedgeinvest.com.br
08.693.497/0001-82;2018-12-01;1;2019-03-28;FUNDO DE INVESTIMENTO IMOBILIÁRIO VEREDA;2007-05-31;INVESTIDORES EM GERAL;BRVERECTF002;550084;N;S;Renda;Híbrido;Ativa;Indeterminado;;31/12;S;S;N;S;S;VOTORANTIM ASSET MANAGEMENT DTVM LTDA.;08693497000182;Avenida das Nações Unidas;14171;torre A - 11º andar;Vila Gertrudes;São Paulo;SP;04794-000;(11) 5171-5359;;;www.vam.com.br;vwmprodutosestruturados@votorantimwm.com.br
08.696.175/0001-97;2018-06-01;1;2018-09-27;RB CAPITAL RENDA I FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2009-11-30;INVESTIDORES EM GERAL;BRFIIPCTF001;927162;N;N;Renda;Logística;Ativa;Indeterminado;;30/06;S;N;N;S;N;OLIVEIRA TRUST DTVM S.A.;08696175000197;Avenida das Américas;3.434;Bloco 07, sala 201;Barra da Tijuca;Rio de Janeiro;RJ;22640-102;(21) 3514-0000;;;www.oliveiratrust.com.br;ger2.fundos@oliveiratrust.com.br
08.706.065/0001-69;2018-12-01;1;2019-03-29;FUNDO DE INVESTIMENTO IMOBILIARIO - FII HOTEL MAXINVEST;2012-11-01;INVESTIDORES EM GERAL;BRHTMXCTF000;1118959.9999;N;N;Renda;Hotel;Passiva;Indeterminado;;Dezembro;S;N;N;S;N;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. - DTVM;08706065000169;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11) 3383-3441;;;www.btgpactual.com;sh-contato-fundoimobiliario@btgpactual.com
08.924.783/0001-01;2018-12-01;3;2019-07-16;FII BTG PACTUAL CORPORATE OFFICE FUND;2013-06-03;INVESTIDORES EM GERAL;BRBRCRCTF000;19224536.9969;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;Dezembro;S;N;N;S;N;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. - DTVM;08924783000101;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11) 3383-3441;;;www.btgpactual.com;sh-contato-fundoimobiliario@btgpactual.com
09.006.914/0001-34;2018-12-01;1;2019-04-02;FUNDO RB CAPITAL RENDA II FUNDO DE INVESTIMENTO IMOBILIÁRIO;2007-08-13;INVESTIDORES EM GERAL;BRRBRDCTF008;1851786;N;N;Renda;Híbrido;Ativa;Indeterminado;;31/12;S;S;N;S;S;VOTORANTIM ASSET MANAGEMENT DTVM LTDA.;09006914000134;Avenida das Nações Unidas;14171;torre A - 11º andar;Vila Gertrudes;São Paulo;SP;04794-000;(11) 5171-5359;;;www.vam.com.br;vwmprodutosestruturados@bv.com.br
09.072.017/0001-29;2018-12-01;1;2019-03-19;CSHG REAL ESTATE - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2008-06-05;INVESTIDORES EM GERAL;BRHGRECTF006;7383100;N;N;Renda;Lajes Corporativas;Ativa;Indeterminado;;31/12;S;N;N;S;N;CREDIT SUISSE HEDGING - GRIFFO CORRETORA DE VALORES S.A.;09072017000129;RUA LEOPOLDO COUTO MAGALHAES JR;700;11º andar;ITAIM BIBI;SÃO PAULO;SP;04542-000;(11) 3701-8600;;;www.cshg.com.br;list.imobiliario@cshg.com.br
09.150.967/0001-24;2018-12-01;1;2019-04-02;FII PATRIMONIAL IV;2007-10-18;INVESTIDORES EM GERAL;;69052.4456;N;N;;;;Indeterminado;;31/12;N;S;N;N;S;INTRADER DTVM LTDA;09150967000124;Rua Ramos Batista;152;1º andar;Vila Olímpia;São Paulo;SP;04552-020;(11) 3198-5151;;;www.intraderdtvm.com.br;adm@intrader.com.br
09.276.964/0001-31;2018-12-01;1;2019-03-29;FUNDO DE INVESTIMENTO IMOBILIARIO PROPERTY INVEST;2012-12-31;INVESTIDORES EM GERAL;BRPRPYCTF008;1134538.1901;N;N;Renda;Lajes Corporativas;Passiva;Indeterminado;;Dezembro;N;N;S;N;N;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. - DTVM;09276964000131;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11) 3383-3441;;;www.btgpactual.com;sh-contato-fundoimobiliario@btgpactual.com
09.326.861/0001-39;2018-12-01;1;2019-03-29;SHOPPING WEST PLAZA FUNDO DE INVESTIMENTO IMOBILIARIO;2012-11-01;INVESTIDORES EM GERAL;BRWPLZCTF004;989339;N;N;Renda;Shoppings;Passiva;Indeterminado;;Dezembro;S;N;N;S;N;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. - DTVM;09326861000139;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11) 3383-3441;;;www.btgpactual.com;sh-contato-fundoimobiliario@btgpactual.com
09.350.920/0001-04;2018-12-01;1;2019-03-29;FUNDO DE INVESTIMENTO IMOBILIÁRIO SÃO FERNANDO;2008-07-28;INVESTIDORES EM GERAL;BRSFNDCTF006;981472;N;N;Renda;Lajes Corporativas;Ativa;Indeterminado;;31/12;S;N;N;S;N;RIO BRAVO INVESTIMENTOS DTVM LTDA;09.350.920/000;AV. CHEDID JAFET;222;BLOCO B - 3ª ANDAR;VILA OLÍMPIA;SÃO PAULO;SP;045551-065;(11) 3509-6600;;;www.riobravo.com.br;fundosimobiliarios@riobravo.com.br
09.552.812/0001-14;2018-12-01;1;2019-03-29;FII BTG PACTUAL FUNDO DE CRI;2013-06-03;INVESTIDORES EM GERAL;BRFEXCCTF007;1461279.9995;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;Dezembro;S;N;N;S;N;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. - DTVM;09552812000114;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11) 3383-3441;;;www.btgpactual.com;sh-contato-fundoimobiliario@btgpactual.com
10.347.505/0001-80;2018-12-01;1;2019-04-02;FUNDO DE INVESTIMENTO IMOBILIÁRIO VOTORANTIM SECURITIES;2010-01-14;INVESTIDOR QUALIFICADO;;193519.2724;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;31/12;S;S;N;N;S;VOTORANTIM ASSET MANAGEMENT DTVM LTDA.;10347505000180;Avenida das Nações Unidas;14171;torre A - 11º andar;Vila Gertrudes;São Paulo;SP;04794-000;(11) 5171-5096;;;www.vam.com.br;RI-VAM@bv.com.br
10.347.985/0001-80;2018-12-01;1;2019-04-01;FII BB VOTORANTIM CIDADE JARDIM CONTINENTAL TOWER;2010-12-22;INVESTIDOR QUALIFICADO;BRBBVJCTF001;2710000;N;N;Desenvolvimento para Renda;Lajes Corporativas;Passiva;Indeterminado;;31/12;S;N;N;S;N;VOTORANTIM ASSET MANAGEMENT DTVM LTDA.;10347985000180;Avenida das Nações Unidas;14171;torre A - 11º andar;Vila Gertrudes;São Paulo;SP;04794-000;(11) 5171-5359;;;www.vam.com.br;vwmprodutosestruturados@bv.com.br
10.348.185/0001-83;2018-12-01;1;2019-04-02;FUNDO DE INVESTIMENTO IMOBILIÁRIO VOTORANTIM SECURITIES II;2010-08-18;INVESTIDOR QUALIFICADO;;1057971.6234;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;31/12;S;S;N;N;S;VOTORANTIM ASSET MANAGEMENT DTVM LTDA.;10348185000183;Avenida das Nações Unidas;14171;torre A - 11º andar;Vila Gertrudes;São Paulo;SP;04794-000;(11) 5171-5096;;;www.vam.com.br;RI-VAM@bv.com.br
