CNPJ_Fundo;Data_Referencia;Versao;Ativo_Negociado;Natureza_Transacao;Data_Transacao;Valor_Envolvido;Data_Assembleia;Contraparte
11.026.627/0001-38;2016-12-01;1;Cotas do FII Anhanguera Educacional;AQUISIÇÃO;2016-07-25;95080.25;2016-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. DTVM
11.026.627/0001-38;2016-12-01;1;Cotas do FII Torre Almirante;ALIENAÇÃO;2016-07-26;60588;2016-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. DTVM
11.026.627/0001-38;2016-12-01;1;Cotas do FII Torre Almirante;ALIENAÇÃO;2016-05-18;76320.02;2016-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. DTVM
11.026.627/0001-38;2016-12-01;1;Cotas do FII Torre Almirante;ALIENAÇÃO;2016-05-17;33000.02;2016-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. DTVM
11.026.627/0001-38;2016-12-01;1;Cotas do FII Torre Almirante;ALIENAÇÃO;2016-05-16;4205;2016-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. DTVM
11.026.627/0001-38;2016-12-01;1;Cotas do FII Torre Almirante;ALIENAÇÃO;2016-05-16;86590;2016-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. DTVM
11.026.627/0001-38;2016-12-01;1;Cotas do FII Torre Almirante;ALIENAÇÃO;2016-05-13;68975;2016-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. DTVM
11.026.627/0001-38;2016-12-01;1;Cotas do FII Torre Almirante;ALIENAÇÃO;2016-05-10;238750;2016-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. DTVM
11.026.627/0001-38;2016-12-01;1;Cotas do FII Torre Almirante;ALIENAÇÃO;2016-05-09;160720.01;2016-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. DTVM
11.026.627/0001-38;2016-12-01;1;Cotas do FII Torre Almirante;ALIENAÇÃO;2016-05-06;24245;2016-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. DTVM
11.026.627/0001-38;2016-12-01;1;Cotas do FII Torre Almirante;ALIENAÇÃO;2016-05-04;14000;2016-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. DTVM
11.026.627/0001-38;2016-12-01;1;Cotas do FII Torre Almirante;ALIENAÇÃO;2016-04-27;255000.05;2016-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. DTVM
11.026.627/0001-38;2016-12-01;1;Cotas do FII Torre Almirante;ALIENAÇÃO;2016-04-19;289840.44;2016-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. DTVM
11.026.627/0001-38;2016-12-01;1;Cotas do FII Torre Almirante;ALIENAÇÃO;2016-04-15;342263.02;2016-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. DTVM
11.026.627/0001-38;2016-12-01;1;Cotas do FII Torre Almirante;ALIENAÇÃO;2016-03-31;280;2016-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. DTVM
11.026.627/0001-38;2016-12-01;1;Cotas do FII Torre Almirante;ALIENAÇÃO;2016-03-14;5944;2016-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. DTVM
11.026.627/0001-38;2016-12-01;1;Cotas do FII Torre Almirante;ALIENAÇÃO;2016-03-04;1410;2016-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. DTVM
11.026.627/0001-38;2016-12-01;1;Cotas do FII Torre Almirante;ALIENAÇÃO;2016-02-26;8120;2016-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. DTVM
11.026.627/0001-38;2016-12-01;1;Cotas do FII Torre Almirante;ALIENAÇÃO;2016-02-25;1830;2016-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. DTVM
11.026.627/0001-38;2016-12-01;1;Cotas do FII Torre Almirante;ALIENAÇÃO;2016-02-24;1400;2016-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. DTVM
11.026.627/0001-38;2016-12-01;1;Cotas do FII Torre Almirante;ALIENAÇÃO;2016-02-23;140;2016-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. DTVM
11.026.627/0001-38;2016-12-01;1;Cotas do FII Torre Almirante;ALIENAÇÃO;2016-02-22;46237;2016-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. DTVM
11.026.627/0001-38;2016-12-01;1;Cotas do FII TB Office;ALIENAÇÃO;2016-04-13;1143676.18;2016-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. DTVM
11.026.627/0001-38;2016-12-01;1;Cotas do FII Hospital Nossa Senhora de Lourdes;ALIENAÇÃO;2016-08-12;679987.64;2016-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. DTVM
11.026.627/0001-38;2016-12-01;1;Cotas do FII Hospital Nossa Senhora de Lourdes;ALIENAÇÃO;2016-08-11;367794.99;2016-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. DTVM
11.026.627/0001-38;2016-12-01;1;Cotas do FII Hospital Nossa Senhora de Lourdes;ALIENAÇÃO;2016-08-10;1997584.23;2016-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. DTVM
11.026.627/0001-38;2016-12-01;1;Cotas do FII Hospital Nossa Senhora de Lourdes;ALIENAÇÃO;2016-08-09;164344.11;2016-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. DTVM
11.026.627/0001-38;2016-12-01;1;Cotas do FII Hospital Nossa Senhora de Lourdes;ALIENAÇÃO;2016-07-11;45617.5;2016-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. DTVM
11.026.627/0001-38;2016-12-01;1;Cotas do FII Hospital Nossa Senhora de Lourdes;ALIENAÇÃO;2016-05-10;254807.59;2016-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. DTVM
11.026.627/0001-38;2016-12-01;1;Cotas do FII Hospital Nossa Senhora de Lourdes;ALIENAÇÃO;2016-05-09;149081.78;2016-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. DTVM
11.026.627/0001-38;2016-12-01;1;Cotas do FII Hospital Nossa Senhora de Lourdes;ALIENAÇÃO;2016-05-06;259504.3;2016-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. DTVM
11.026.627/0001-38;2016-12-01;1;Cotas do FII Hospital Nossa Senhora de Lourdes;ALIENAÇÃO;2016-05-05;439407.55;2016-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. DTVM
11.026.627/0001-38;2016-12-01;1;Cotas do FII Hospital Nossa Senhora de Lourdes;ALIENAÇÃO;2016-05-04;420358.76;2016-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. DTVM
11.026.627/0001-38;2016-12-01;1;Cotas do FII Hospital Nossa Senhora de Lourdes;ALIENAÇÃO;2016-05-03;634159.59;2016-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. DTVM
11.026.627/0001-38;2016-12-01;1;Cotas do FII Hospital Nossa Senhora de Lourdes;ALIENAÇÃO;2016-05-02;685215.8;2016-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. DTVM
11.026.627/0001-38;2016-12-01;1;Cotas do FII Hospital Nossa Senhora de Lourdes;ALIENAÇÃO;2016-04-29;166335.67;2016-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. DTVM
11.026.627/0001-38;2016-12-01;1;Cotas do FII Hospital Nossa Senhora de Lourdes;ALIENAÇÃO;2016-04-28;181842.66;2016-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. DTVM
11.026.627/0001-38;2016-12-01;1;Cotas do FII Hospital Nossa Senhora de Lourdes;ALIENAÇÃO;2016-04-27;163583.86;2016-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. DTVM
11.026.627/0001-38;2016-12-01;1;Cotas do FII Hospital Nossa Senhora de Lourdes;ALIENAÇÃO;2016-04-26;66120.67;2016-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. DTVM
11.026.627/0001-38;2016-12-01;1;Cotas do FII Hospital Nossa Senhora de Lourdes;ALIENAÇÃO;2016-04-25;203218.46;2016-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. DTVM
11.026.627/0001-38;2016-12-01;1;Cotas do FII Hospital Nossa Senhora de Lourdes;ALIENAÇÃO;2016-04-22;20100;2016-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. DTVM
11.026.627/0001-38;2016-12-01;1;Cotas do FII Hospital Nossa Senhora de Lourdes;ALIENAÇÃO;2016-04-20;63633.44;2016-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. DTVM
11.026.627/0001-38;2016-12-01;1;Cotas do FII Hospital Nossa Senhora de Lourdes;ALIENAÇÃO;2016-04-19;55000.99;2016-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. DTVM
11.026.627/0001-38;2016-12-01;1;Cotas do FII Hospital Nossa Senhora de Lourdes;ALIENAÇÃO;2016-04-18;50104.8;2016-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. DTVM
11.026.627/0001-38;2016-12-01;1;Cotas do FII Hospital Nossa Senhora de Lourdes;ALIENAÇÃO;2016-04-15;21800;2016-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. DTVM
11.026.627/0001-38;2016-12-01;1;Cotas do FII Hospital Nossa Senhora de Lourdes;ALIENAÇÃO;2016-04-13;47260.9;2016-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. DTVM
11.026.627/0001-38;2016-12-01;1;Cotas do FII Hospital Nossa Senhora de Lourdes;ALIENAÇÃO;2016-04-12;23434.05;2016-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. DTVM
11.026.627/0001-38;2016-12-01;1;Cotas do FII Hospital Nossa Senhora de Lourdes;ALIENAÇÃO;2016-04-11;66059.45;2016-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. DTVM
11.026.627/0001-38;2016-12-01;1;Cotas do FII Hospital Nossa Senhora de Lourdes;ALIENAÇÃO;2016-04-08;63747.1;2016-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. DTVM
11.026.627/0001-38;2016-12-01;1;Cotas do FII Hospital Nossa Senhora de Lourdes;ALIENAÇÃO;2016-04-07;70333.64;2016-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. DTVM
11.026.627/0001-38;2016-12-01;1;Cotas do FII Hospital Nossa Senhora de Lourdes;ALIENAÇÃO;2016-04-06;158808.07;2016-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. DTVM
11.026.627/0001-38;2016-12-01;1;Cotas do FII Hospital Nossa Senhora de Lourdes;ALIENAÇÃO;2016-04-05;7861.6;2016-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. DTVM
11.026.627/0001-38;2016-12-01;1;Cotas do FII Hospital Nossa Senhora de Lourdes;ALIENAÇÃO;2016-04-04;59155.18;2016-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. DTVM
11.026.627/0001-38;2016-12-01;1;Cotas do FII Hospital Nossa Senhora de Lourdes;ALIENAÇÃO;2016-04-01;15881.7;2016-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. DTVM
11.026.627/0001-38;2016-12-01;1;Cotas do FII Hospital Nossa Senhora de Lourdes;ALIENAÇÃO;2016-03-31;42997.1;2016-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. DTVM
11.026.627/0001-38;2016-12-01;1;Cotas do FII Hospital Nossa Senhora de Lourdes;ALIENAÇÃO;2016-03-30;26280;2016-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. DTVM
11.026.627/0001-38;2016-12-01;1;Cotas do FII Hospital Nossa Senhora de Lourdes;ALIENAÇÃO;2016-03-29;20889.7;2016-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. DTVM
11.026.627/0001-38;2016-12-01;1;Cotas do FII Hospital Nossa Senhora de Lourdes;ALIENAÇÃO;2016-03-28;9350;2016-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. DTVM
11.026.627/0001-38;2016-12-01;1;Cotas do FII Hospital Nossa Senhora de Lourdes;ALIENAÇÃO;2016-03-24;2625;2016-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. DTVM
11.026.627/0001-38;2016-12-01;1;Cotas do FII Hospital Nossa Senhora de Lourdes;ALIENAÇÃO;2016-03-21;3750;2016-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. DTVM
11.026.627/0001-38;2016-12-01;1;Cotas do FII Hospital Nossa Senhora de Lourdes;ALIENAÇÃO;2016-03-18;73593.82;2016-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. DTVM
11.026.627/0001-38;2016-12-01;1;Cotas do FII Hospital Nossa Senhora de Lourdes;ALIENAÇÃO;2016-03-17;24185;2016-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. DTVM
11.026.627/0001-38;2016-12-01;1;Cotas do FII Hospital Nossa Senhora de Lourdes;ALIENAÇÃO;2016-03-16;7998;2016-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. DTVM
11.026.627/0001-38;2016-12-01;1;Cotas do FII Hospital Nossa Senhora de Lourdes;ALIENAÇÃO;2016-03-15;83722.5;2016-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. DTVM
11.026.627/0001-38;2016-12-01;1;Cotas do FII Hospital Nossa Senhora de Lourdes;ALIENAÇÃO;2016-03-14;27603.1;2016-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. DTVM
11.026.627/0001-38;2016-12-01;1;Cotas do FII Hospital Nossa Senhora de Lourdes;ALIENAÇÃO;2016-03-11;62177.7;2016-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. DTVM
11.026.627/0001-38;2016-12-01;1;Cotas do FII Hospital Nossa Senhora de Lourdes;ALIENAÇÃO;2016-03-10;4968;2016-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. DTVM
11.026.627/0001-38;2016-12-01;1;Cotas do FII Hospital Nossa Senhora de Lourdes;ALIENAÇÃO;2016-03-04;63491.46;2016-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. DTVM
11.026.627/0001-38;2016-12-01;1;Cotas do FII Hospital Nossa Senhora de Lourdes;ALIENAÇÃO;2016-03-03;114375.25;2016-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. DTVM
11.026.627/0001-38;2016-12-01;1;Cotas do FII Hospital Nossa Senhora de Lourdes;ALIENAÇÃO;2016-02-29;66006.89;2016-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. DTVM
11.026.627/0001-38;2016-12-01;1;Cotas do FII Hospital Nossa Senhora de Lourdes;ALIENAÇÃO;2016-02-22;42916.32;2016-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. DTVM
11.026.627/0001-38;2016-12-01;1;Cotas do FII Hospital Nossa Senhora de Lourdes;ALIENAÇÃO;2016-02-19;1760;2016-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. DTVM
11.026.627/0001-38;2016-12-01;1;Cotas do FII Hospital Nossa Senhora de Lourdes;ALIENAÇÃO;2016-02-18;20335.3;2016-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. DTVM
11.026.627/0001-38;2016-12-01;1;Cotas do FII Edifício Galeria - FII;ALIENAÇÃO;2016-09-09;67560.6;2016-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. DTVM
11.026.627/0001-38;2016-12-01;1;Cotas do FII Edifício Galeria - FII;ALIENAÇÃO;2016-08-08;62510.44;2016-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. DTVM
11.026.627/0001-38;2016-12-01;1;Cotas do FII Edifício Galeria - FII;ALIENAÇÃO;2016-08-05;152180.55;2016-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. DTVM
11.026.627/0001-38;2016-12-01;1;Cotas do FII Edifício Galeria - FII;ALIENAÇÃO;2016-08-04;86468.76;2016-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. DTVM
11.026.627/0001-38;2016-12-01;1;Cotas do FII Edifício Galeria - FII;ALIENAÇÃO;2016-08-03;223935.79;2016-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. DTVM
11.026.627/0001-38;2016-12-01;1;Cotas do FII Edifício Galeria - FII;ALIENAÇÃO;2016-08-02;135991.87;2016-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. DTVM
11.026.627/0001-38;2016-12-01;1;Cotas do FII Edifício Galeria - FII;ALIENAÇÃO;2016-08-01;106243.08;2016-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. DTVM
11.026.627/0001-38;2016-12-01;1;Cotas do FII Edifício Galeria - FII;ALIENAÇÃO;2016-07-29;19909.05;2016-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. DTVM
11.026.627/0001-38;2016-12-01;1;Cotas do FII BTG Pactual Fundo de CRI;ALIENAÇÃO;2016-11-08;239284.74;2016-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. DTVM
11.026.627/0001-38;2016-12-01;1;Cotas do FII BTG Pactual Fundo de CRI;ALIENAÇÃO;2016-11-07;152922;2016-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. DTVM
11.026.627/0001-38;2016-12-01;1;Cotas do FII BTG Pactual Fundo de CRI;ALIENAÇÃO;2016-11-03;105740.74;2016-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. DTVM
11.026.627/0001-38;2016-12-01;1;Cotas do FII BTG Pactual Fundo de CRI;ALIENAÇÃO;2016-11-01;248313.62;2016-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. DTVM
11.026.627/0001-38;2016-12-01;1;Cotas do FII BTG Pactual Fundo de CRI;ALIENAÇÃO;2016-10-31;37824.28;2016-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. DTVM
11.026.627/0001-38;2016-12-01;1;Cotas do FII BTG Pactual Fundo de CRI;ALIENAÇÃO;2016-10-28;121244.66;2016-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. DTVM
11.026.627/0001-38;2016-12-01;1;Cotas do FII BTG Pactual Fundo de CRI;ALIENAÇÃO;2016-10-27;333980.08;2016-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. DTVM
11.026.627/0001-38;2016-12-01;1;Cotas do FII BTG Pactual Fundo de CRI;ALIENAÇÃO;2016-10-26;53305.49;2016-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. DTVM
11.026.627/0001-38;2016-12-01;1;Cotas do FII BTG Pactual Fundo de CRI;ALIENAÇÃO;2016-10-25;119794;2016-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. DTVM
11.026.627/0001-38;2016-12-01;1;Cotas do FII BTG Pactual Fundo de CRI;ALIENAÇÃO;2016-10-24;213630.68;2016-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. DTVM
11.026.627/0001-38;2016-12-01;1;Cotas do FII BTG Pactual Fundo de CRI;ALIENAÇÃO;2016-10-21;118927.3;2016-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. DTVM
11.026.627/0001-38;2016-12-01;1;Cotas do FII BTG Pactual Fundo de CRI;ALIENAÇÃO;2016-10-20;93748.67;2016-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. DTVM
11.026.627/0001-38;2016-12-01;1;Cotas do FII BTG Pactual Fundo de CRI;ALIENAÇÃO;2016-10-19;218100.38;2016-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. DTVM
11.026.627/0001-38;2016-12-01;1;Cotas do FII BTG Pactual Fundo de CRI;ALIENAÇÃO;2016-10-18;137226.07;2016-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. DTVM
11.026.627/0001-38;2016-12-01;1;Cotas do FII BTG Pactual Fundo de CRI;ALIENAÇÃO;2016-10-17;177271.47;2016-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. DTVM
11.026.627/0001-38;2016-12-01;1;Cotas do FII BTG Pactual Fundo de CRI;ALIENAÇÃO;2016-10-14;179003.97;2016-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. DTVM
11.026.627/0001-38;2016-12-01;1;Cotas do FII BTG Pactual Fundo de CRI;ALIENAÇÃO;2016-10-13;193303.6;2016-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. DTVM
11.026.627/0001-38;2016-12-01;1;Cotas do FII BTG Pactual Fundo de CRI;ALIENAÇÃO;2016-10-11;109261.45;2016-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. DTVM
11.026.627/0001-38;2016-12-01;1;Cotas do FII BTG Pactual Fundo de CRI;ALIENAÇÃO;2016-10-07;513863.43;2016-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. DTVM
11.026.627/0001-38;2016-12-01;1;Cotas do FII BTG Pactual Fundo de CRI;ALIENAÇÃO;2016-10-06;388403.32;2016-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. DTVM
11.026.627/0001-38;2016-12-01;1;Cotas do FII BTG Pactual Fundo de CRI;ALIENAÇÃO;2016-10-05;360858.75;2016-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. DTVM
11.026.627/0001-38;2016-12-01;1;Cotas do FII BTG Pactual Fundo de CRI;ALIENAÇÃO;2016-10-04;440547.35;2016-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. DTVM
11.026.627/0001-38;2016-12-01;1;Cotas do FII BTG Pactual Fundo de CRI;ALIENAÇÃO;2016-10-03;356126.2;2016-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. DTVM
11.026.627/0001-38;2016-12-01;1;Cotas do FII BTG Pactual Fundo de CRI;ALIENAÇÃO;2016-09-30;348947;2016-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. DTVM
11.026.627/0001-38;2016-12-01;1;Cotas do FII BTG Pactual Fundo de CRI;ALIENAÇÃO;2016-09-29;96366.76;2016-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. DTVM
11.026.627/0001-38;2016-12-01;1;Cotas do FII BTG Pactual Fundo de CRI;ALIENAÇÃO;2016-09-28;232182.04;2016-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. DTVM
11.026.627/0001-38;2016-12-01;1;Cotas do FII BTG Pactual Fundo de CRI;ALIENAÇÃO;2016-09-27;250756.44;2016-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. DTVM
11.026.627/0001-38;2016-12-01;1;Cotas do FII BTG Pactual Fundo de CRI;ALIENAÇÃO;2016-09-26;403756.1;2016-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. DTVM
11.026.627/0001-38;2016-12-01;1;Cotas do FII BTG Pactual Fundo de CRI;ALIENAÇÃO;2016-09-23;396042.97;2016-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. DTVM
11.026.627/0001-38;2016-12-01;1;Cotas do FII BTG Pactual Fundo de CRI;ALIENAÇÃO;2016-09-22;537027.48;2016-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. DTVM
