CNPJ_Fundo;Data_Referencia;Versao;Numero_Processo;Valores;Causa_Contingencia
10.375.382/0001-91;2020-12-01;1;0306899-67.2016.8.24.0023;45436.64;Em princípio, sem contingência passiva, na medida em que Fundo/Condomínio do Shopping/Seus antecessores não estão no pólo passivo da demanda. Custas e Honorários Advocatícios podem ser considerados devidos em caso de julgamento a favor do réu/executado.
10.375.382/0001-91;2020-12-01;1;0309833-95.2016.8.24.0023;146702.73;Em princípio, sem contingência passiva, na medida em que Fundo/Condomínio do Shopping/Seus antecessores não estão no pólo passivo da demanda. Custas e Honorários Advocatícios podem ser considerados devidos em caso de julgamento a favor do réu/executado.
10.375.382/0001-91;2020-12-01;1;0311963-58.2016.8.24.0023;369427.33;Em princípio, sem contingência passiva, na medida em que Fundo/Seus antecessores não está no pólo passivo da demanda. Custas e Honorários Advocatícios podem ser considerados devidos em caso de julgamento a favor do réu/executado.
10.375.382/0001-91;2020-12-01;1;1021058-77.2016.8.26.0100;247790.02;Recuperação Judicial - Em princípio, sem contingência passiva, na medida em que Fundo/Condomínio do Shopping busca habilitação de crédito em autos de recuperação judicial.
10.375.382/0001-91;2020-12-01;1;1058981-40.2016.8.26.0100;411257.86;Recuperação Judicial - Em princípio, sem contingência passiva, na medida em que Fundo/Condomínio do Shopping busca habilitação de crédito em autos de recuperação judicial.
10.375.382/0001-91;2020-12-01;1;0302970-87.2014.8.24.0090;54563.53;Risco em condenação que determine ao réu/polo passivo o pagamento de valores ou o cumprimento de obrigações de fazer, não fazer e outras  pleiteados na inicial, com a consequente condenação em custas e honorários advocatícios.
10.375.382/0001-91;2020-12-01;1;0001494-38.2016.5.12.0014;36000;Em princípio, não há impacto direto para o condomínio ou o fundo imobiliário, vez que o Shopping possui responsabilidade subsidiária em razão da existência de um primeiro reclamado. Em caso de não pagamento pelo primeiro reclamado, há risco de a condenação precisar ser arcada pelo Shopping, com eventual direto de regresso contra a empresa contratante, se aplicável na forma da lei e do contrato entre as partes.
10.375.382/0001-91;2020-12-01;1;0307388-70.2017.8.24.0023;291940.56;Em princípio, sem contingência passiva, na medida em que Fundo/Condomínio do Shopping/Seus antecessores não estão no pólo passivo da demanda. Custas e Honorários Advocatícios podem ser considerados devidos em caso de julgamento a favor do réu/executado.
10.375.382/0001-91;2020-12-01;1;0307418-08.2017.8.24.0023;325354.56;Em princípio, sem contingência passiva, na medida em que Fundo/Condomínio do Shopping/Seus antecessores não estão no pólo passivo da demanda. Custas e Honorários Advocatícios podem ser considerados devidos em caso de julgamento a favor do réu/executado.
10.375.382/0001-91;2020-12-01;1;0307620-82.2017.8.24.0023;380225.16;Em princípio, sem contingência passiva, na medida em que Fundo/Condomínio do Shopping/Seus antecessores não estão no pólo passivo da demanda. Custas e Honorários Advocatícios podem ser considerados devidos em caso de julgamento a favor do réu/executado.
10.375.382/0001-91;2020-12-01;1;0308352-63.2017.8.24.0023;139821.45;Em princípio, sem contingência passiva, na medida em que Fundo/Condomínio do Shopping/Seus antecessores não estão no pólo passivo da demanda. Custas e Honorários Advocatícios podem ser considerados devidos em caso de julgamento a favor do réu/executado.
10.375.382/0001-91;2020-12-01;1;0312282-89.2017.8.24.0023;121116.53;Em princípio, sem contingência passiva, na medida em que Fundo/Condomínio do Shopping/Seus antecessores não estão no pólo passivo da demanda. Custas e Honorários Advocatícios podem ser considerados devidos em caso de julgamento a favor do réu/executado.
10.375.382/0001-91;2020-12-01;1;0301222-85.2018.8.24.0023;150455.62;Em princípio, sem contingência passiva, na medida em que Fundo/Condomínio do Shopping/Seus antecessores não estão no pólo passivo da demanda. Custas e Honorários Advocatícios podem ser considerados devidos em caso de julgamento a favor do réu/executado.
10.375.382/0001-91;2020-12-01;1;0304781-21.2016.8.24.0023;203122.78;Classe de demanda que, em princípio, tem como consequência a continuidade da locação e a definição do novo valor de aluguel. Custas e honorários advocatícios podem ser considerados devidos.
10.375.382/0001-91;2020-12-01;1;0309089-32.2018.8.24.0023;1574105;Em princípio, sem contingência passiva, na medida em que Fundo/Condomínio do Shopping/Seus antecessores não estão no pólo passivo da demanda. Custas e Honorários Advocatícios podem ser considerados devidos em caso de julgamento a favor do réu/executado.
10.375.382/0001-91;2020-12-01;1;0309155-12.2018.8.24.0023;219001.59;Em princípio, sem contingência passiva, na medida em que Fundo/Condomínio do Shopping/Seus antecessores não estão no pólo passivo da demanda. Custas e Honorários Advocatícios podem ser considerados devidos em caso de julgamento a favor do réu/executado.
10.375.382/0001-91;2020-12-01;1;0307256-76.2018.8.24.0023;11182.47;Risco em condenação que determine ao réu/polo passivo o pagamento de valores ou o cumprimento de obrigações de fazer, não fazer e outras  pleiteados na inicial, com a consequente condenação em custas e honorários advocatícios.
10.375.382/0001-91;2020-12-01;1;0304624-67.2018.8.24.0091;17104.62;Acordo. Aguarda-se homologação.
10.375.382/0001-91;2020-12-01;1;0305515-64.2019.8.24.0023;59818.41;Em princípio, sem contingência passiva, na medida em que Fundo/Condomínio do Shopping/Seus antecessores não estão no pólo passivo da demanda. Custas e Honorários Advocatícios podem ser considerados devidos em caso de julgamento a favor do réu/executado.
10.375.382/0001-91;2020-12-01;1;0305738-17.2019.8.24.0023;190478.61;Em princípio, sem contingência passiva, na medida em que Fundo/Condomínio do Shopping/Seus antecessores não estão no pólo passivo da demanda. Custas e Honorários Advocatícios podem ser considerados devidos em caso de julgamento a favor do réu/executado.
10.375.382/0001-91;2020-12-01;1;0308906-92.2018.8.24.0045;0;Demanda encerrada.
10.375.382/0001-91;2020-12-01;1;5004837-37.2019.8.24.0023;147284.2;Em princípio, sem contingência passiva, na medida em que Fundo/Condomínio do Shopping/Seus antecessores não estão no pólo passivo da demanda. Custas e Honorários Advocatícios podem ser considerados devidos em caso de julgamento a favor do réu/executado.
10.375.382/0001-91;2020-12-01;1;5004411-25.2019.8.24.0023;23172.16;Em princípio, sem contingência passiva, na medida em que Fundo/Condomínio do Shopping/Seus antecessores não estão no pólo passivo da demanda. Custas e Honorários Advocatícios podem ser considerados devidos em caso de julgamento a favor do réu/executado.
10.375.382/0001-91;2020-12-01;1;5001652-81.2019.8.24.0090;16036.1;Risco em condenação que determine ao réu/polo passivo o pagamento de valores ou o cumprimento de obrigações de fazer, não fazer e outras  pleiteados na inicial, com a consequente condenação em custas e honorários advocatícios.
10.375.382/0001-91;2020-12-01;1;5007861-73.2019.8.24.0023;18860.84;Em princípio, sem contingência passiva, na medida em que Fundo/Condomínio do Shopping/Seus antecessores não estão no pólo passivo da demanda. Custas e Honorários Advocatícios podem ser considerados devidos em caso de julgamento a favor do réu/executado.
10.375.382/0001-91;2020-12-01;1;5007449-45.2019.8.24.0023;113427.72;Em princípio, sem contingência passiva, na medida em que Fundo/Condomínio do Shopping/Seus antecessores não estão no pólo passivo da demanda. Custas e Honorários Advocatícios podem ser considerados devidos em caso de julgamento a favor do réu/executado.
10.375.382/0001-91;2020-12-01;1;5007804-55.2019.8.24.0023;143227.62;Em princípio, sem contingência passiva, na medida em que Fundo/Condomínio do Shopping/Seus antecessores não estão no pólo passivo da demanda. Custas e Honorários Advocatícios podem ser considerados devidos em caso de julgamento a favor do réu/executado.
10.375.382/0001-91;2020-12-01;1;5007029-40.2019.8.24.0023;274093.69;Em princípio, sem contingência passiva, na medida em que Fundo/Condomínio do Shopping/Seus antecessores não estão no pólo passivo da demanda. Custas e Honorários Advocatícios podem ser considerados devidos em caso de julgamento a favor do réu/executado.
10.375.382/0001-91;2020-12-01;1;5007146-31.2019.8.24.0023;157614.78;Em princípio, sem contingência passiva, na medida em que Fundo/Condomínio do Shopping/Seus antecessores não estão no pólo passivo da demanda. Custas e Honorários Advocatícios podem ser considerados devidos em caso de julgamento a favor do réu/executado.
10.375.382/0001-91;2020-12-01;1;5008022-83.2019.8.24.0023;R$ 39.546,21;Em princípio, sem contingência passiva, na medida em que Fundo/Condomínio do Shopping/Seus antecessores não estão no pólo passivo da demanda. Custas e Honorários Advocatícios podem ser considerados devidos em caso de julgamento a favor do réu/executado.
10.375.382/0001-91;2020-12-01;1;4032852-05.2019.8.24.0000;0;Agravo - Eventual análise de impacto está na descrição da demanda principal.
10.375.382/0001-91;2020-12-01;1;5012331-50.2019.8.24.0023;417538.28;Em princípio, sem contingência passiva, na medida em que Fundo/Condomínio do Shopping/Seus antecessores não estão no pólo passivo da demanda. Custas e Honorários Advocatícios podem ser considerados devidos em caso de julgamento a favor do réu/executado.
10.375.382/0001-91;2020-12-01;1;5019335-41.2019.8.24.0023;0;Em tese, risco de embargos à execução é se entender que débito questionado na execução correspondente é inexigível, bem como arcar com honorários e custas judiciais.
10.375.382/0001-91;2020-12-01;1;5006196-85.2020.8.24.0023;12587.71;Em princípio, sem contingência passiva, na medida em que Fundo/Condomínio do Shopping/Seus antecessores não estão no pólo passivo da demanda. Custas e Honorários Advocatícios podem ser considerados devidos em caso de julgamento a favor do réu/executado.
10.375.382/0001-91;2020-12-01;1;5010889-15.2020.8.24.0023;97493.42;Classe de demanda que, em princípio, tem como consequência a continuidade da locação e a definição do novo valor de aluguel. Custas e honorários advocatícios podem ser considerados devidos.
10.375.382/0001-91;2020-12-01;1;0000103-40.2020.5.12.0036;38715.06;Em princípio, não há impacto direto para o condomínio ou o fundo imobiliário, vez que o Shopping possui responsabilidade subsidiária em razão da existência de um primeiro reclamado. Em caso de não pagamento pelo primeiro reclamado, há risco de a condenação precisar ser arcada pelo Shopping, com eventual direto de regresso contra a empresa contratante, se aplicável na forma da lei e do contrato entre as partes.
10.375.382/0001-91;2020-12-01;1;5026232-51.2020.8.24.0023;12772.69;Risco em condenação que determine ao réu/polo passivo o pagamento de valores ou o cumprimento de obrigações de fazer, não fazer e outras  pleiteados na inicial, com a consequente condenação em custas e honorários advocatícios.
10.375.382/0001-91;2020-12-01;1;5034855-07.2020.8.24.0023;19525.28;Classe de demanda que, em princípio, tem como consequência a continuidade da locação e a definição do novo valor de aluguel. Custas e honorários advocatícios podem ser considerados devidos.
10.375.382/0001-91;2020-12-01;1;5057091-50.2020.8.24.0023;56053.63;Em princípio, sem contingência passiva, na medida em que Fundo/Condomínio do Shopping/Seus antecessores não estão no pólo passivo da demanda. Custas e Honorários Advocatícios podem ser considerados devidos em caso de julgamento a favor do réu/executado.
10.375.382/0001-91;2020-12-01;1;5054089-72.2020.8.24.0023;312520.06;Em princípio, sem contingência passiva, na medida em que Fundo/Condomínio do Shopping/Seus antecessores não estão no pólo passivo da demanda. Custas e Honorários Advocatícios podem ser considerados devidos em caso de julgamento a favor do réu/executado.
10.375.382/0001-91;2020-12-01;1;4005696-08.2020.8.24.0000;0;Agravo de instrumento. Impacto analisado na demanda principal.
10.375.382/0001-91;2020-12-01;1;0001024-65.2020.5.12.0014;16759.91;Em princípio, não há impacto direto para o condomínio ou o fundo imobiliário, vez que o Shopping possui responsabilidade subsidiária em razão da existência de um primeiro reclamado. Em caso de não pagamento pelo primeiro reclamado, há risco de a condenação precisar ser arcada pelo Shopping, com eventual direto de regresso contra a empresa contratante, se aplicável na forma da lei e do contrato entre as partes.
10.375.382/0001-91;2020-12-01;1;0000498-38.2020.5.12.0034;25374.14;Em princípio, não há impacto direto para o condomínio ou o fundo imobiliário, vez que o Shopping possui responsabilidade subsidiária em razão da existência de um primeiro reclamado. Em caso de não pagamento pelo primeiro reclamado, há risco de a condenação precisar ser arcada pelo Shopping, com eventual direto de regresso contra a empresa contratante, se aplicável na forma da lei e do contrato entre as partes.
10.375.382/0001-91;2020-12-01;1;0000879-09.2020.5.12.0014;4250;Acordo - Aguarda-se cumprimento de acordo e posterior encerramento da demanda.
10.375.382/0001-91;2020-12-01;1;5032464-51.2020.8.24.0000;0;Agravo - Impacto analisado nos autos principais.
10.375.382/0001-91;2020-12-01;1;5069756-98.2020.8.24.0023;0;Em tese, risco de embargos à execução é se entender que débito questionado na execução correspondente é inexigível, bem como arcar com honorários e custas judiciais.
10.375.382/0001-91;2020-12-01;1;5011626-11.2020.8.24.0090;22485.81;Risco em condenação que determine ao réu/polo passivo o pagamento de valores ou o cumprimento de obrigações de fazer, não fazer e outras  pleiteados na inicial, com a consequente condenação em custas e honorários advocatícios.
10.375.382/0001-91;2020-12-01;1;5035232-47.2020.8.24.0000;0;Agravo de instrumento. Impacto analisado na demanda principal.
13.974.819/0001-00;2020-12-01;1;N/A;0;N/A
14.365.190/0001-55;2020-12-01;1;52513.2016.811.0107 52645.2016.811.0107 52780.2016.811.0107;300.000,00;Embargos de terceiro opostos pelo Fundo Estrutura II apensos às execuções movidas pela AGROVERDE e pela GO AGRO, alegando que os imóveis da CPR objeto da execução não tem relação com as propriedades do Fundo Estrutura II
14.365.190/0001-55;2020-12-01;1;110310.2015.811.010710492.811.0107109363.2015.811.0107;300.000,00;Medidas cautelares ajuizadas pela AGROVERDE requerendo a sua nomeação como depositária judicial das lavouras de soja
14.879.856/0001-93;2020-12-01;1;0057942-88.2017.8.26.0100 (0160217-70.2007.8.26.0002);0.00;Valores devidos pelo Shopping, pagos. Houve excesso de execução, tendo sido devolvidos ao Shopping cerca de R$ 27.000,00 (vinte e sete mil reais). Demanda segue ativa (entre vencedores da demanda principal e terceiros que são são seus credores), todavia, sem impactos ao Shopping, s.m.j.
15.333.306/0001-37;2020-12-01;1;0399173-57.2016.8.19.0001;0;Não há risco de perda, uma vez que se trata de crédito a receber. Referido crédito encontra-se em fase de habilitação na RJ.
15.333.306/0001-37;2020-12-01;1;0029413-55.2020.8.19.0001;231600;Em princípio, sem contingência passiva, na medida em que Fundo não está no pólo passivo da demanda. Custas e Honorários Advocatícios podem ser considerados devidos em caso de julgamento a favor do réu/executado.
15.333.306/0001-37;2020-12-01;1;0230698-36.2019.8.19.0001;0;Eventual perda da demanda implicará na condenação em honorários de sucumbência, em valor a ser eventualmente fixado pelo juiz da causa.
15.333.306/0001-37;2020-12-01;1;0070636-85.2020.8.19.0001;10032.3;Acordo. Aguarda-se cumprimento e posterior arquivamento do processo.
15.333.306/0001-37;2020-12-01;1;0131929-56.2020.8.19.0001;101643.6;Acordo.Pende homologação. Aguarda-se cumprimento e posterior arquivamento do processo.
15.333.306/0001-37;2020-12-01;1;0045173-47.2020.8.19.0000;0;Agravo - impossibilidade de executar a garantia pelo Itaú Seguros S.A. Demais impactos analisados na demanda principal.
15.333.306/0001-37;2020-12-01;1;0125434-93.2020.8.19.0001;0;Pedido de desistência. Aguarda-se homologação e arquivamento.
17.035.124/0001-05;2020-06-01;1;N/A;N/A;N/A
18.330.535/0001-96;2020-12-01;1;1032897-65.2017.8.26.0100;9.886.932,87;Trata-se de embargos opostos à execução de título extrajudicial (conexo ao Processo 1004974-64.2017.8.26.0100), movida pelo RB Capital Petros FII para cobrar os valores devidos a título de Prêmio de Locação,  conforme previsto na Escritura de Compra e Venda de Imóvel de fração ideal de 52% do imóvel localizado na cidade de Rio Grande/RS.
18.330.535/0001-96;2020-12-01;1;1005551-97.2017.8.26.0405;1.626.958,90;Trata-se de pedido de revisão judicial do cláusula contratual (conexos aos Processos n.º 1032897-65.2017.8.26.0100 e 1004974-64.2017.8.26.0100) que estabelece a obrigação das autoras pagarem o "Prêmio de Locação" em favor do RB Capital Petros FII, conforme previsto na Escritura de Compra e Venda de Imóvel de fração ideal de 52% do imóvel localizado na cidade de Rio Grande/RS.
22.957.521/0001-74;2020-12-01;1;não se aplica;não se aplica;não se aplica
23.120.006/0001-06;2020-12-01;2;A286;8.494.871,69;Procedimento arbitral instaurado pela AGL
23.120.006/0001-06;2020-12-01;2;53123.001191/2020-59;6226413.59;procedimento administrativo instaurado pelos Correios
23.120.006/0001-06;2020-12-01;2;53123.043826/2020-95;17789753.8;procedimento administrativo instaurado pelos Correios
23.570.871/0001-46;2020-12-01;1;N/A;0;N/A
23.964.908/0001-10;2020-12-01;1;N/A;0;N/A
28.516.650/0001-03;2020-12-01;1;N/A;0;N/A
28.693.595/0001-27;2020-12-01;1;N/A;0;N/A
28.757.546/0001-00;2020-06-01;2;1110781-44.2015.8.26.0100;230273.76;DESPEJO POR FALTA DE PAGAMENTO.
28.757.546/0001-00;2020-06-01;2;1132577-57.2016.8.26.0100;39638.49;EXECUÇÃO DE VALORES DECORRENTES DO CONTRATO DE LOCAÇÃO.
28.757.546/0001-00;2020-06-01;2;1119609-58.2017.8.26.0100;223893.36;AÇÃO DE DESPEJO POR FALTA DE PAGAMENTO CUMULADA COM COBRANÇA.
28.757.546/0001-00;2020-06-01;2;1046969-23.2018.8.26.0100;238162.68;AÇÃO RENOVATÓRIA DE CONTRATO DE LOCAÇÃO.
28.757.546/0001-00;2020-06-01;2;1058626-59.2018.8.26.0100;323764.36;AÇÃO DE EXECUÇÃO DE VALORES DECORRENTES DO CONTRATO DE LOCAÇÃO - PERÍODO DE 05/02/2018 A 05/05/2018 E CONFISSÃO DE DÍVIDA VENCIDA EM 05/01/2018.
28.757.546/0001-00;2020-06-01;2;1063613-41.2018.8.26.0100;164776.68;AÇÃO DE DESPEJO POR FALTA DE PAGAMENTO NÃO CUMULADA COM COBRANÇA
28.757.546/0001-00;2020-06-01;2;1078121-89.2018.8.26.0100;177306.84;AÇÃO DE DESPEJO CUMULADA COM COBRANÇA DOS ALUGUEIS E DEMAIS ENCARGOS LOCATÍCIOS VENCIDOS DESDE DEZEMBRO DE 2017, TOTALIZANDO UM DÉBITO ATÉ MAIO DE 2018, DEVIDAMENTE CORRIGIDO.
28.757.546/0001-00;2020-06-01;2;1033134-02.2017.8.26.0100;32715.29;AÇÃO DE EXECUÇÃO DE TÍTULO EXTRAJUDICIAL PARA COBRANÇA DOS ALUGUEIS VENCIDOS EM JANEIRO, FEVEREIRO E MARÇO DE 2017, NO VALOR DE R$ 32.715,29
28.757.546/0001-00;2020-06-01;2;1024182-34.2017.8.26.0100;234971.76;AÇÃO PARA RESCISÃO DE CONTRATO DE LOCAÇÃO E INSTRUMENTOS DE CESSÃO DE DIREITO DE USO COM DEPÓSITO JUDICIAL DAS CHAVES CUMULADA COM INEXIGIBILIDADE  DE VALORES E PEDIDO DE LIMINAR
28.757.546/0001-00;2020-06-01;2;1000100-45.2017.5.02.0006;70000;O RECLAMANTE FOI ADMITIDO PELA 1ª RECLAMADA ( TECFAC MANUTENÇÕES TÉCNICAS DE FACHADAS E SUPERFÍCIES LTDA), PARA EXERCER A FUNÇÃO DE AJUDANTE OPERADOR DE BALANCINHO E DISPENSADO EM 03/01/2017, PERCEBENDO COMO ÚLTIMA REMUNERAÇÃO Á IMPORTÂNCIA DE R$ 1.361,80 MENSAL (R$6,19 POR HORA).
28.757.546/0001-00;2020-06-01;2;1000160-22.2018.5.02.0058;15275;O RECLAMANTE FOI ADMITIDO AOS PRÉSTIMOS DA PRIMEIRA RECLAMADA (MPM PARKING) EM 28/06/2016 PARA EXERCER A FUNÇÃO DE LÍDER PRESTANDO SERVIÇO EXCLUSIVAMENTE PARA A SEGUNDA RECLAMADA (CIDADE SÃO PAULO). FOI DISPENSADO EM 15/02/2018.
28.757.546/0001-00;2020-06-01;2;1001284-91.2017.5.02.0020;39000;O RECLAMANTE FORA ADMITIDO AOS PRÉSTIMOS DA 1ª RECLAMADA (SC2 ENGENHARIA E SERVIÇOS LTDA) EM 29/07/13 PARA EXERCER A FUNÇÃO DE AJUDANTE, EM FAVOR DA 2ª RECLAMADA (SHOPPING CIDADE SÃO PAULO). RECEBEU COMO ÚLTIMO SALÁRIO A QUANTIA FIXA DE R$ 1.509,18 (MIL QUINHENTOS E NOVE REAIS E DEZOITO CENTAVOS). FOI DEMITIDO SEM JUSTA CAUSA, EM 16/01/16.
28.757.546/0001-00;2020-06-01;2;1000790-80.2018.5.02.0025;21872.87;O RECLAMANTE ALEGA QUE FOI CONTRATADA PELA 1ª RECLAMADA EM 01/09/2017, TENDO PRESTADO SERVIÇOS PARA A 2ª E 3ª (DE 03/10/2017 AO FIM - EM 02/05/2018). PROSSEGUE INFORMANDO QUE, EMBORA TENHA SIDO CONTRATADO COMO ATENDENTE, SEMPRE ATIVOU-SE COMO SEGURANÇA, EXECUTANDO O TRABALHO EM EQUIPARAÇÃO AO SR. EDSON.
