CNPJ_Fundo;Data_Referencia;Versao;Nome_Prestador;CNPJ_Prestador;Endereco;Telefone
35.652.102/0001-76;2024-06-01;1;FUNDO DE INVESTIMENTO IMOBILIARIO THE ONE;12948291000123;AV BRIG FARIA LIMA 3600;(11) 31244100
35.652.102/0001-76;2024-06-01;1;VERA CRUZ II DESENVOLVIMENTO IMOBILIARIO SPE LTDA;11702125000180;R JERONIMO DA VEIGA, 45;(11) 30711811
35.652.102/0001-76;2024-06-01;1;SECRETARIA MUNICIPAL DA FAZENDA;46392130000118;R SEN DANTAS, 105, 27 AN - CENTRO, RIO DE JANEIRO - RJ - 20031-201;(11) 28737460
35.652.102/0001-76;2024-06-01;1;EDIFICIO CIDADE JARDIM SPE EMPREENDIMENTOS IMOBILIARIOS LTDA;09043077000113;R FUNCHAL, 375, AND 13 - VILA OLIMPIA, SAO PAULO - SP - 04551-060;(11) 30552136
35.652.102/0001-76;2024-06-01;1;TRUE SECURITIZADORA S.A.;12130744000100;AV STO AMARO, 48, AND 2 CONJ 21 E 22 - VILA NOVA CONCEICA, SAO PAULO - SP - 04506-000;(11) 30714475
35.652.278/0001-28;2024-06-01;1;n/a;n/a;n/a;n/a
40.011.279/0001-23;2024-06-01;1;n/a;n/a;n/a;n/a
42.537.492/0001-07;2024-06-01;1;n/a;n/a;n/a;n/a
42.537.492/0001-07;2024-06-01;1;n/a;n/a;n/a;n/a
42.592.476/0001-09;2024-06-01;1;LESTE FINANCIAL SERVICES GESTÃO DE RECURSOS LTDA;17036001000199;Rua Dias Ferreira, n° 190, 6° andar, Leblon, Rio de Janeiro/RJ;(21) 3544-4739
48.978.859/0001-04;2024-06-01;1;BGR ASSET MANAGEMENT LTDA;48730767000100;Avenida das Nações Unidas, nº 12.495, Centro Empresarial Berrini, Torre A, 18º andar, escritório 181, parte, Brooklin Novo, CEP 04578-000;(11) 32011000
52.446.271/0001-79;2024-06-01;1;n/a;n/a;n/a;n/a
52.446.271/0001-79;2024-06-01;1;n/a;n/a;n/a;n/a
54.375.187/0001-37;2024-06-01;1;Banco do Brasil S.A.;191;Avenida chile, 330 - 9º andar - Rio de Janeiro - RJ;(21) 3808-6066
54.564.113/0001-49;2024-06-01;1;XP VISTA ASSET MANAGMENT LTDA.;16789525000198;;
54.620.584/0001-27;2024-06-01;2;ORIZ ASSET MANAGEMENT LTDA.;31.384.260/001-31;AV BRIG FARIA LIMA, nº 2055, CONJ. 152, JARDIM PAULISTANO, São Paulo/SP;(11) 9100-94820
