CNPJ_Fundo;Data_Referencia;Versao;Nome_Diretor_Representante;Funcao;Nome_Empresa;Periodo;Cargo_Funcao;Atividade_Principal
02.508.235/0001-14;2019-12-01;1;PAULO ANDRE PORTO BILYK;Diretor Responsável pelo FII;Rio Bravo Investimentos;de 2015 até 2018;Chief Investment Officer;Investimentos Imobiliários
02.508.235/0001-14;2019-12-01;1;PAULO ANDRE PORTO BILYK;Diretor Responsável pelo FII;Rio Bravo Investimentos;desde 2019;Chief Executive Officer;Investimentos Imobiliários
03.251.720/0001-18;2019-12-01;1;Henrique Freihofer Molinari;Diretor Responsável pelo FII;Coin DTVM LTDA;30/08/1989 a atual;Sócio-diretor;Sociedade Distribuidora
03.507.519/0001-59;2019-12-01;1;PAULO ANDRE PORTO BILYK;Diretor Responsável pelo FII;Rio Bravo Investimentos;2015 - 2018;CIO Chief Investment officer;Investimentos Imobiliários
03.507.519/0001-59;2019-12-01;1;PAULO ANDRE PORTO BILYK;Diretor Responsável pelo FII;Rio Bravo Investimentos;desde 2019;CEO chief executive officer;Investimentos Imobiliários
03.683.056/0001-86;2019-12-01;1;PAULO ANDRE PORTO BILYK;Diretor Responsável pelo FII;Rio Bravo Investimentos;Último ano;Chief Enterprise Officer;Investimentos Imobiliários
03.683.056/0001-86;2019-12-01;1;PAULO ANDRE PORTO BILYK;Diretor Responsável pelo FII;Rio Bravo Investimentos;2015 a 2018;Chief Investment Officer;Investimentos Imobiliários
03.855.441/0001-63;2019-12-01;1;PAULO ANDRE PORTO BILYK;Diretor Responsável pelo FII;Rio Bravo Investimentos;De 2015 até 2018;Chief Investment Officer;Investimentos Imobiliários
03.855.441/0001-63;2019-12-01;1;PAULO ANDRE PORTO BILYK;Diretor Responsável pelo FII;Rio Bravo Investimentos;Desde 2019;Chief Executive Officer;Investimentos Imobiliários
04.066.582/0001-60;2019-12-01;1;Allan Hadid;Diretor Responsável pelo FII;BRZ Investimentos;De junho de 2011 até junho de 2014;CEO (Chief Executive Officer);Atuou na área de gestão de recursos
04.066.582/0001-60;2019-12-01;1;Allan Hadid;Diretor Responsável pelo FII;Banco BTG Pactual S.A;De julho de 2014 até hoje;Ingressou como partner no Banco BTG Pactual S.A. na posição de COO (Chief Operations Officer) da área de Merchant Banking e, atualmente, ocupa o cargo de COO (Chief Operations Officer) da área de Global Asset Management;Atualmente, ocupa o cargo de COO (Chief Operations Officer) da área de Global Asset Management.
04.141.645/0001-03;2019-12-01;1;CAROLINA ANDREA GARISTO GREGORIO;Diretor Responsável pelo FII;BR-CAPITAL D.T.V.M. S.A.;2016 até apresente data;Diretora;Distribuidora de Títulos e Valores Mobiliários
04.141.645/0001-03;2019-12-01;1;CAROLINA ANDREA GARISTO GREGORIO;Diretor Responsável pelo FII;UNITAS CONSULTORIA E EMPREENDIMENTOS LTDA.;2016 até apresente data;Diretora;Consultoria Imobiliária, Estruturação e Desenvolvimento de Empreendimentos Imobiliária.
04.722.883/0001-02;2019-12-01;1;Allan Hadid;Diretor Responsável pelo FII;Banco BTG Pactual S.A;De julho de 2014 até hoje;Ingressou como partner no Banco BTG Pactual S.A. na posição de COO (Chief Operations Officer) da área de Merchant Banking e, atualmente, ocupa o cargo de COO (Chief Operations Officer) da área de Global Asset Management;Atualmente, ocupa o cargo de COO (Chief Operations Officer) da área de Global Asset Management.
04.722.883/0001-02;2019-12-01;1;Allan Hadid;Diretor Responsável pelo FII;BRZ Investimentos;De junho de 2011 até junho de 2014;CEO (Chief Executive Officer);Atuou na área de gestão de recursos
04.782.236/0001-88;2019-12-01;1;Fernando Ferreira da Silva Telles;Diretor Responsável pelo FII;Coinvalores C.C.V.M. Ltda.;24/06/1996;Diretor;Sociedade Corretora
05.437.916/0001-27;2019-12-01;1;Fernando Ferreira da Silva Telles;Diretor Responsável pelo FII;Coinvalores C.C.V.M. Ltda.;24/06/1996;Diretor;Sociedade Corretora
05.562.312/0001-02;2019-12-01;2;Gabriel José Lindenbaum;Representante de cotistas;Lisboa Lindenbaum Imoveis LTDA;29 anos;Sócio Gerente;Administração de imóveis
05.562.312/0001-02;2019-12-01;2;Allan Hadid;Diretor Responsável pelo FII;BRZ Investimentos;De junho de 2011 até junho de 2014;CEO (Chief Executive Officer);Atuou na área de gestão de recursos
05.562.312/0001-02;2019-12-01;2;Allan Hadid;Diretor Responsável pelo FII;Banco BTG Pactual S.A;De julho de 2014 até hoje;Ingressou como partner no Banco BTG Pactual S.A. na posição de COO (Chief Operations Officer) da área de Merchant Banking e, atualmente, ocupa o cargo de COO (Chief Operations Officer) da área de Global Asset Management;Atualmente, ocupa o cargo de COO (Chief Operations Officer) da área de Global Asset Management.
05.562.312/0001-02;2019-12-01;2;Luiz Gustavo Aurnheimer Vieira;Representante de cotistas;Consenso Locação e construção de Imóveis Ltda;16 anos;Sócio;Locação e construção de imóveis
05.562.312/0001-02;2019-12-01;2;Luiz Gustavo Aurnheimer Vieira;Representante de cotistas;Consenso Locação e construção de Imóveis Ltda;6;Sócio;Locação e construção de imóveis
06.175.262/0001-73;2019-12-01;1;José Alexandre Costa de Freitas;Diretor Responsável pelo FII;Oliveira Trust;Março de 1992 - Data atual;Diretor Presidente;Distribuidora de Títulos e Valores Mobiliários
07.000.400/0001-46;2019-12-01;2;Luiz Gustavo Aurnheimer Vieira;Representante de cotistas;Consenso Locação e construção de Imóveis Ltda;16 anos;Sócio;Locação e construção de imóveis
07.000.400/0001-46;2019-12-01;2;GABRIEL JOSÉ LINDENBAUM;Representante de cotistas;LISBOA LINDENBAUM IMOVEIS LTDA.;29 anos;Sócio Gerente;Administração de Imoveis
07.000.400/0001-46;2019-12-01;2;BERNARDO AURNHEIMER VIEIRA;Representante de cotistas;Consenso Locação e construção de Imóveis Ltda;16 aos;Sócio;administração
07.000.400/0001-46;2019-12-01;2;Allan Hadid;Diretor Responsável pelo FII;Banco BTG Pactual S.A;De julho de 2014 até hoje;Ingressou como partner no Banco BTG Pactual S.A. na posição de COO (Chief Operations Officer) da área de Merchant Banking e, atualmente, ocupa o cargo de COO (Chief Operations Officer) da área de Global Asset Management;Atualmente, ocupa o cargo de COO (Chief Operations Officer) da área de Global Asset Management.
07.000.400/0001-46;2019-12-01;2;Allan Hadid;Diretor Responsável pelo FII;BRZ Investimentos;De junho de 2011 até junho de 2014;CEO (Chief Executive Officer);Atuou na área de gestão de recursos
07.122.725/0001-00;2019-12-01;1;Allan Hadid;Diretor Responsável pelo FII;Banco BTG Pactual S.A;De julho de 2014 até hoje;Ingressou como partner no Banco BTG Pactual S.A. na posição de COO (Chief Operations Officer) da área de Merchant Banking e, atualmente, ocupa o cargo de COO (Chief Operations Officer) da área de Global Asset Management;Atualmente, ocupa o cargo de COO (Chief Operations Officer) da área de Global Asset Management.
07.122.725/0001-00;2019-12-01;1;Allan Hadid;Diretor Responsável pelo FII;BRZ Investimentos;De junho de 2011 até junho de 2014;CEO (Chief Executive Officer);Atuou na área de gestão de recursos
07.224.019/0001-60;2019-12-01;1;Allan Hadid;Diretor Responsável pelo FII;BRZ Investimentos;De junho de 2011 até junho de 2014;CEO (Chief Executive Officer);Atuou na área de gestão de recursos
07.224.019/0001-60;2019-12-01;1;Gabriel José Lindenbaum;Representante de cotistas;Lisboa Lindenbaum Imoveis LTDA;25;Sócio Gerente;Administração, locação, compra e venda de imóveis, e processos judiciais na área imobiliária, como despejos, execuções, renovatórias e revisionais.
07.224.019/0001-60;2019-12-01;1;Allan Hadid;Diretor Responsável pelo FII;Banco BTG Pactual S.A;De julho de 2014 até hoje;Ingressou como partner no Banco BTG Pactual S.A. na posição de COO (Chief Operations Officer) da área de Merchant Banking e, atualmente, ocupa o cargo de COO (Chief Operations Officer) da área de Global Asset Management;Atualmente, ocupa o cargo de COO (Chief Operations Officer) da área de Global Asset Management.
07.583.627/0001-61;2019-12-01;1;David Assine;Diretor Responsável pelo FII;Ourinvest Metais Comercial Exportadora;2003-atual;Diretor;Comércio atacadista de extração mineral
07.583.627/0001-61;2019-12-01;1;David Assine;Diretor Responsável pelo FII;Banco Ourinvest S.A.;1988-atual;Diretor;Bancos múltiplos, sem carteira comercial
07.583.627/0001-61;2019-12-01;1;David Assine;Diretor Responsável pelo FII;Assine DTVM;1978-1985;Sócio-gerente;Distribuidora de títulos e valores mobiliários
07.583.627/0001-61;2019-12-01;1;David Assine;Diretor Responsável pelo FII;Suppliercard Administradora de Cartões;05/2004-09/2010;Presidente Conselho de Administração;Administração de cartão de crédito
07.583.627/0001-61;2019-12-01;1;N/A;Representante de cotistas;N/A;N/A;N/A;N/A
07.583.627/0001-61;2019-12-01;1;David Assine;Diretor Responsável pelo FII;Ourinvest Participações S.A.;1992-atual;Diretor;Holding de instituições não financeiras
07.789.135/0001-27;2019-12-01;1;GUILHERME CHARNAUX GRUMSER;Diretor Responsável pelo FII;Grupo Brasil Plural;10/2009 á atual;Senior Partner;Diretor responsavel
08.014.513/0001-63;2019-12-01;1;Allan Hadid;Diretor Responsável pelo FII;Banco BTG Pactual S.A;De julho de 2014 até hoje;Ingressou como partner no Banco BTG Pactual S.A. na posição de COO (Chief Operations Officer) da área de Merchant Banking e, atualmente, ocupa o cargo de COO (Chief Operations Officer) da área de Global Asset Management;Atualmente, ocupa o cargo de COO (Chief Operations Officer) da área de Global Asset Management.
08.014.513/0001-63;2019-12-01;1;Allan Hadid;Diretor Responsável pelo FII;BRZ Investimentos;De junho de 2011 até junho de 2014;CEO (Chief Executive Officer);Atuou na área de gestão de recursos
08.098.114/0001-28;2019-06-01;1;Allan Hadid;Diretor Responsável pelo FII;BRZ Investimentos;De junho de 2011 até junho de 2014;CEO (Chief Executive Officer);Atuou na área de gestão de recursos
08.098.114/0001-28;2019-06-01;1;Allan Hadid;Diretor Responsável pelo FII;Banco BTG Pactual S.A;De julho de 2014 até hoje;Ingressou como partner no Banco BTG Pactual S.A. na posição de COO (Chief Operations Officer) da área de Merchant Banking e, atualmente, ocupa o cargo de COO (Chief Operations Officer) da área de Global Asset Management;Atualmente, ocupa o cargo de COO (Chief Operations Officer) da área de Global Asset Management.
08.417.532/0001-30;2019-12-01;1;PAULO ANDRE PORTO BILYK;Diretor Responsável pelo FII;Rio Bravo Investimentos;Desde 2019;Chief Executive Officer;Investimentos Imobiliários
08.417.532/0001-30;2019-12-01;1;PAULO ANDRE PORTO BILYK;Diretor Responsável pelo FII;Rio Bravo Investimentos;De 2015 até 2018;Chief Investment Officer;Investimentos Imobiliários
08.431.747/0001-06;2019-12-01;1;Maria Cecilia Carrazedo de Andrade;Diretor Responsável pelo FII;Credit Suisse Hedging-Griffo Corretora de Valores S.A.;Outubro/2006 a Fevereiro/2017;Vice President - Real Estate;Instituição Financeira
08.431.747/0001-06;2019-12-01;1;Maria Cecilia Carrazedo de Andrade;Diretor Responsável pelo FII;Hedge Investments;Fevereiro/2017 até a presente data;Sócia e Diretora - Real Estate;Instituição Financeira
08.693.497/0001-82;2019-12-01;1;Marcos Wanderley Pereira;Diretor Responsável pelo FII;Vórtx DTVM;04/2018 até a presente data;Head Funds TrustMobiliários;Distribuidora de Títulos e Valores Mobiliários
08.693.497/0001-82;2019-12-01;1;Marcos Wanderley Pereira;Diretor Responsável pelo FII;BTG Pactual;08/2004 até 06/2017;Administrador de Carteira de Valores Mobiliários;Distribuidora de Títulos e Valores Mobiliários
08.696.175/0001-97;2019-06-01;1;José Alexandre Costa de Freitas;Diretor Responsável pelo FII;Oliveira Trust;Março/1992 - Data Atual;Diretor Presidente;Distribuidora de Títulos e Valores Mobiliários
08.706.065/0001-69;2019-12-01;1;Allan Hadid;Diretor Responsável pelo FII;Banco BTG Pactual S.A;De julho de 2014 até hoje;Ingressou como partner no Banco BTG Pactual S.A. na posição de COO (Chief Operations Officer) da área de Merchant Banking e, atualmente, ocupa o cargo de COO (Chief Operations Officer) da área de Global Asset Management;Atualmente, ocupa o cargo de COO (Chief Operations Officer) da área de Global Asset Management.
08.706.065/0001-69;2019-12-01;1;Allan Hadid;Diretor Responsável pelo FII;BRZ Investimentos;De junho de 2011 até junho de 2014;CEO (Chief Executive Officer);Atuou na área de gestão de recursos
08.924.783/0001-01;2019-12-01;1;Allan Hadid;Diretor Responsável pelo FII;BRZ Investimentos;De junho de 2011 até junho de 2014;CEO (Chief Executive Officer);Atuou na área de gestão de recursos
08.924.783/0001-01;2019-12-01;1;Allan Hadid;Diretor Responsável pelo FII;Banco BTG Pactual S.A;De julho de 2014 até hoje;Ingressou como partner no Banco BTG Pactual S.A. na posição de COO (Chief Operations Officer) da área de Merchant Banking e, atualmente, ocupa o cargo de COO (Chief Operations Officer) da área de Global Asset Management;Atualmente, ocupa o cargo de COO (Chief Operations Officer) da área de Global Asset Management.
09.006.914/0001-34;2019-12-01;1;Alcindo Costa Canto Neto;Diretor Responsável pelo FII;Votorantim Asset Management;out/18 - atual;Diretor executivo;Gestão de recursos
09.006.914/0001-34;2019-12-01;1;Alcindo Costa Canto Neto;Diretor Responsável pelo FII;HSBC Asset Management;mai/14 - jun/16;CEO;Gestão de recursos
09.006.914/0001-34;2019-12-01;1;Alcindo Costa Canto Neto;Diretor Responsável pelo FII;Bradesco Asset Management;jun/16 - set/18;Diretor de distribuição;Gestão de recursos
09.072.017/0001-29;2019-12-01;1;Augusto Afonso Martins;Diretor Responsável pelo FII;Rio Bravo Investimentos;08/2006 a 03/2017;Sócio co-responsável pela área de investimentos imobiliários;Gestora de recursos
09.072.017/0001-29;2019-12-01;1;Augusto Afonso Martins;Diretor Responsável pelo FII;Credit Suisse Hedging-Griffo;03/2017 a 10/2018;Diretor co-responsável pela área de investimentos imobiliários;Gestora de recursos
09.072.017/0001-29;2019-12-01;1;Augusto Afonso Martins;Diretor Responsável pelo FII;Credit Suisse Hedging-Griffo;10/2018 - atualmente;Diretor responsável pela área de investimentos imobiliários;Gestora de recursos
09.326.861/0001-39;2019-12-01;1;Maria Cecilia Carrazedo de Andrade;Diretor Responsável pelo FII;Hedge Investments;Fevereiro/2017 até a presente data;Sócia e Diretora - Real Estate;Instituição Financeira
09.326.861/0001-39;2019-12-01;1;Maria Cecilia Carrazedo de Andrade;Diretor Responsável pelo FII;Credit Suisse Hedging-Griffo Corretora de Valores S.A.;Outubro/2006 a Fevereiro/2017;Vice President - Real Estate;Instituição Financeira
09.350.920/0001-04;2019-12-01;1;PAULO ANDRE PORTO BILYK;Diretor Responsável pelo FII;Rio Bravo Investimentos;2015 a 2018;Chief Investment Officer;Investimentos Imobiliários
09.350.920/0001-04;2019-12-01;1;PAULO ANDRE PORTO BILYK;Diretor Responsável pelo FII;Rio Bravo Investimentos;Último ano;Chief Enterprise Officer;Investimentos Imobiliários
09.552.812/0001-14;2019-12-01;1;Allan Hadid;Diretor Responsável pelo FII;BRZ Investimentos;De junho de 2011 até junho de 2014;CEO (Chief Executive Officer);Atuou na área de gestão de recursos
09.552.812/0001-14;2019-12-01;1;Allan Hadid;Diretor Responsável pelo FII;Banco BTG Pactual S.A;De julho de 2014 até hoje;Ingressou como partner no Banco BTG Pactual S.A. na posição de COO (Chief Operations Officer) da área de Merchant Banking e, atualmente, ocupa o cargo de COO (Chief Operations Officer) da área de Global Asset Management;Atualmente, ocupa o cargo de COO (Chief Operations Officer) da área de Global Asset Management.
10.347.505/0001-80;2019-12-01;1;Alcindo Costa Canto Neto;Diretor Responsável pelo FII;Bradesco Asset Management;jun/16 - set/18;Diretor de distribuição;Gestão de recursos
10.347.505/0001-80;2019-12-01;1;Alcindo Costa Canto Neto;Diretor Responsável pelo FII;HSBC Asset Management;mai/14 - jun/16;CEO;Gestão de recursos
10.347.505/0001-80;2019-12-01;1;Alcindo Costa Canto Neto;Diretor Responsável pelo FII;Votorantim Asset Management;out/18 - atual;Diretor executivo;Gestão de recursos
10.347.985/0001-80;2019-12-01;1;Alcindo Costa Canto Neto;Diretor Responsável pelo FII;VOTORANTIM ASSET MANAGEMENT;OUTUBRO/2018 - ATUAL;DIRETOR EXECUTIVO;GESTÃO DE RECURSOS
10.347.985/0001-80;2019-12-01;1;Alcindo Costa Canto Neto;Diretor Responsável pelo FII;BRADESCO ASSET MANAGEMENT;JUNHO/2016 - SETEMBRO/2018;DIRETOR DE DISTRIBUIÇÃO;GESTÃO DE RECURSOS
10.347.985/0001-80;2019-12-01;1;Alcindo Costa Canto Neto;Diretor Responsável pelo FII;HSBC ASSET MANAGEMENT;MAIO/2014 - JUNHO/2016;CEO;GESTÃO DE RECURSOS
10.348.185/0001-83;2019-12-01;1;Alcindo Costa Canto Neto;Diretor Responsável pelo FII;HSBC Asset Management;mai/14 - jun/16;CEO;Gestão de recursos
10.348.185/0001-83;2019-12-01;1;Alcindo Costa Canto Neto;Diretor Responsável pelo FII;Votorantim Asset Management;out/18 - atual;Diretor executivo;Gestão de recursos
10.348.185/0001-83;2019-12-01;1;Alcindo Costa Canto Neto;Diretor Responsável pelo FII;Bradesco Asset Management;jun/16 - set/18;Diretor de distribuição;Gestão de recursos
10.375.382/0001-91;2019-12-01;1;Allan Hadid;Diretor Responsável pelo FII;BRZ Investimentos;De junho de 2011 até junho de 2014;CEO (Chief Executive Officer);Atuou na área de gestão de recursos
10.375.382/0001-91;2019-12-01;1;Allan Hadid;Diretor Responsável pelo FII;Banco BTG Pactual S.A;De julho de 2014 até hoje;Ingressou como partner no Banco BTG Pactual S.A. na posição de COO (Chief Operations Officer) da área de Merchant Banking e, atualmente, ocupa o cargo de COO (Chief Operations Officer) da área de Global Asset Management;Atualmente, ocupa o cargo de COO (Chief Operations Officer) da área de Global Asset Management.
10.410.463/0001-85;2019-12-01;1;Artur Martins de Figueiredo;Diretor Responsável pelo FII;Banco Bradesco S/A;2000/2001;Gerente de Underwriting;Realização de prospecção de operações, nas quais as empresas utilizam o mercado de capitais como fonte de recursos para suportar investimentos e/ou alongamento de outros financiamentos / empréstimos.  O trabalho consistia na prospecção propriamente dita, ou seja, visitas / reuniões com os potenciais emissores, bem como o acompanhamento do processo de registro da operação junto à CVM - Comissão de Valores Mobiliário e do procedimento de venda dos títulos ao mercado (basicamente investidores institucionais).
10.410.463/0001-85;2019-12-01;1;Artur Martins de Figueiredo;Diretor Responsável pelo FII;Grupo Planner;2001/ Atual;Diretor / Conselheiro;Responsável pela administração fiduciária de Fundos de Investimento
10.410.463/0001-85;2019-12-01;1;Artur Martins de Figueiredo;Diretor Responsável pelo FII;Banco Bandeirantes de Investimentos S/A;1986/1999;Analista de Investimento;Realizava acompanhamento de empresas de capital aberto, bem como o mercado financeiro de um modo geral, objetivando a elaboração de relatórios diários para definição de estratégias na administração de recursos de terceiros.
10.410.463/0001-85;2019-12-01;1;Artur Martins de Figueiredo;Diretor Responsável pelo FII;Planner Corretora de Valores S/A;1999/2000;Gerente;Coordenação da Área de Agente Fiduciário, realizando entre outras atividades, o acompanhamento diário dos preços unitários das debêntures, controle dos "covenants" financeiros constantes da escritura de emissão, bem como avaliação das providências a serem adotadas nas emissões que encontram-se inadimplentes.
10.427.246/0001-06;2019-12-01;1;Allan Hadid;Diretor Responsável pelo FII;BRZ Investimentos;De junho de 2011 até junho de 2014;CEO (Chief Executive Officer);Atuou na área de gestão de recursos
10.427.246/0001-06;2019-12-01;1;Allan Hadid;Diretor Responsável pelo FII;Banco BTG Pactual S.A;De julho de 2014 até hoje;Ingressou como partner no Banco BTG Pactual S.A. na posição de COO (Chief Operations Officer) da área de Merchant Banking e, atualmente, ocupa o cargo de COO (Chief Operations Officer) da área de Global Asset Management;Atualmente, ocupa o cargo de COO (Chief Operations Officer) da área de Global Asset Management.
10.456.799/0001-89;2019-12-01;1;EDE ANTONIO GASPERIN;Diretor Responsável pelo FII;CORRETORA GERAL DE VALORES E CÂMBIO LTDA.;Desde 01/06/1982;Diretor;Corretora de Valores e Câmbio
10.456.810/0001-00;2019-12-01;1;PAULO ANDRE PORTO BILYK;Diretor Responsável pelo FII;Rio Bravo Investimentos;de 2015 até 2018;Chief Investment Officer;Investimentos Imobiliários
10.456.810/0001-00;2019-12-01;1;PAULO ANDRE PORTO BILYK;Diretor Responsável pelo FII;Rio Bravo Investimentos;desde 2019;Chief Executive Officer;Investimentos Imobiliários
10.522.648/0001-81;2019-12-01;3;CARLOS ALBERTO SARAIVA;Diretor Responsável pelo FII;BNY Mellon Serviços Financeiros DTVM;2013 -Atualmente;Diretor Executivo;Responsável pelo negócio de Administração Fiduciária/ Banco
10.869.155/0001-12;2019-12-01;1;Allan Hadid;Diretor Responsável pelo FII;BRZ Investimentos;De junho de 2011 até junho de 2014;CEO (Chief Executive Officer);Atuou na área de gestão de recursos
10.869.155/0001-12;2019-12-01;1;Allan Hadid;Diretor Responsável pelo FII;Banco BTG Pactual S.A;De julho de 2014 até hoje;Ingressou como partner no Banco BTG Pactual S.A. na posição de COO (Chief Operations Officer) da área de Merchant Banking e, atualmente, ocupa o cargo de COO (Chief Operations Officer) da área de Global Asset Management;Atualmente, ocupa o cargo de COO (Chief Operations Officer) da área de Global Asset Management.
10.869.155/0001-12;2019-12-01;1;Luiz Gustavo Aurnheimer Vieira;Representante de cotistas;Consenso Locação e construção de Imóveis Ltda;6;Sócio;Locação e construção de imóveis
10.869.155/0001-12;2019-12-01;1;Gabriel José Lindenbaum;Representante de cotistas;Lisboa Lindenbaum Imoveis LTDA;25;Sócio Gerente;Administração, locação, compra e venda de imóveis, e processos judiciais na área imobiliária, como despejos, execuções, renovatórias e revisionais.
10.991.914/0001-15;2019-12-01;1;DANIEL BOUERES SANDOVAL;Diretor Responsável pelo FII;CAIXA ECONÔMICA FEDERAL;04/2019 até o presente momento.;DIRETOR;Administração fiduciária de fundos de investimento, estratégia de produtos e análise de mercado, e estratégia de distribuição.
10.991.914/0001-15;2019-12-01;1;DANIEL BOUERES SANDOVAL;Diretor Responsável pelo FII;CAIXA ECONÔMICA FEDERAL;2015 a 2019;GERENTE NACIONAL;Estratégia de colocação de Fundos, elaboração de estratégias, criação de produtos, adequação de portfólio e capacitação da força de venda.
11.026.627/0001-38;2019-08-01;2;Allan Hadid;Diretor Responsável pelo FII;Banco BTG Pactual S.A;De julho de 2014 até hoje;Ingressou como partner no Banco BTG Pactual S.A. na posição de COO (Chief Operations Officer) da área de Merchant Banking e, atualmente, ocupa o cargo de COO (Chief Operations Officer) da área de Global Asset Management;Atualmente, ocupa o cargo de COO (Chief Operations Officer) da área de Global Asset Management.
11.026.627/0001-38;2019-08-01;2;Allan Hadid;Diretor Responsável pelo FII;BRZ Investimentos;De junho de 2011 até junho de 2014;CEO (Chief Executive Officer);Atuou na área de gestão de recursos
11.026.627/0001-38;2019-11-01;2;Allan Hadid;Diretor Responsável pelo FII;BRZ Investimentos;De junho de 2011 até junho de 2014;CEO (Chief Executive Officer);Atuou na área de gestão de recursos
11.026.627/0001-38;2019-11-01;2;Allan Hadid;Diretor Responsável pelo FII;Banco BTG Pactual S.A;De julho de 2014 até hoje;Ingressou como partner no Banco BTG Pactual S.A. na posição de COO (Chief Operations Officer) da área de Merchant Banking e, atualmente, ocupa o cargo de COO (Chief Operations Officer) da área de Global Asset Management;Atualmente, ocupa o cargo de COO (Chief Operations Officer) da área de Global Asset Management.
11.026.627/0001-38;2019-12-01;1;Allan Hadid;Diretor Responsável pelo FII;Banco BTG Pactual S.A;De julho de 2014 até hoje;Ingressou como partner no Banco BTG Pactual S.A. na posição de COO (Chief Operations Officer) da área de Merchant Banking e, atualmente, ocupa o cargo de COO (Chief Operations Officer) da área de Global Asset Management;Atualmente, ocupa o cargo de COO (Chief Operations Officer) da área de Global Asset Management.
11.026.627/0001-38;2019-12-01;1;Allan Hadid;Diretor Responsável pelo FII;BRZ Investimentos;De junho de 2011 até junho de 2014;CEO (Chief Executive Officer);Atuou na área de gestão de recursos
